cancer,cohort,stage_id,run_id,analysis_version,analysis_type,metabolite_key,metabolite_name,gene,unit,n,n_reference,effect_type,effect,ci_lower,ci_upper,p_value,q_value,test_family,family_n_evaluable,status,reason,source_id,pairs_higher,pairs_lower,pairs_equal,higher_fraction,lower_fraction,n_both_author_available,n_pairs_with_at_least_one_author_missing,old_hedges_g,old_p,old_q,old_n_tumor,old_n_normal,old_design,median_paired_difference,w_positive,w_negative,paired_rank_biserial,seed,nonzero_pairs,normal_approximation_warning,same_mean_direction_as_old_g,pairs_in_old_direction,fraction_in_old_direction,n_available,effect_available,median_paired_difference_available,paired_rank_biserial_available,q_value_available,pairs_higher_available,pairs_lower_available,pairs_equal_available,normal_approximation_warning_available,available_direction_matches_primary,mean_direction_matches_signed_rank,old_significant,new_significant,majority_direction,same_direction_pairs,same_direction_fraction,raw_p_lt_005,majority_matches_mean,display_order,proportion_rank,mapping_version,mapping_state,mapping_status,mapping_reason,direct_gene_count,direct_genes,conditional_gene_count,conditional_genes,original_v1_feature_mapped
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C03242,dihomo-linolenate (20:3n3 or n6),NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.491170120850204,1.0973698152213631,1.896036578381244,1.354707083131249e-07,3.2997063288941555e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,40,5,0,0.8888888888888888,0.1111111111111111,45,0,1.2453053065673,1.42780515231872e-08,1.91563857936095e-07,61,47,Unpaired; author supplied processed values; no new transformation,1.3948700019131977,985.0,50.0,0.9033816425120772,1166122004.0,45,False,True,40,0.8888888888888888,45,1.491170120850204,1.3948700019131977,0.9033816425120772,4.335062666019997e-06,40,5,0,False,True,True,True,True,UP,40,0.8888888888888888,True,True,11,6,mapping190_v2,NAMED_UNRESOLVED,NEEDS_REVIEW,n3/n6异构体未区分；不指定单一异构体特异酶。,0,,0,,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C03626,dimethylarginine (SDMA + ADMA),NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.1286623237842577,0.8545250762067917,1.389063173527293,1.5316669539903078e-07,3.2997063288941555e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,40,5,0,0.8888888888888888,0.1111111111111111,43,2,1.50253905483126,1.30932772892938e-10,4.2160352871525906e-09,61,47,Unpaired; author supplied processed values; no new transformation,1.1095829440179017,983.0,52.0,0.8995169082125604,2636825348.0,45,False,True,40,0.8888888888888888,43,1.0561613015956834,1.0927766154332978,0.8900634249471459,7.938023429987984e-06,38,5,0,False,True,True,True,True,UP,40,0.8888888888888888,True,True,12,6,mapping190_v2,NAMED_UNRESOLVED,NEEDS_REVIEW,SDMA与ADMA合并信号，不把ADMA特异降解酶套给混合峰。,0,,0,,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,NAME:X - 13230,X - 13230,NA,author_paired_case,45,45,mean_paired_difference_author_scale,-0.5602706311229465,-0.727233537436824,-0.3851790645585962,2.808717569964431e-06,2.791163085152153e-05,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,5,40,0,0.1111111111111111,0.8888888888888888,45,0,-0.977971203016978,3.34257077114436e-07,2.19654650675201e-06,61,47,Unpaired; author supplied processed values; no new transformation,-0.6013628331399978,102.0,933.0,-0.8028985507246377,1178751230.0,45,False,True,40,0.8888888888888888,45,-0.5602706311229465,-0.6013628331399978,-0.8028985507246377,3.851955524522648e-05,5,40,0,False,True,True,True,True,DOWN,40,0.8888888888888888,True,True,13,6,mapping190_v2,UNKNOWN_FEATURE,NEEDS_REVIEW,未知特征不猜身份或基因。,0,,0,,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,NAME:X - 8994,X - 8994,NA,author_paired_case,45,45,mean_paired_difference_author_scale,3.066010583703236,2.276114394517166,3.7883687276568536,7.270442249238775e-07,1.0509093796626957e-05,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,40,4,1,0.8888888888888888,0.0888888888888888,17,28,1.7542516521222,6.0710722894691095e-12,2.79269325315579e-10,61,47,Unpaired; author supplied processed values; no new transformation,3.619079386686101,920.0,70.0,0.8585858585858586,2731073176.0,44,False,True,40,0.8888888888888888,17,2.802423445402,3.619079386686101,0.9215686274509804,0.0048010444294584,15,2,0,False,True,True,True,True,UP,40,0.8888888888888888,True,True,14,6,mapping190_v2,UNKNOWN_FEATURE,NEEDS_REVIEW,未知特征不猜身份或基因。,0,,0,,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00025,glutamate,NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.6338794772671286,1.281184916875182,1.978921725034184,6.835213750344966e-08,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,39,6,0,0.8666666666666667,0.1333333333333333,45,0,1.76291003863997,5.08538568393016e-12,2.72915698370918e-10,61,47,Unpaired; author supplied processed values; no new transformation,1.775634940085002,996.0,39.0,0.9246376811594202,4066632456.0,45,False,True,39,0.8666666666666667,45,1.6338794772671286,1.775634940085002,0.9246376811594202,4.311359677952625e-06,39,6,0,False,True,True,True,True,UP,39,0.8666666666666667,True,True,15,15,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,13,ASNS;BCAT1;BCAT2;FOLH1;GCLC;GLS;GLS2;GLUL;GOT1;GOT2;OAT;SLC7A11;TAT,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00064,glutamine,NA,author_paired_case,45,45,mean_paired_difference_author_scale,-1.472771118046759,-1.837788661296224,-1.1128996557011823,6.026105581971644e-08,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,6,39,0,0.1333333333333333,0.8666666666666667,45,0,-1.64592808836308,9.00972459175114e-13,1.000340954773e-10,61,47,Unpaired; author supplied processed values; no new transformation,-1.2448895745339,37.0,998.0,-0.9285024154589372,2432440941.0,45,False,True,39,0.8666666666666667,45,-1.472771118046759,-1.2448895745339,-0.9285024154589372,4.311359677952625e-06,6,39,0,False,True,True,True,True,DOWN,39,0.8666666666666667,True,True,16,15,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,4,ASNS;GLS;GLS2;GLUL,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00346,phosphoethanolamine,NA,author_paired_case,45,45,mean_paired_difference_author_scale,2.28595840365606,1.753036987436184,2.8271064704290523,1.1975999105423957e-07,3.1736397629373487e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,39,6,0,0.8666666666666667,0.1333333333333333,45,0,1.71789869941203,3.74328398131029e-12,2.72915698370918e-10,61,47,Unpaired; author supplied processed values; no new transformation,2.319235639656199,987.0,48.0,0.9072463768115944,1411074046.0,45,False,True,39,0.8666666666666667,45,2.28595840365606,2.319235639656199,0.9072463768115944,4.311359677952625e-06,39,6,0,False,True,True,True,True,UP,39,0.8666666666666667,True,True,17,15,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,5,CHKA;CHKB;ETNK1;ETNK2;PCYT2,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00668,glucose 6-phosphate,NA,author_paired_case,45,45,mean_paired_difference_author_scale,2.174324265029472,1.3768410326732716,2.949092557495116,2.086690998741565e-05,0.0001105946229333,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,39,6,0,0.8666666666666667,0.1333333333333333,40,5,1.17249419717376,2.22241714015991e-09,4.92640057920067e-08,61,47,Unpaired; author supplied processed values; no new transformation,2.3034986399504014,895.0,140.0,0.7294685990338164,2814475934.0,45,False,True,39,0.8666666666666667,40,1.8531532399975503,2.192364426098049,0.7585365853658537,0.0002617532609156,35,5,0,False,True,True,True,True,UP,39,0.8666666666666667,True,True,18,15,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,1,GPI,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C02679,laurate (12:0),NA,author_paired_case,45,45,mean_paired_difference_author_scale,-0.8847318833918467,-1.087941667263424,-0.6657612564931544,1.7308866394856606e-07,3.4401371959777503e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,6,39,0,0.1333333333333333,0.8666666666666667,45,0,-1.31643840488043,1.10742517804547e-08,1.62086776059383e-07,61,47,Unpaired; author supplied processed values; no new transformation,-1.0231041299741008,54.0,981.0,-0.8956521739130435,2914361871.0,45,False,True,39,0.8666666666666667,45,-0.8847318833918467,-1.0231041299741008,-0.8956521739130435,4.531775928835184e-06,6,39,0,False,True,True,True,True,DOWN,39,0.8666666666666667,True,True,19,15,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,5,ABHD12;ABHD6;ACSL3;ACSM1;MGLL,0,,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C04006,inositol 1-phosphate (I1P),NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.7654098166433,1.1546521650607022,2.38919803704234,5.791273174067167e-06,4.092499709674131e-05,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,39,5,1,0.8666666666666667,0.1111111111111111,22,23,1.20897804606136,2.66631299100855e-08,3.17982512261019e-07,61,47,Unpaired; author supplied processed values; no new transformation,1.9566455873531008,884.0,106.0,0.7858585858585858,4205938536.0,44,False,True,39,0.8666666666666667,22,1.3904684787509227,1.2977330507979,0.984189723320158,0.000419418580526,21,1,0,False,True,True,True,True,UP,39,0.8666666666666667,True,True,20,15,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,2,IMPA1;IMPA2,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C16525,dihomo-linoleate (20:2n6),NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.29810881452836,0.9047959645969902,1.689292211936742,6.816406293507164e-07,1.0321986673025136e-05,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,39,6,0,0.8666666666666667,0.1333333333333333,45,0,1.22945104406874,2.36043309258177e-08,2.92330559927434e-07,61,47,Unpaired; author supplied processed values; no new transformation,1.1613118180009998,958.0,77.0,0.851207729468599,3869590876.0,45,False,True,39,0.8666666666666667,45,1.29810881452836,1.1613118180009998,0.851207729468599,1.1547794191353311e-05,39,6,0,False,True,True,True,True,UP,39,0.8666666666666667,True,True,21,15,mapping190_v2,NAMED_UNRESOLVED,NEEDS_REVIEW,已核查相关人类蛋白反应注释，但未取得该具体脂肪酸/脂质分子种、位置或构型的充分直接关系；不以通路/家族成员替代。,0,,0,,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00037,glycine,NA,author_paired_case,45,45,mean_paired_difference_author_scale,0.5864379172938337,0.3624918243289224,0.8050637087128323,2.307670099137806e-05,0.0001146623580509,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,38,7,0,0.8444444444444444,0.1555555555555555,45,0,0.783851905214094,3.67476482495697e-05,0.0001360085371995,61,47,Unpaired; author supplied processed values; no new transformation,0.5478863712927975,893.0,142.0,0.7256038647342995,1142069216.0,45,False,True,38,0.8444444444444444,45,0.5864379172938337,0.5478863712927975,0.7256038647342995,0.0002076903089224,38,7,0,False,True,True,True,True,UP,38,0.8444444444444444,True,True,22,22,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,4,GSS;PEPD;SHMT1;SHMT2,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C00189,ethanolamine,NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.3048617280472286,0.8854686843285118,1.7402628713878634,2.9676469143085604e-06,2.859732481060976e-05,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,38,7,0,0.8444444444444444,0.1555555555555555,44,1,0.993418253510911,7.24222937054185e-06,3.53333008684011e-05,61,47,Unpaired; author supplied processed values; no new transformation,1.4133599405707002,932.0,103.0,0.8009661835748793,879936975.0,45,False,True,38,0.8444444444444444,44,1.2321096663476794,1.1587591601344016,0.7919191919191919,6.139865650030282e-05,37,7,0,False,True,True,True,True,UP,38,0.8444444444444444,True,True,23,22,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,4,CHKA;CHKB;ETNK1;ETNK2,0,,True
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C02483,gamma-tocopherol,NA,author_paired_case,45,45,mean_paired_difference_author_scale,-1.2891917185801112,-1.7496737981102497,-0.7821178963155004,2.1945345424595625e-05,0.0001141467869922,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,7,38,0,0.1555555555555555,0.8444444444444444,33,12,-0.794900737194147,8.63903492820734e-05,0.0002897676298836,61,47,Unpaired; author supplied processed values; no new transformation,-1.424751897112401,141.0,894.0,-0.7275362318840579,4077602308.0,45,False,True,38,0.8444444444444444,33,-1.2101092186255336,-1.3644874988669002,-0.8110516934046346,0.0003885731327846,5,28,0,False,True,True,True,True,DOWN,38,0.8444444444444444,True,True,24,22,mapping190_v2,DIRECT_MAPPED,DONE,已建立至少一条直接关系；非穷尽映射。,1,CYP4F2,0,,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,KEGG:C16533,docosadienoate (22:2n6),NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.399748598256564,1.001796455520621,1.7898628818259577,3.567707666592901e-07,6.302950210980791e-06,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,38,7,0,0.8444444444444444,0.1555555555555555,31,14,1.14250638638243,8.85727608853462e-08,8.42026335505837e-07,61,47,Unpaired; author supplied processed values; no new transformation,1.2204460951749,969.0,66.0,0.8724637681159421,3454272065.0,45,False,True,38,0.8444444444444444,31,1.2267798312412128,0.9157350900256008,0.8145161290322581,0.0005657435697224,25,6,0,False,True,True,True,True,UP,38,0.8444444444444444,True,True,25,22,mapping190_v2,NAMED_UNRESOLVED,NEEDS_REVIEW,已核查相关人类蛋白反应注释，但未取得该具体脂肪酸/脂质分子种、位置或构型的充分直接关系；不以通路/家族成员替代。,0,,0,,False
BRCA,CAMP_BRCA1_Terunuma,04_ROBUSTNESS,20260921T112611Z_metabolite318_paired_v1,metabolite318_paired_v1,paired_processed,NAME:X - 12627,X - 12627,NA,author_paired_case,45,45,mean_paired_difference_author_scale,1.5843789247673683,1.1184864258265248,2.053095604928376,1.5882924090744398e-06,1.894942306735773e-05,paired_processed,318.0,DONE,NA,CAMP_processed_original_author_pair_table,38,5,2,0.8444444444444444,0.1111111111111111,19,26,1.1217367768914,1.19744537416934e-07,1.07104836245146e-06,61,47,Unpaired; author supplied processed values; no new transformation,1.5553916279014004,871.0,75.0,0.8414376321353065,3065460508.0,43,False,True,38,0.8444444444444444,19,1.0827906193841734,1.1324662220935997,0.8315789473684211,0.0074740894391238,16,3,0,False,True,True,True,True,UP,38,0.8444444444444444,True,True,26,22,mapping190_v2,UNKNOWN_FEATURE,NEEDS_REVIEW,未知特征不猜身份或基因。,0,,0,,False
