cancer	source_row_1based	metabolite_key	gene	dataset_id	dataset_decision	relation_ready	feature_presence	gene_presence	reason
COAD	15	KEGG:C00475	NT5C3A	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	15	KEGG:C00475	NT5C3A	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	16	KEGG:C00111	GNPAT	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	16	KEGG:C00111	GNPAT	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	16	KEGG:C00111	GNPAT	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	16	KEGG:C00111	GNPAT	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	16	KEGG:C00111	GNPAT	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	16	KEGG:C00111	GNPAT	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	16	KEGG:C00111	GNPAT	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	16	KEGG:C00111	GNPAT	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	16	KEGG:C00111	GNPAT	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	17	KEGG:C00051	GSTA4	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	17	KEGG:C00051	GSTA4	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	17	KEGG:C00051	GSTA4	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	17	KEGG:C00051	GSTA4	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	17	KEGG:C00051	GSTA4	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	17	KEGG:C00051	GSTA4	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	17	KEGG:C00051	GSTA4	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	17	KEGG:C00051	GSTA4	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	17	KEGG:C00051	GSTA4	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	18	KEGG:C00051	GSTO2	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
COAD	18	KEGG:C00051	GSTO2	D02	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Metastatic liver context and prior chemotherapy;not primary colon validation
COAD	18	KEGG:C00051	GSTO2	D03	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Wrong tissue for within-colon-tumor relation
COAD	18	KEGG:C00051	GSTO2	D04	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	No matching metabolite measurements established at inspected entry;not claim no metabolomics could exist elsewhere
COAD	18	KEGG:C00051	GSTO2	D05	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Must not relabel original data as independent external validation
COAD	18	KEGG:C00051	GSTO2	D06	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Pathway integration across different patients cannot test individual metabolite-RNA correlation
COAD	18	KEGG:C00051	GSTO2	D07	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Mouse proteomics cannot be joined to human metabolites;BCAA presence alone insufficient
COAD	18	KEGG:C00051	GSTO2	D08	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Potential model resource,not independent human tumor cohort
COAD	18	KEGG:C00051	GSTO2	D09	NOT_EVALUABLE	False	NOT_VERIFIED	NOT_VERIFIED	Expression validation of metabolomic pathway is not matched metabolite-RNA validation
COAD	19	KEGG:C00051	GSTT2	D01	PARTIAL	False	NOT_VERIFIED	NOT_VERIFIED	Promising but no usable matched tables verified;data-availability statement conflicts with reported generated data
