cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	feature_id	relation_id	stable_gene_id	n_tumor_linked	same_cohort_postselection	B	bootstrap_total	bootstrap_valid	seed	p_method	rho	ci_method	family_n_planned	evidence_label
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C01157	trans-4-hydroxyproline	PRODH2	author_patient	17	17	Spearman_rho	-0.24754901960784315	-0.7231920199501247	0.290405991309885	0.3394	0.8330727272727273	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:01f98a6d8796d4cb	ccRCC3_FEATURE:01f98a6d8796d4cb|PRODH2	ENSG00000250799	17	True	9999	4000	4000	375967242	9999_patient_permutations_plus1	-0.24754901960784315	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C01157	trans-4-hydroxyproline	PRODH2	author_patient	17	17	Spearman_rho	-0.24754901960784315	-0.7188665948923693	0.277765877957659	0.3265	0.8395430232558139	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:01f98a6d8796d4cb	ccRCC3_FEATURE:01f98a6d8796d4cb|PRODH2	ENSG00000250799	17	True	9999	4000	4000	1906115934	9999_within_exact_author_treatment_permutations_plus1	-0.24754901960784315	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	ENPP2	author_patient	17	17	Spearman_rho	0.28921568627450983	-0.22152690863579474	0.7399120219500319	0.2546	0.8211614457831325	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|ENPP2	ENSG00000136960	17	True	9999	4000	4000	2334620769	9999_patient_permutations_plus1	0.28921568627450983	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	ENPP2	author_patient	17	17	Spearman_rho	0.28921568627450983	-0.23155839208949072	0.7391845122215014	0.2584	0.7815272727272728	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|ENPP2	ENSG00000136960	17	True	9999	4000	4000	477402455	9999_patient_permutations_plus1	0.28921568627450983	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	ENPP2	author_patient	17	17	Spearman_rho	0.28921568627450983	-0.17067308895870623	0.7255871446229913	0.2581	0.8116225	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|ENPP2	ENSG00000136960	17	True	9999	4000	4000	664963293	9999_within_exact_author_treatment_permutations_plus1	0.28921568627450983	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT1	author_patient	17	17	Spearman_rho	-0.14705882352941177	-0.6609015683706814	0.4431211997303137	0.5686	0.8838486301369863	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LPCAT1	ENSG00000153395	17	True	9999	4000	4000	1314139054	9999_patient_permutations_plus1	-0.14705882352941177	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT1	author_patient	17	17	Spearman_rho	-0.14705882352941177	-0.6550341470951793	0.4218388515947968	0.5675	0.8883918367346939	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LPCAT1	ENSG00000153395	17	True	9999	4000	4000	3714105142	9999_patient_permutations_plus1	-0.14705882352941177	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT1	author_patient	17	17	Spearman_rho	-0.14705882352941177	-0.6512571270533491	0.43640897755610975	0.5789	0.883585625	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LPCAT1	ENSG00000153395	17	True	9999	4000	4000	443224062	9999_within_exact_author_treatment_permutations_plus1	-0.14705882352941177	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT2	author_patient	17	17	Spearman_rho	-0.5098039215686274	-0.7366622795877685	-0.023141319307277464	0.0389	0.5056999999999999	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LPCAT2	ENSG00000087253	17	True	9999	4000	4000	3026283135	9999_patient_permutations_plus1	-0.5098039215686274	pointwise_whole_patient_percentile_bootstrap	221.0	NOMINAL_EXPLORATORY
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT2	author_patient	17	17	Spearman_rho	-0.5098039215686274	-0.7369808530199464	-0.0499876237623762	0.0383	0.4596	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LPCAT2	ENSG00000087253	17	True	9999	4000	4000	2996106980	9999_patient_permutations_plus1	-0.5098039215686274	pointwise_whole_patient_percentile_bootstrap	221.0	NOMINAL_EXPLORATORY
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT2	author_patient	17	17	Spearman_rho	-0.5098039215686274	-0.7252755406137629	-0.021074513273244784	0.0412	0.5734368421052631	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LPCAT2	ENSG00000087253	17	True	9999	4000	4000	1759715924	9999_within_exact_author_treatment_permutations_plus1	-0.5098039215686274	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOMINAL_EXPLORATORY
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT3	author_patient	17	17	Spearman_rho	0.07598039215686274	-0.4339705291992349	0.6109062844746869	0.7749	0.9375722513089005	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LPCAT3	ENSG00000111684	17	True	9999	4000	4000	3699513508	9999_patient_permutations_plus1	0.07598039215686274	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT3	author_patient	17	17	Spearman_rho	0.07598039215686274	-0.4207920792079208	0.5955334987593052	0.7792	0.9554103092783505	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LPCAT3	ENSG00000111684	17	True	9999	4000	4000	950611626	9999_patient_permutations_plus1	0.07598039215686274	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT3	author_patient	17	17	Spearman_rho	0.07598039215686274	-0.41089108910891087	0.5896406585957606	0.7755	0.9344810526315789	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LPCAT3	ENSG00000111684	17	True	9999	4000	4000	1876191124	9999_within_exact_author_treatment_permutations_plus1	0.07598039215686274	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LYPLA2	author_patient	17	17	Spearman_rho	0.3014705882352941	-0.1923125	0.7092310229209037	0.2444	0.8211614457831325	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LYPLA2	ENSG00000011009	17	True	9999	4000	4000	2428456852	9999_patient_permutations_plus1	0.3014705882352941	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LYPLA2	author_patient	17	17	Spearman_rho	0.3014705882352941	-0.17955428961672645	0.7217477613550546	0.2414	0.7815272727272728	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LYPLA2	ENSG00000011009	17	True	9999	4000	4000	3191012049	9999_patient_permutations_plus1	0.3014705882352941	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LYPLA2	author_patient	17	17	Spearman_rho	0.3014705882352941	-0.14573017539946592	0.7093967381683564	0.2402	0.8116225	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:0a9b03b34a6b6ee3	ccRCC3_FEATURE:0a9b03b34a6b6ee3|LYPLA2	ENSG00000011009	17	True	9999	4000	4000	1748769133	9999_within_exact_author_treatment_permutations_plus1	0.3014705882352941	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ACSL3	author_patient	17	17	Spearman_rho	-0.4583333333333333	-0.7945608041953763	0.03611682470386488	0.0623	0.5746	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:10511d2fb2642333	ccRCC3_FEATURE:10511d2fb2642333|ACSL3	ENSG00000123983	17	True	9999	4000	4000	2247899217	9999_patient_permutations_plus1	-0.4583333333333333	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ACSL3	author_patient	17	17	Spearman_rho	-0.4583333333333333	-0.7997651269092012	0.0635659183884475	0.0672	0.52488	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:10511d2fb2642333	ccRCC3_FEATURE:10511d2fb2642333|ACSL3	ENSG00000123983	17	True	9999	4000	4000	73779124	9999_patient_permutations_plus1	-0.4583333333333333	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ACSL3	author_patient	17	17	Spearman_rho	-0.4583333333333333	-0.7827917994298172	0.0037579184821236573	0.0666	0.613275	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:10511d2fb2642333	ccRCC3_FEATURE:10511d2fb2642333|ACSL3	ENSG00000123983	17	True	9999	4000	4000	802423385	9999_within_exact_author_treatment_permutations_plus1	-0.4583333333333333	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ACSL4	author_patient	17	17	Spearman_rho	-0.0784313725490196	-0.5780569770460192	0.45365194862041436	0.7579	0.9375722513089005	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:10511d2fb2642333	ccRCC3_FEATURE:10511d2fb2642333|ACSL4	ENSG00000068366	17	True	9999	4000	4000	2719619134	9999_patient_permutations_plus1	-0.0784313725490196	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ACSL4	author_patient	17	17	Spearman_rho	-0.0784313725490196	-0.5840622418406224	0.4771518329554048	0.7681	0.9554103092783505	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:10511d2fb2642333	ccRCC3_FEATURE:10511d2fb2642333|ACSL4	ENSG00000068366	17	True	9999	4000	4000	1679199378	9999_patient_permutations_plus1	-0.0784313725490196	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ACSL4	author_patient	17	17	Spearman_rho	-0.0784313725490196	-0.619194853704088	0.46600741656365885	0.7753	0.9344810526315789	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:10511d2fb2642333	ccRCC3_FEATURE:10511d2fb2642333|ACSL4	ENSG00000068366	17	True	9999	4000	4000	2320528294	9999_within_exact_author_treatment_permutations_plus1	-0.0784313725490196	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_PRIMARY	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ALOX15	author_patient	17	17	Spearman_rho	-0.3235294117647059	-0.8211742773773598	0.30181338115108297	0.2121	0.8123655172413793	REL_TUMOR_PRIMARY	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:10511d2fb2642333	ccRCC3_FEATURE:10511d2fb2642333|ALOX15	ENSG00000161905	17	True	9999	4000	4000	1992381813	9999_patient_permutations_plus1	-0.3235294117647059	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_AVAILABLE	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ALOX15	author_patient	17	17	Spearman_rho	-0.3235294117647059	-0.8263081104848703	0.2985726571602954	0.2066	0.7815272727272728	REL_TUMOR_AVAILABLE	216.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:10511d2fb2642333	ccRCC3_FEATURE:10511d2fb2642333|ALOX15	ENSG00000161905	17	True	9999	4000	4000	2097900700	9999_patient_permutations_plus1	-0.3235294117647059	pointwise_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
ccRCC	ccRCC3	03_PATIENT	20260925T151000Z_ccrcc3_v1	ccrcc3_patient_v1	REL_TUMOR_TREATMENT_STRATIFIED	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ALOX15	author_patient	17	17	Spearman_rho	-0.3235294117647059	-0.8148194444444444	0.2853598014888337	0.1923	0.7798677966101695	REL_TUMOR_TREATMENT_STRATIFIED	221.0	DONE	NA	CAMP_ccRCC3_SUBJECT_ID	ccRCC3_FEATURE:10511d2fb2642333	ccRCC3_FEATURE:10511d2fb2642333|ALOX15	ENSG00000161905	17	True	9999	4000	4000	25198359	9999_within_exact_author_treatment_permutations_plus1	-0.3235294117647059	pointwise_treatment_stratified_whole_patient_percentile_bootstrap	221.0	NOT_SUPPORTED_THIS_TEST
