gene	module	kME	rank_in_module	Pal_kME
CCNG2	turquoise	0.5756317733936	217	0.4346857856726
PEF1	green	0.657721619591021	41	0.435780667823534
NUMA1	brown	0.643957609068588	44	0.558584710078458
OAZ2	pink	0.461433297950947	147	0.403043994661139
SWI5	tan	0.36840372872636	120	0.163868649676607
CDC42EP4	turquoise	0.300909455366663	743	-0.0341459229582866
BICDL2	brown	0.486281618348592	211	0.252610473803352
ZNF22	blue	0.480407337735945	288	0.283083829843271
RTCB	blue	0.358384806423473	532	0.419359220235157
CHURC1	magenta	0.623712111174353	46	0.271457233651087
HLA-DMA	midnightblue	0.552348590452676	29	0.456539837080604
AKR1B1	grey	NA	NA	NA
SLC35B2	grey	NA	NA	NA
ACTR6	red	0.485119079919481	142	0.413484408721736
MAPK1IP1L	grey	NA	NA	NA
CLINT1	grey	NA	NA	NA
CFAP298	brown	0.339193832179742	429	-0.0072283817784792
CXCL16	salmon	0.45680494412586	86	0.646075744944014
NOPCHAP1	green	0.473834053738094	208	0.130343930462292
PFDN1	grey	NA	NA	NA
UBQLN1	red	0.456866343965671	162	0.214990895123062
BDP1	turquoise	0.400712023219275	534	0.336101313898188
RND1	yellow	0.640903038504352	62	0.328357948011003
ZNF552	turquoise	0.730381892292324	43	0.551448591452815
TMX1	red	0.633553833392606	63	0.139291864376885
YTHDC1	grey	NA	NA	NA
RFXANK	purple	0.312180847916192	166	-0.0668256588759852
P4HTM	turquoise	0.723480791605409	49	0.431523668879065
SAA2	lightcyan	0.606526104529205	3	0.438362162601014
CREB3	black	0.489502896907379	117	0.304058824585127
PEX11B	turquoise	0.390648215654568	549	0.319970007155335
ZDHHC4	grey	NA	NA	NA
PRP4K	grey	NA	NA	NA
CMTM8	grey	NA	NA	NA
NAE1	green	0.551115195739031	115	0.555188003699322
FAM120AOS	magenta	0.458134273055438	125	0.158531892385313
ABCE1	blue	0.329510851751067	568	0.33457124099366
HADH	grey	NA	NA	NA
MRPL48	green	0.481089421373699	199	0.392037079567513
MOSPD3	red	0.327748079764063	240	0.113724885332872
TMEM254	turquoise	0.389682013978443	552	0.223659416816007
ANAPC15	greenyellow	0.423555193445595	138	0.162213085864198
HSPBP1	blue	0.478648761907064	290	0.299088628212322
TOM1L1	magenta	0.449224849828168	130	0.0243317664654693
GPATCH4	blue	0.411382946132779	428	0.097442823885081
TMF1	brown	0.343121847324884	423	0.244423071479345
NEMF	black	0.600785836998656	46	0.317242849594464
CNPY3	grey	NA	NA	NA
MID1IP1	brown	0.392440463472764	368	0.273110199835834
PREB	green	0.503290457801249	169	0.326974800592277
SF3A3	green	0.66781083197549	37	0.412480429685827
GCHFR	cyan	0.552827319807852	24	0.435140578816959
UNC50	black	0.659948834898312	29	0.459745245138453
FAM151B-DT	turquoise	0.598042125919882	182	0.382720997712442
TRIM44	grey	NA	NA	NA
C6orf62	red	0.481288464622793	144	-0.0503740476097573
ACBD3	yellow	0.564722730688096	120	0.230988464326453
RNASEH2A	greenyellow	0.439738347189458	132	0.22222316041075
RAD50	grey	NA	NA	NA
BRI3	grey	NA	NA	NA
PSMG1	green	0.538339432070404	122	0.614823175865023
MGLL	grey	NA	NA	NA
SHC1	grey	NA	NA	NA
TAF12	grey	NA	NA	NA
KDELR3	grey	NA	NA	NA
ESRP1	grey	NA	NA	NA
ZNF292	grey	NA	NA	NA
CEBPZ	blue	0.572922850578603	147	0.105846722439411
NPW	cyan	0.515901581808973	32	0.174994821142384
CLN8-AS1	turquoise	0.604813127269213	174	0.298948438385338
MARCHF6	turquoise	0.355171465721173	629	0.259815476278635
KMT2C	brown	0.681962482409239	21	0.592457320509412
TMEM18	grey	NA	NA	NA
DBN1	grey	NA	NA	NA
LGALS8	brown	0.544511212371763	133	0.467330508627217
NTMT1	grey	NA	NA	NA
SDCCAG8	turquoise	0.400796736867767	533	0.268070715791164
ALDH3B2	cyan	0.634872782056058	11	0.582832030895838
P4HA1	grey	NA	NA	NA
HMGCS2	cyan	0.368471480058081	50	0.185991982871685
RNF130	grey	NA	NA	NA
SNX2	black	0.519091836409089	100	0.357226591428039
SENP6	grey	NA	NA	NA
MANBAL	black	0.450707930446847	155	0.0427784620329548
MED28	grey	NA	NA	NA
RRM2	greenyellow	0.64479782080384	40	0.607013160399825
PPP1R10	yellow	0.380393049713294	286	0.440247035191852
GALNT6	brown	0.537407207189145	143	0.494465477388648
OSBPL8	grey	NA	NA	NA
YPEL3	turquoise	0.51409620054919	292	0.329825881954435
TXNDC9	blue	0.641428848604123	80	0.53581395354232
DMKN	brown	0.64158403481296	45	0.0158589791593096
IDS	yellow	0.454350536386873	226	0.371763790499851
IVNS1ABP	grey	NA	NA	NA
WDR43	blue	0.505468089591863	253	0.200333454190253
DSG2	grey	NA	NA	NA
LIMCH1	brown	0.663191392189556	32	0.493898791777738
ARF3	magenta	0.430839583756468	138	0.296030174540258
ZNF638	grey	NA	NA	NA
RAP1A	pink	0.324821200692175	209	0.287738823614866
PLAU	grey	NA	NA	NA
KARS1	green	0.55597137004818	109	0.481989297586858
TMX4	grey	NA	NA	NA
SETD5	grey	NA	NA	NA
ALG5	black	0.509037885915076	105	0.412569412398249
PAFAH1B1	grey	NA	NA	NA
NT5C3B	grey	NA	NA	NA
NBPF14	yellow	0.58987779219236	98	0.0265828922442811
CP	grey	NA	NA	NA
LARP7	blue	0.567506356636588	157	0.0553798275435094
SRSF8	salmon	0.320052688094271	123	0.263099020746614
TCEAL8	grey	NA	NA	NA
NIT1	tan	0.347414438409548	126	0.1504659676036
NT5C3A	grey	NA	NA	NA
ACOT13	blue	0.43094947810212	384	0.284782941024981
IMMT	blue	0.528838386036796	211	0.405434278307558
SAE1	blue	0.675143336832339	53	0.407329749724059
QARS1	purple	0.375395358460726	137	0.191226510750947
AKR1C2	lightcyan	0.388724659208078	24	0.14502803032097
PPP6C	grey	NA	NA	NA
PLEKHA1	lightcyan	0.399037118426563	23	0.335223126919612
UCHL5	blue	0.456110700307366	329	0.549017468771323
KIF9	brown	0.407568794612386	349	0.144548380363508
MACF1	grey	NA	NA	NA
VPS51	purple	0.366892321839561	140	0.0633851122156441
DDX27	black	0.434193032280622	170	0.126063032509728
TMEM243	grey	NA	NA	NA
CEP20	grey	NA	NA	NA
STK25	green	0.552309622905485	112	0.36918932845767
STARD7	blue	0.349962178460667	546	0.170238910296733
UBE2D1	grey	NA	NA	NA
ERP44	pink	0.382906606344189	189	0.495288811018743
WNK1	grey	NA	NA	NA
DERA	green	0.57845050008626	91	0.465859337678589
NR2F2	turquoise	0.460464882400961	399	0.155351211988334
GABPB1-AS1	grey	NA	NA	NA
CAT	blue	0.467617157828263	307	0.195686239859158
CTSF	turquoise	0.632983456085309	142	0.140463788577684
UBE2E1	grey	NA	NA	NA
NPY1R	magenta	0.341665812747455	168	0.301987700984788
PLSCR1	midnightblue	0.694541499682275	11	0.499792884729233
TMX2	pink	0.479714223270605	137	0.348718372229311
CCDC12	grey	NA	NA	NA
ITGAE	red	0.640583766698149	59	0.4219719044929
IPO7	grey	NA	NA	NA
GALE	grey	NA	NA	NA
FARP1	grey	NA	NA	NA
PAGR1	tan	0.628330030868508	26	-0.0608286262531193
ELF1	turquoise	0.385906767849457	565	0.22785809332182
LYPLAL1	grey	NA	NA	NA
BLCAP	grey	NA	NA	NA
TSPAN6	blue	0.431715214494268	383	0.327645599225139
CCDC57	turquoise	0.611306127134563	166	0.401872887075542
WWTR1	grey	NA	NA	NA
KCNMA1	grey	NA	NA	NA
CCDC91	grey	NA	NA	NA
MED19	black	0.483174938856838	124	0.192390908397454
CELF1	grey	NA	NA	NA
HPS1	grey	NA	NA	NA
IGKV1-9	grey	NA	NA	NA
VPS4B	blue	0.440563375915712	361	0.274478980051557
PSME3	blue	0.423377176967402	403	0.155079084548584
CUL4A	grey	NA	NA	NA
PIK3R1	grey	NA	NA	NA
NHSL3	brown	0.708916640454046	13	0.427543489941997
COMMD3	pink	0.877566409027925	9	0.156704160768418
RAB24	tan	0.645818688818686	21	-0.139087615042965
TMEM70	blue	0.419535283803661	411	0.520221463398851
NDRG1	pink	0.344762565033082	204	0.127472718514173
UPF2	grey	NA	NA	NA
MED29	turquoise	0.51146224400125	295	0.245624624819425
CEBPG	blue	0.33002288086268	567	0.435118442754462
GFER	turquoise	0.366278086996616	605	0.339938044346186
FARSA	blue	0.520786717178129	224	0.347156953049813
BRMS1	grey	NA	NA	NA
SIAH2	turquoise	0.602016110046593	179	0.470066903384989
CPSF6	blue	0.391373520798417	473	0.331936428753285
EMC2	blue	0.399835959719655	455	0.459599243089596
URM1	purple	0.336751355966817	154	0.0667174795550457
UBL3	brown	0.680631683002971	22	0.447764750398125
EIF2AK4	grey	NA	NA	NA
DRG1	blue	0.444913355985846	353	0.528173057829871
DAZAP1	blue	0.368173753689583	522	0.13313253160618
SHISA2	brown	0.46042231562991	253	0.351449459721081
SERHL2	cyan	0.695028089368136	7	0.484401877691703
WDR45	grey	NA	NA	NA
COPS3	purple	0.312114735891867	167	0.0769138230030772
RFC1	grey	NA	NA	NA
ANGPTL4	yellow	0.393651269959942	272	0.235659213924664
CKLF	pink	0.751282632956926	29	0.32562770419184
MVP	grey	NA	NA	NA
CLIC4	salmon	0.600542215930579	35	0.620194373371906
SYNE2	grey	NA	NA	NA
MICU2	brown	0.321727252896944	441	0.306584867159145
PITX1	grey	NA	NA	NA
PGM1	green	0.64053409956688	51	0.55666133965655
CD81	turquoise	0.55327869766161	237	0.186218956782881
ZNF644	yellow	0.361073425528143	290	0.309988061670747
CYBC1	grey	NA	NA	NA
GNAI2	grey	NA	NA	NA
C1S	grey	NA	NA	NA
MRPS18A	blue	0.661582027150034	64	0.402541496238679
MED30	grey	NA	NA	NA
GNG10	tan	0.675482236698839	17	0.0698700424398765
HIF1A	grey	NA	NA	NA
TSN	blue	0.387723168581017	480	0.343088067977608
TMEM60	grey	NA	NA	NA
TOB2	yellow	0.647464472050146	59	0.37060758998697
LIMS1	green	0.45996814941404	226	0.503134465695833
RIOK3	grey	NA	NA	NA
NIPA2	blue	0.465941776388901	311	0.471087508323555
PGP	greenyellow	0.507776061812748	93	0.362759205998712
TARS1	blue	0.61102591226603	108	0.311375923870471
NFU1	pink	0.390024487008218	182	0.411900085688505
GOPC	grey	NA	NA	NA
BROX	grey	NA	NA	NA
DHX9	grey	NA	NA	NA
XPO1	grey	NA	NA	NA
SCYL1	grey	NA	NA	NA
SLC16A3	salmon	0.470873182850392	76	0.180745399476817
MACROD1	grey	NA	NA	NA
DDB1	grey	NA	NA	NA
NR1H2	grey	NA	NA	NA
ANXA3	salmon	0.460681419032072	80	0.386623986466043
ZWINT	greenyellow	0.781646656289073	12	0.605904074662615
USP8	grey	NA	NA	NA
MRPS2	green	0.385719641993316	281	0.388774130606065
KDSR	grey	NA	NA	NA
PRRC2A	grey	NA	NA	NA
DCTD	grey	NA	NA	NA
ALG8	black	0.62976241218386	39	0.265852641471167
CCS	turquoise	0.426152580486378	473	0.0462052743487566
KLF2	yellow	0.66377950798184	49	0.521526910717301
GYPC	grey	NA	NA	NA
PIGX	brown	0.347405613003169	420	0.176310405111007
ENOPH1	blue	0.367374188897485	524	0.344301364218192
LINC02802	grey	NA	NA	NA
TTC1	black	0.530738617414332	87	0.31200435288245
IGKV3-15	grey	NA	NA	NA
CYP27A1	grey	NA	NA	NA
CPNE1	blue	0.40671357950591	440	0.187399309529417
ANPEP	turquoise	0.33834884688972	668	-0.00293073654782279
SHROOM3	brown	0.744995362941931	6	0.459250638181683
FEZ2	blue	0.457970784563634	325	0.134031976659198
VCL	yellow	0.503806320481033	176	0.293877554985236
ABI1	blue	0.30266416341985	596	0.296307071719976
RARS1	blue	0.438414650263054	364	0.398260096733696
PTPN1	turquoise	0.430185767139502	460	0.242277040950952
TMEM101	grey	NA	NA	NA
PRNP	salmon	0.711653691906503	7	0.66459310349353
TMEM109	grey	NA	NA	NA
DESI2	grey	NA	NA	NA
GNB4	grey	NA	NA	NA
TUBB6	grey	NA	NA	NA
PNKP	brown	0.510467648769097	180	0.261386998347806
NAGK	blue	0.595184028233518	122	0.436399398632189
DDX6	brown	0.552125358453765	118	0.392345690266892
SZRD1	grey	NA	NA	NA
MSL1	brown	0.411299412396156	346	0.434858299679937
HSPA2	turquoise	0.361915411908978	615	0.136079727630581
DTD1	green	0.625276363138506	57	0.1772885955202
CIAO1	grey	NA	NA	NA
COL6A3	grey	NA	NA	NA
SPR	turquoise	0.307962926817837	728	0.349519621408237
CGGBP1	turquoise	0.402203870953284	530	0.171845381261729
DNTTIP2	blue	0.624268571338974	98	0.422966800410024
QDPR	turquoise	0.389376555010551	553	0.465555987216502
SEC14L2	turquoise	0.64000227245165	131	0.352479169806131
RBPMS	turquoise	0.322323166960105	700	0.156224851967987
ZFPL1	grey	NA	NA	NA
LRPPRC	grey	NA	NA	NA
YARS1	green	0.690589076442215	28	0.529303117105874
BOD1	pink	0.356230617267729	199	0.272519697229195
DNAJC10	grey	NA	NA	NA
CYB5B	blue	0.400693023875527	453	0.326492515879388
ZNF90	pink	0.817164459424678	21	0.226862855500742
TRIAP1	grey	NA	NA	NA
PLEKHB2	turquoise	0.412376776749495	510	0.353641557196247
FYTTD1	grey	NA	NA	NA
CD2BP2	turquoise	0.433233967456071	450	0.281409601421855
MSRB2	pink	0.574022264905565	88	0.265858566659192
VMA21	grey	NA	NA	NA
DBNDD2	turquoise	0.428995002143667	463	0.0211686823433677
SVIL	salmon	0.552373380700233	54	0.567189590836016
PHF3	turquoise	0.322978195500849	696	0.118489492456419
TSR2	blue	0.543454587306854	188	0.140824321486268
DAAM1	brown	0.674752649802886	26	0.450907938841314
MIA3	brown	0.485715899041686	213	0.399919083429583
PDSS2	grey	NA	NA	NA
EFHC1	turquoise	0.678910161139556	75	0.518818948568906
EXOC7	black	0.549119563578954	76	0.118162481018226
LURAP1L	cyan	0.495751405866387	37	0.345353838308758
PSMD9	red	0.636003464553415	61	0.254838749738819
PKP3	grey	NA	NA	NA
CCDC186	grey	NA	NA	NA
ACYP2	grey	NA	NA	NA
MBOAT7	turquoise	0.438294524820755	440	0.182779919166694
VPS36	grey	NA	NA	NA
LYRM1	grey	NA	NA	NA
USE1	grey	NA	NA	NA
SMIM12	green	0.568861734754528	99	0.360657441638321
PPIE	blue	0.559052553274797	168	0.417126624778894
TUBG1	red	0.47226505610899	151	0.382925276295146
EDEM3	yellow	0.664909378186302	48	0.212483554171422
EBAG9	pink	0.352742891310557	201	0.375834735320314
TRIM27	grey	NA	NA	NA
TAOK3	grey	NA	NA	NA
HSPB8	turquoise	0.451844520062592	418	0.246156957539771
ACO2	blue	0.312638889413351	591	0.393665114355735
NCOA4	black	0.433601799318837	171	0.361949368231726
TMEM263	yellow	0.397832423627741	271	0.0933178946978132
PTK2	yellow	0.56919435236904	116	0.254006102218531
ANKRD11	grey	NA	NA	NA
JPX	brown	0.485248502504737	215	0.189062638760903
AASDHPPT	grey	NA	NA	NA
PLEC	yellow	0.584341526408461	105	0.303145298934247
BCL7B	salmon	0.438079611015625	97	0.21934975340071
SORBS3	tan	0.49893211968928	65	0.25002361669716
COA8	pink	0.534107039176572	104	0.103908472831252
MAPK13	blue	0.356932261261824	534	0.431578662351353
PAK4	brown	0.435624453580557	307	0.403566685908984
TSSC4	grey	NA	NA	NA
ZBTB38	grey	NA	NA	NA
RWDD4	grey	NA	NA	NA
ZNF32	grey	NA	NA	NA
VCF1	magenta	0.419335276619066	145	-0.167806773971591
ISG20L2	grey	NA	NA	NA
RTCA	green	0.358669807193942	292	0.48868566035728
AK3	grey	NA	NA	NA
MMP14	grey	NA	NA	NA
UROD	blue	0.528374287748921	214	0.384626914173639
CLSTN1	brown	0.633602680826072	49	0.369481691986915
PRKAR2A	brown	0.546983871443457	127	0.467281794334443
IFNGR1	red	0.354283823411453	222	0.157875284008342
ZNF281	turquoise	0.526255297066041	278	0.497052705544649
RC3H1	yellow	0.734318490681748	23	0.408019568362437
SCAMP2	grey	NA	NA	NA
HK1	grey	NA	NA	NA
MIR4435-2HG	salmon	0.355896363924689	117	0.349276501232865
ARFGEF3	brown	0.752721208575058	4	0.594930612958837
CNPPD1	blue	0.415505316486509	419	0.0645545364223711
HAGHL	turquoise	0.504897993777628	301	0.325037911311085
AHCYL1	turquoise	0.604061410875408	176	0.299567871407272
GLTP	grey	NA	NA	NA
AKR7A3	turquoise	0.491956819744445	332	0.324067851365048
AIMP2	green	0.52085828231737	145	0.235695205736176
FBXO9	grey	NA	NA	NA
SPTBN1	grey	NA	NA	NA
GALNT3	grey	NA	NA	NA
PIGF	grey	NA	NA	NA
ZNG1E	magenta	0.736958065599924	10	0.0518584912913686
WDR13	grey	NA	NA	NA
CHP1	purple	0.330173082408867	156	0.0142851443169674
MRTO4	green	0.510448074594552	155	0.330212683629137
SDHAF3	grey	NA	NA	NA
NTN4	brown	0.556776039199524	110	0.350312244469557
SPTLC2	brown	0.691381254519537	17	0.547118306162815
TANK	blue	0.515618048187178	233	0.395540437946069
ECI2	turquoise	0.486672931236803	344	0.256878878838281
NIPBL	grey	NA	NA	NA
TES	grey	NA	NA	NA
RGS2	salmon	0.354453163512658	119	0.471020686391351
RBMS1	salmon	0.663693820571966	16	0.534889465221413
ACTR1A	green	0.521157172700678	143	0.333790294982646
BTG3	greenyellow	0.513117199539951	87	0.517003853838696
PTBP3	grey	NA	NA	NA
POLR1H	grey	NA	NA	NA
HGS	blue	0.409180698440899	436	0.00523853218291369
TAX1BP3	salmon	0.437756764320625	98	0.357988033967479
TBRG1	brown	0.571534110919727	96	0.243576678804629
MSRB1	pink	0.50829903606385	118	0.178985434947284
TMEM30A	black	0.394216354293867	194	0.301198804733717
ARV1	magenta	0.496923507089866	104	-0.0706796589738569
GLMP	tan	0.410337422918402	97	0.320926268968498
TP53RK	grey	NA	NA	NA
UTP23	turquoise	0.375075592902406	588	-0.0938511366145831
MUC6	brown	0.346496529573242	422	0.307690035261078
GPC1	brown	0.421730379988121	326	0.373465668784097
GLOD4	blue	0.339559665349212	554	0.241762708740533
PDHB	black	0.519315594205612	99	0.298391126666182
PTDSS1	green	0.525967520583038	138	0.382196022014583
PKN2	yellow	0.428444172102559	252	0.24728243096835
TFDP2	blue	0.372228925502714	514	0.197932030853271
ACAT2	greenyellow	0.55770764400993	70	0.456516551463334
ATP2B1	grey	NA	NA	NA
TMED5	grey	NA	NA	NA
TUBA4A	salmon	0.333227982675855	122	0.477769712632186
NRBF2	blue	0.44622932169248	352	0.36582847073158
C1orf52	grey	NA	NA	NA
RERE	brown	0.615724870810539	55	0.431504635410053
PRPF38A	green	0.455772917955707	228	0.506176585056003
ECHDC1	salmon	0.409533332030358	103	0.483559380357959
FNIP1	turquoise	0.719129106399077	52	0.356936906703945
UTP11	blue	0.610469116804619	111	0.534565927171758
NSUN5	blue	0.461676504783042	319	0.0562882350842196
MAX	magenta	0.479533977680349	111	-0.219168541001544
AIP	blue	0.433199409658096	379	0.19827456984486
POP5	blue	0.363437605130156	528	0.28018098726848
ZNF524	brown	0.477279546616169	225	0.125707509018778
THYN1	grey	NA	NA	NA
RPF2	blue	0.519987521180076	226	0.386065019254085
ERO1A	grey	NA	NA	NA
CCDC34	grey	NA	NA	NA
AK4	grey	NA	NA	NA
RABIF	red	0.423494772115923	183	0.362662015942822
EEIG1	turquoise	0.741147956384498	33	0.479271553198386
MED21	grey	NA	NA	NA
GLRX5	grey	NA	NA	NA
RNASEH1	green	0.706838142722444	20	0.43423849238967
GET1	turquoise	0.336592996967961	670	0.196692646150702
NSMCE2	grey	NA	NA	NA
REST	grey	NA	NA	NA
G6PC3	turquoise	0.527900048516719	275	0.436510733320843
DNASE2	black	0.410751088062013	183	0.452962534323048
NUDT3	grey	NA	NA	NA
GTF2F1	grey	NA	NA	NA
CNOT2	grey	NA	NA	NA
NTHL1	grey	NA	NA	NA
TMBIM1	grey	NA	NA	NA
TOR1AIP2	grey	NA	NA	NA
PBDC1	grey	NA	NA	NA
H1-4	grey	NA	NA	NA
GNPAT	grey	NA	NA	NA
PRRG4	yellow	0.575687534382839	109	0.41756304526548
CERS6	turquoise	0.676197839496559	79	0.585064018739328
CHCHD7	grey	NA	NA	NA
TJP1	grey	NA	NA	NA
MRPL45	turquoise	0.303024325814431	739	0.0673193119228913
MTSS1	turquoise	0.341352626577563	663	-0.0617908588370863
NECAB3	turquoise	0.620723853249765	158	0.384047867714523
ZPR1	green	0.527008291039306	136	0.52108086385382
EXOSC8	blue	0.654502737109285	68	0.42784120916515
TFDP1	red	0.438206857712651	174	0.258129003861926
EPS8L2	grey	NA	NA	NA
HAT1	red	0.424018950550263	181	0.280097706385974
ZNF511	grey	NA	NA	NA
DNTTIP1	blue	0.45254604618131	340	0.337806468211938
UVRAG	yellow	0.550881769124201	129	0.043168419205431
ABCF1	blue	0.37489108402559	509	0.191598036238879
NUB1	grey	NA	NA	NA
UBL7	grey	NA	NA	NA
RPIA	blue	0.610561646204985	110	0.34011869537841
CSNK2A1	grey	NA	NA	NA
TTC14	brown	0.524022726944343	160	0.455722351093026
SRP19	pink	0.897944420309129	6	0.401158671722087
MB	brown	0.305184219584899	452	0.0543642995616802
BAG6	blue	0.478448471594807	291	0.143253016350476
MTHFD2L	grey	NA	NA	NA
GNG12	grey	NA	NA	NA
IGHG1	red	0.374315793956443	209	0.0619239398037748
CCNL2	grey	NA	NA	NA
MAN1A2	grey	NA	NA	NA
GON4L	yellow	0.49183597902531	191	0.178638564138625
TAF6	blue	0.409420944552058	435	0.236776572443942
CIR1	black	0.473140212246085	135	0.413150930758561
SNRNP27	red	0.551473516431209	99	0.255888201567913
NHERF2	brown	0.556663958689507	111	0.340990778211632
SP100	turquoise	0.355171447050173	630	0.016714681843685
SAC3D1	green	0.475987384804647	204	0.476523748386558
CCDC107	grey	NA	NA	NA
DENND1B	turquoise	0.341192205164474	664	0.313025408818998
SPAG7	grey	NA	NA	NA
ECE1	brown	0.542971663022078	136	0.415324013279124
ACADSB	turquoise	0.679394690878111	73	0.440928700110568
CDC73	grey	NA	NA	NA
LASP1	turquoise	0.620713998921079	159	0.289843708164126
ELP5	grey	NA	NA	NA
SUMF1	magenta	0.570381530037137	63	0.0435749336342568
TSPYL1	turquoise	0.419131001110443	494	0.301677022827859
STEAP1	grey	NA	NA	NA
MYCBP2	grey	NA	NA	NA
JKAMP	magenta	0.675154557821944	24	0.0817273155965815
F11R	turquoise	0.35723046319097	625	0.103038002644376
CCDC115	blue	0.423364226035066	404	0.343971206228826
EIF3B	grey	NA	NA	NA
SPNS1	grey	NA	NA	NA
DESI1	purple	0.421103911399063	128	0.0390414696724608
NQO2	grey	NA	NA	NA
MFSD1	grey	NA	NA	NA
EXOSC3	blue	0.631043657011314	91	0.458727007954405
USO1	grey	NA	NA	NA
NMD3	red	0.408778632653597	189	0.0308553910534651
SNX1	black	0.358254821788808	215	0.179883856006729
SMCHD1	grey	NA	NA	NA
HOXC10	grey	NA	NA	NA
ATP6V1C1	magenta	0.472886603224067	118	-0.0506600730781574
ASPSCR1	black	0.632385197057819	37	0.114990820622302
SLC4A7	turquoise	0.592143371678982	196	0.344910022875702
THUMPD1	turquoise	0.3114575279544	720	0.427026254743706
STAMBP	blue	0.440735632611131	360	0.246574972485394
MKI67	greenyellow	0.664503300586222	34	0.627492155845408
DAXX	blue	0.406459086340783	441	0.272716212608143
POR	grey	NA	NA	NA
TMPO	greenyellow	0.474720050282449	110	0.578383962707529
BABAM1	pink	0.754316755672769	28	0.265117892308418
CTHRC1	salmon	0.628231166355502	24	0.224767463083772
GNL2	green	0.475156313015391	206	0.407683682542951
GCAT	grey	NA	NA	NA
EXOSC1	grey	NA	NA	NA
SDAD1	blue	0.50961098576887	245	0.392222023754373
CHD1	yellow	0.571880796076687	112	0.427576917154622
DPCD	blue	0.376313159128424	505	0.0354046694748013
PKIG	grey	NA	NA	NA
PTRH1	grey	NA	NA	NA
SKA2	greenyellow	0.561739410019332	68	0.578483062813344
PGAP3	cyan	0.597070999748462	18	0.602166511713363
SOCS1	midnightblue	0.432261608245557	41	0.14938402949653
SLC25A24	turquoise	0.504881005059125	302	0.293235465246061
EFR3A	grey	NA	NA	NA
RAE1	blue	0.521733476181309	223	0.424672368059893
FAM53C	yellow	0.522625685812998	155	0.4644795680193
SIPA1	grey	NA	NA	NA
SDR39U1	grey	NA	NA	NA
NUTM2A-AS1	tan	0.629946886270139	25	0.0866402347829973
SNAP29	turquoise	0.311945389378582	717	0.0407071745918259
MLX	red	0.345885504406757	231	0.040294883406907
PAK1	blue	0.381513424981177	494	0.022430792450963
EMC8	green	0.532712926991623	130	0.491565701802177
TDG	grey	NA	NA	NA
NSRP1	black	0.543399875282023	79	-0.135866815576882
AFG3L2	green	0.425903850545449	256	0.188004570209952
ZDHHC3	grey	NA	NA	NA
ZNF148	grey	NA	NA	NA
PPP1R12A	grey	NA	NA	NA
NR2F6	turquoise	0.413762830006367	507	0.333935099601339
MDM4	turquoise	0.569479121386524	221	0.427738606618532
BCL2L12	blue	0.567272707963754	158	0.35087708053196
ACIN1	grey	NA	NA	NA
DCAF7	grey	NA	NA	NA
TM2D3	black	0.463578421706122	144	0.38372073001695
EFEMP1	salmon	0.586566022969583	41	0.174080385344984
RHOG	tan	0.357347816004424	124	0.298823415138887
ARIH2	tan	0.378214264682387	113	0.250977226484315
NFKBIL1	tan	0.342545985884307	131	0.162445272582987
REPIN1	grey	NA	NA	NA
PSPH	tan	0.348130257559987	125	0.394602244966274
LYRM4	grey	NA	NA	NA
GPBP1L1	brown	0.334793762393735	432	0.441620494840135
HACD2	grey	NA	NA	NA
UCK2	green	0.694344355094266	27	0.25276541459733
PNPLA8	yellow	0.468856933246721	213	0.267739626058041
POLE3	grey	NA	NA	NA
CCDC50	grey	NA	NA	NA
PHAX	black	0.350836310118496	216	0.392932721296597
DST	grey	NA	NA	NA
DHX15	red	0.385709690831338	201	0.04808029131329
POLR1F	salmon	0.449658190109564	89	0.27611552906418
TRIB3	grey	NA	NA	NA
PRSS22	brown	0.528616804366175	154	0.206035780872884
TLK1	grey	NA	NA	NA
UBA1	grey	NA	NA	NA
PATJ	turquoise	0.5269106212556	277	0.362520754280994
ZC3HAV1	yellow	0.475203266874995	209	0.23286536151888
NOTCH2	brown	0.518168754860227	168	0.392614243724183
WASHC3	grey	NA	NA	NA
EOLA2	grey	NA	NA	NA
PODXL2	grey	NA	NA	NA
UQCC5	grey	NA	NA	NA
FBLN1	blue	0.336800865350921	558	0.286527948935795
DDX56	blue	0.299408692847408	602	0.412531580101797
DCAF10	grey	NA	NA	NA
PNPLA4	turquoise	0.355067019055694	631	0.0704246933510714
ARSD	brown	0.489272308652953	204	0.46076024523766
CFB	turquoise	0.452346710798235	415	0.20961846315764
CRBN	black	0.523875521417531	92	0.291440740866456
FGD5-AS1	grey	NA	NA	NA
UQCC4	grey	NA	NA	NA
KIAA0040	turquoise	0.694276436198839	62	0.463469215344276
SLC44A4	turquoise	0.769549783191715	22	0.428784528750146
DCTN6	pink	0.602161970895047	76	0.364572805731337
LRRC41	blue	0.494261152620874	269	0.365818522212164
APEH	grey	NA	NA	NA
HECTD1	grey	NA	NA	NA
PSME3IP1	blue	0.531074425563374	207	0.32281486297658
COMMD10	magenta	0.569202568922075	65	-0.000667156363490616
ZC3H13	grey	NA	NA	NA
AKIRIN2	green	0.447521659292146	238	0.298273486355402
KRIT1	grey	NA	NA	NA
SMC1A	grey	NA	NA	NA
RHOT2	black	0.345299836853786	220	0.161434081383249
MGAT1	grey	NA	NA	NA
BIK	grey	NA	NA	NA
AGGF1	turquoise	0.318844090122161	704	0.158484789922339
PAF1	turquoise	0.478602585915127	361	0.141384938936994
TBC1D17	grey	NA	NA	NA
IFT52	blue	0.396393840071962	461	0.355257697005081
