gene	module	kME	rank_in_module
TOR1AIP2	grey	NA	NA
PBDC1	grey	NA	NA
H1-4	grey	NA	NA
GNPAT	grey	NA	NA
PRRG4	yellow	0.575687534382839	109
CERS6	turquoise	0.676197839496559	79
CHCHD7	grey	NA	NA
TJP1	grey	NA	NA
MRPL45	turquoise	0.303024325814431	739
MTSS1	turquoise	0.341352626577563	663
NECAB3	turquoise	0.620723853249765	158
ZPR1	green	0.527008291039306	136
EXOSC8	blue	0.654502737109285	68
TFDP1	red	0.438206857712651	174
EPS8L2	grey	NA	NA
HAT1	red	0.424018950550263	181
ZNF511	grey	NA	NA
DNTTIP1	blue	0.45254604618131	340
UVRAG	yellow	0.550881769124201	129
ABCF1	blue	0.37489108402559	509
NUB1	grey	NA	NA
UBL7	grey	NA	NA
RPIA	blue	0.610561646204985	110
CSNK2A1	grey	NA	NA
TTC14	brown	0.524022726944343	160
SRP19	pink	0.897944420309129	6
MB	brown	0.305184219584899	452
BAG6	blue	0.478448471594807	291
MTHFD2L	grey	NA	NA
GNG12	grey	NA	NA
IGHG1	red	0.374315793956443	209
CCNL2	grey	NA	NA
MAN1A2	grey	NA	NA
GON4L	yellow	0.49183597902531	191
TAF6	blue	0.409420944552058	435
CIR1	black	0.473140212246085	135
SNRNP27	red	0.551473516431209	99
NHERF2	brown	0.556663958689507	111
SP100	turquoise	0.355171447050173	630
SAC3D1	green	0.475987384804647	204
CCDC107	grey	NA	NA
DENND1B	turquoise	0.341192205164474	664
SPAG7	grey	NA	NA
ECE1	brown	0.542971663022078	136
ACADSB	turquoise	0.679394690878111	73
CDC73	grey	NA	NA
LASP1	turquoise	0.620713998921079	159
ELP5	grey	NA	NA
SUMF1	magenta	0.570381530037137	63
TSPYL1	turquoise	0.419131001110443	494
STEAP1	grey	NA	NA
MYCBP2	grey	NA	NA
JKAMP	magenta	0.675154557821944	24
F11R	turquoise	0.35723046319097	625
CCDC115	blue	0.423364226035066	404
EIF3B	grey	NA	NA
SPNS1	grey	NA	NA
DESI1	purple	0.421103911399063	128
NQO2	grey	NA	NA
MFSD1	grey	NA	NA
EXOSC3	blue	0.631043657011314	91
USO1	grey	NA	NA
NMD3	red	0.408778632653597	189
SNX1	black	0.358254821788808	215
SMCHD1	grey	NA	NA
HOXC10	grey	NA	NA
ATP6V1C1	magenta	0.472886603224067	118
ASPSCR1	black	0.632385197057819	37
SLC4A7	turquoise	0.592143371678982	196
THUMPD1	turquoise	0.3114575279544	720
STAMBP	blue	0.440735632611131	360
MKI67	greenyellow	0.664503300586222	34
DAXX	blue	0.406459086340783	441
POR	grey	NA	NA
TMPO	greenyellow	0.474720050282449	110
BABAM1	pink	0.754316755672769	28
CTHRC1	salmon	0.628231166355502	24
GNL2	green	0.475156313015391	206
GCAT	grey	NA	NA
EXOSC1	grey	NA	NA
SDAD1	blue	0.50961098576887	245
CHD1	yellow	0.571880796076687	112
DPCD	blue	0.376313159128424	505
PKIG	grey	NA	NA
PTRH1	grey	NA	NA
SKA2	greenyellow	0.561739410019332	68
PGAP3	cyan	0.597070999748462	18
SOCS1	midnightblue	0.432261608245557	41
SLC25A24	turquoise	0.504881005059125	302
EFR3A	grey	NA	NA
RAE1	blue	0.521733476181309	223
FAM53C	yellow	0.522625685812998	155
SIPA1	grey	NA	NA
SDR39U1	grey	NA	NA
NUTM2A-AS1	tan	0.629946886270139	25
SNAP29	turquoise	0.311945389378582	717
MLX	red	0.345885504406757	231
PAK1	blue	0.381513424981177	494
EMC8	green	0.532712926991623	130
TDG	grey	NA	NA
NSRP1	black	0.543399875282023	79
AFG3L2	green	0.425903850545449	256
ZDHHC3	grey	NA	NA
ZNF148	grey	NA	NA
PPP1R12A	grey	NA	NA
NR2F6	turquoise	0.413762830006367	507
MDM4	turquoise	0.569479121386524	221
BCL2L12	blue	0.567272707963754	158
ACIN1	grey	NA	NA
DCAF7	grey	NA	NA
TM2D3	black	0.463578421706122	144
EFEMP1	salmon	0.586566022969583	41
RHOG	tan	0.357347816004424	124
ARIH2	tan	0.378214264682387	113
NFKBIL1	tan	0.342545985884307	131
REPIN1	grey	NA	NA
PSPH	tan	0.348130257559987	125
LYRM4	grey	NA	NA
GPBP1L1	brown	0.334793762393735	432
HACD2	grey	NA	NA
UCK2	green	0.694344355094266	27
PNPLA8	yellow	0.468856933246721	213
POLE3	grey	NA	NA
CCDC50	grey	NA	NA
PHAX	black	0.350836310118496	216
DST	grey	NA	NA
DHX15	red	0.385709690831338	201
POLR1F	salmon	0.449658190109564	89
TRIB3	grey	NA	NA
PRSS22	brown	0.528616804366175	154
TLK1	grey	NA	NA
UBA1	grey	NA	NA
PATJ	turquoise	0.5269106212556	277
ZC3HAV1	yellow	0.475203266874995	209
NOTCH2	brown	0.518168754860227	168
WASHC3	grey	NA	NA
EOLA2	grey	NA	NA
PODXL2	grey	NA	NA
UQCC5	grey	NA	NA
FBLN1	blue	0.336800865350921	558
DDX56	blue	0.299408692847408	602
DCAF10	grey	NA	NA
PNPLA4	turquoise	0.355067019055694	631
ARSD	brown	0.489272308652953	204
CFB	turquoise	0.452346710798235	415
CRBN	black	0.523875521417531	92
FGD5-AS1	grey	NA	NA
UQCC4	grey	NA	NA
KIAA0040	turquoise	0.694276436198839	62
SLC44A4	turquoise	0.769549783191715	22
DCTN6	pink	0.602161970895047	76
LRRC41	blue	0.494261152620874	269
APEH	grey	NA	NA
HECTD1	grey	NA	NA
PSME3IP1	blue	0.531074425563374	207
COMMD10	magenta	0.569202568922075	65
ZC3H13	grey	NA	NA
AKIRIN2	green	0.447521659292146	238
KRIT1	grey	NA	NA
SMC1A	grey	NA	NA
RHOT2	black	0.345299836853786	220
MGAT1	grey	NA	NA
BIK	grey	NA	NA
AGGF1	turquoise	0.318844090122161	704
PAF1	turquoise	0.478602585915127	361
TBC1D17	grey	NA	NA
IFT52	blue	0.396393840071962	461
RBPJ	black	0.389106055407845	197
KCTD3	brown	0.569256865743232	99
ENOSF1	brown	0.399921933485446	361
KLHDC9	turquoise	0.588359790578101	202
ROGDI	turquoise	0.365330761778916	606
USP22	yellow	0.434376732517635	247
GSS	blue	0.328447308606853	572
SYTL2	turquoise	0.622058695833663	156
NSL1	grey	NA	NA
FURIN	grey	NA	NA
CNOT4	grey	NA	NA
TSPAN5	black	0.518014031671323	101
CCNB1IP1	purple	0.391803623382627	135
SMYD3	grey	NA	NA
TAF10	grey	NA	NA
NOB1	green	0.50751331253228	158
TEX30	greenyellow	0.696703044765591	28
ZMYM2	grey	NA	NA
FN3K	tan	0.562028709810862	44
WEE1	yellow	0.72290609366193	27
C8orf33	red	0.422194346006282	185
PPP1R16A	grey	NA	NA
ZNF217	brown	0.595213693435383	73
NUTM2B-AS1	grey	NA	NA
TMSB15A	greenyellow	0.47747080553575	109
POP4	blue	0.543192042363857	189
IMPA2	greenyellow	0.60050827230642	48
B3GNT2	brown	0.393483184027447	366
SNRNP200	grey	NA	NA
SLC35C2	grey	NA	NA
CLMN	brown	0.656930670057095	37
SMAD2	grey	NA	NA
SLC20A1	yellow	0.422661769958378	256
GOT1	green	0.417529472019156	259
PPP2R5E	grey	NA	NA
TOLLIP	grey	NA	NA
MMAB	red	0.325405970574207	241
VEZT	turquoise	0.480580612074269	356
UBA3	blue	0.405519944630706	444
ZNF800	yellow	0.587165358377474	103
ATOSA	brown	0.739931490983015	7
KCNK15	turquoise	0.647934004330441	116
DR1	grey	NA	NA
BATF	turquoise	0.517192979552942	288
SEC22C	brown	0.391239446850671	371
CRLS1	pink	0.334542180798404	206
ZSWIM7	grey	NA	NA
C22orf39	red	0.398942174941452	194
ZMPSTE24	grey	NA	NA
SURF2	grey	NA	NA
RNF126	green	0.434167733492105	250
INTS6	yellow	0.498895240990834	181
KATNBL1	grey	NA	NA
PDLIM7	grey	NA	NA
HSPA14	green	0.501206355766811	172
XAB2	turquoise	0.59625658864085	188
STX8	red	0.427425750862893	179
YES1	salmon	0.465139448974236	79
DUSP2	grey	NA	NA
ABLIM1	brown	0.480403154736067	222
ABI2	grey	NA	NA
ST8SIA6-AS1	green	0.38652663844719	280
SRRT	grey	NA	NA
CD2AP	brown	0.515796097909392	171
CREM	blue	0.427228202251916	394
TXNRD1	green	0.490592156475192	191
UBALD1	tan	0.38101674761527	112
RPP38	blue	0.581524329652284	137
ABHD5	yellow	0.399804403590934	269
FBXO2	midnightblue	0.378653094209843	44
GTF2F2	blue	0.451380646261058	343
NDUFAF2	blue	0.306238519961567	594
LCN2	lightcyan	0.529697384246934	9
AZI2	grey	NA	NA
ACOT8	grey	NA	NA
RAB27B	brown	0.65804127992013	36
PTPN2	green	0.362191000751589	290
HDHD3	yellow	0.323123191636143	301
CCND3	blue	0.45410415048311	338
SIL1	turquoise	0.504331945570035	304
PLOD2	red	0.464240201047103	157
PPID	blue	0.437560940734144	365
YKT6	grey	NA	NA
GAR1	pink	0.414968574691452	173
TIA1	grey	NA	NA
SLC2A4RG	grey	NA	NA
ARL6IP6	turquoise	0.378617336728774	581
LUC7L	turquoise	0.427914295889881	466
MT1F	grey	NA	NA
LINC01315	green	0.407445185465634	264
RMND1	turquoise	0.524723212863367	282
LETMD1	purple	0.354943994682934	144
NCK1	grey	NA	NA
FUBP1	grey	NA	NA
CUL5	grey	NA	NA
PHYH	blue	0.435339798057175	374
DIABLO	tan	0.702095581595205	13
TTYH1	grey	NA	NA
PMP22	brown	0.520703982706027	165
FBXL5	magenta	0.533842887059933	76
PNO1	blue	0.436136949450693	371
GMNN	greenyellow	0.708129873349498	25
ARL5B	yellow	0.58544247573216	104
KHDC4	brown	0.520726470039505	164
TNIP1	grey	NA	NA
ZNF106	grey	NA	NA
DDX49	purple	0.321768037648143	159
SLC35A3	magenta	0.515148752044771	92
VCF2	pink	0.415269076033061	171
TLN1	grey	NA	NA
STYXL1	grey	NA	NA
ARMC1	grey	NA	NA
CLASRP	grey	NA	NA
GSTO2	turquoise	0.397354213603593	539
FGFR1OP2	grey	NA	NA
SLC30A5	turquoise	0.350956539209236	640
LPCAT3	grey	NA	NA
RNASEH2B	green	0.403908714357613	272
RARA	turquoise	0.742273419183349	32
GDAP1	turquoise	0.493923954404336	321
LMBRD1	turquoise	0.332076710445773	679
PCOLCE	turquoise	0.387974793890302	557
SPTAN1	yellow	0.535552382102998	144
GCLM	blue	0.301681868150285	598
UFL1	grey	NA	NA
STT3A	grey	NA	NA
SPATS2	grey	NA	NA
CAND1	turquoise	0.369518892242492	598
HPN	turquoise	0.684887812943657	67
SCFD1	pink	0.395749974162149	180
THOC3	greenyellow	0.462101944376954	116
PRPF8	brown	0.447998998734866	276
CZIB	grey	NA	NA
PACSIN3	green	0.496564472141137	179
SAMM50	purple	0.410810236073102	130
GTF2E2	grey	NA	NA
SIRT7	pink	0.526615550816752	108
MAP3K20	grey	NA	NA
FRZB	grey	NA	NA
CCL5	grey	NA	NA
THAP4	grey	NA	NA
IL17RC	grey	NA	NA
FUNDC1	pink	0.595276516309833	82
MRPL2	blue	0.575754324824347	144
KIAA1217	yellow	0.510931882737828	166
RGCC	salmon	0.60209073978877	33
VAPB	grey	NA	NA
COPRS	pink	0.438540704793593	159
PSMB10	green	0.40466904101171	269
HOOK3	yellow	0.519981170871472	159
SLC5A6	salmon	0.478831599514885	75
ACLY	grey	NA	NA
YY1AP1	yellow	0.442429115882093	238
RALGPS2	turquoise	0.658815360200072	103
COASY	grey	NA	NA
BNIP2	grey	NA	NA
MIER1	grey	NA	NA
CBX5	greenyellow	0.473688398338156	112
COMMD5	grey	NA	NA
R3HDM4	grey	NA	NA
STT3B	brown	0.511053405574737	178
C5orf24	turquoise	0.381557915134196	575
SCAMP4	brown	0.532703733114964	146
DCAF8	turquoise	0.495932373918452	317
SQOR	pink	0.579937012776012	86
ZDHHC6	grey	NA	NA
AATF	grey	NA	NA
MRFAP1L1	turquoise	0.529594207261454	272
BCAT2	grey	NA	NA
LGMN	grey	NA	NA
ARFGAP2	grey	NA	NA
KDM5A	grey	NA	NA
CHMP1A	green	0.409937499746409	262
COX19	pink	0.355922899526063	200
PCF11	grey	NA	NA
ATP2A2	yellow	0.607958172952419	81
USP34	grey	NA	NA
AKT1	brown	0.569685788880121	98
GPR108	black	0.528136992351676	89
TSPAN4	grey	NA	NA
SHOC2	turquoise	0.378541641427363	582
IGFBP2	turquoise	0.447259989469682	423
ATXN7L3B	grey	NA	NA
TUBGCP2	grey	NA	NA
ABCD3	turquoise	0.390626188647924	550
NDUFA9	pink	0.817380723680557	20
SLC44A2	grey	NA	NA
STX5	grey	NA	NA
SERPINA1	turquoise	0.328356447435292	684
IL13RA1	salmon	-0.12216079227628	127
C11orf24	tan	0.427419713708505	94
LOXL1	grey	NA	NA
NSD1	grey	NA	NA
RASEF	brown	0.511493231301598	176
BOLA1	grey	NA	NA
GAA	turquoise	0.542509466833888	247
GADD45A	grey	NA	NA
MFAP2	salmon	0.548026979821091	57
ENSG00000283103	red	0.370698592171769	216
HIPK2	grey	NA	NA
NOL3	cyan	0.422075487998482	45
ZFAND3	tan	0.34327506153731	130
CXADR	grey	NA	NA
TMEM25	brown	0.645044348708402	42
MIX23	grey	NA	NA
SLC19A2	yellow	0.59552958783008	89
UBN1	grey	NA	NA
BAG5	grey	NA	NA
JMJD4	blue	0.395872731416525	464
AP2B1	turquoise	0.554063298860522	235
CSNK1E	grey	NA	NA
CXCL3	grey	NA	NA
LTA4H	grey	NA	NA
CRAT	turquoise	0.476841049199508	365
PRRC1	black	0.453688311837038	151
MBNL1	grey	NA	NA
RELB	grey	NA	NA
ALG13	grey	NA	NA
APOO	grey	NA	NA
SEC23B	grey	NA	NA
LRIF1	grey	NA	NA
TMEM41A	brown	0.561330469065432	105
IRF3	grey	NA	NA
DEDD2	yellow	0.420854235067967	259
CDC5L	blue	0.41737011389493	417
LLGL2	pink	0.373850586986384	195
RFC2	greenyellow	0.565920721621834	67
ATP6AP1-DT	magenta	0.632298050398657	38
FOSL2	yellow	0.59139219216375	95
MRPL50	red	0.581156431050845	85
RIC8A	grey	NA	NA
HNMT	turquoise	0.480073528863823	357
ZNF91	turquoise	0.673443676899426	81
YIPF5	grey	NA	NA
MOB4	pink	0.651801240946712	58
SVBP	grey	NA	NA
GBP1	salmon	0.568306783363909	48
PYM1	grey	NA	NA
ADPRS	green	0.553841255077407	110
TMEM11	grey	NA	NA
HEXIM1	yellow	0.455717460532093	225
ARCN1	brown	0.439394150569503	299
FMC1	pink	0.545102070765979	96
MRPL23	pink	0.735160433868323	34
CCNO	brown	0.495490715469578	200
KLF3	grey	NA	NA
NMI	green	0.504727777931985	164
ICMT	grey	NA	NA
TMEM33	pink	0.395975947234967	179
TIFA	grey	NA	NA
EIF4EBP3	tan	0.381627321806575	111
COSMOC	purple	0.347459321589157	146
THEM6	grey	NA	NA
SHTN1	brown	0.464912546618845	244
GNPNAT1	grey	NA	NA
CCPG1	turquoise	0.492326668521515	330
PGRMC2	pink	0.559568925588938	93
RIDA	red	0.592075228720807	78
TSKU	grey	NA	NA
CDKN3	greenyellow	0.763645460628531	13
CMSS1	greenyellow	0.555281884229753	72
TOR3A	black	0.386114583877567	200
SMYD2	blue	0.354857208719858	538
PMF1	pink	0.839466796763759	13
LZIC	grey	NA	NA
KPNA4	grey	NA	NA
SPAG9	yellow	0.520388419477327	158
SDC2	midnightblue	0.390601782315512	43
HOXA9	grey	NA	NA
SF3A1	tan	0.466157583952445	78
CHRAC1	grey	NA	NA
GLA	yellow	0.512520033498487	164
ATP2C1	grey	NA	NA
IFT27	magenta	0.403904492236212	152
ECE2	green	0.494057487026958	183
PRR15L	brown	0.553630771618231	117
CDC42EP3	grey	NA	NA
GOLT1B	grey	NA	NA
OARD1	grey	NA	NA
SEZ6L2	brown	0.499787051387519	195
FARSB	blue	0.623676855937446	100
USP48	grey	NA	NA
MYLIP	yellow	0.428511906960394	251
THAP7	grey	NA	NA
LPGAT1	yellow	0.39313617266927	273
HLTF	grey	NA	NA
ING4	grey	NA	NA
PSCA	grey	NA	NA
DAPK3	yellow	0.357461836161371	291
NAPRT	red	0.355934510800031	221
DHRS4	tan	0.532424062221283	53
STK4	grey	NA	NA
SBNO1	blue	0.448994074860365	347
STXBP2	pink	0.604576078044627	74
ECI1	grey	NA	NA
RIPK2	grey	NA	NA
ATF6	grey	NA	NA
SYNE4	turquoise	0.475619211503659	371
HDHD5	green	0.375866288406529	285
INTS10	grey	NA	NA
AHR	yellow	0.506381241639324	171
SMAGP	green	0.552599047476018	111
SULT1A1	turquoise	0.640852584646757	130
TNRC6B	grey	NA	NA
CHD6	turquoise	0.492242218715364	331
TRAPPC2B	black	0.66945721386439	22
TCERG1	grey	NA	NA
CYB561A3	grey	NA	NA
MAP2K3	purple	0.341905283122937	149
BSDC1	grey	NA	NA
TOMM70	grey	NA	NA
PCYOX1	grey	NA	NA
ARFGAP3	grey	NA	NA
TCEAL1	turquoise	0.628572299371628	149
TMEM69	grey	NA	NA
CPEB4	turquoise	0.708439176860292	58
SAFB	grey	NA	NA
TVP23B	grey	NA	NA
RBFA	tan	0.404651262803298	101
TMEM54	grey	NA	NA
ASF1A	blue	0.718242692960314	28
MRPS28	magenta	0.444575406115625	131
CYP51A1	tan	0.644440279792167	22
PHKG2	grey	NA	NA
MRPL49	blue	0.518955795430093	229
KIN	blue	0.41538092426062	421
ARMCX6	brown	0.453538924062808	264
ARFRP1	black	0.393261245711274	195
GMPR2	black	0.464760413293067	141
SYNGR1	pink	0.461528134370301	145
PRKCI	grey	NA	NA
CCSER2	grey	NA	NA
FBXO22	blue	0.33797568121384	557
ZDHHC24	turquoise	0.473785749083277	376
MAP3K1	turquoise	0.521535211360147	284
BCAS4	turquoise	0.680395797629563	70
FNDC3B	grey	NA	NA
OCEL1	turquoise	0.576258416883301	216
TM2D2	black	0.508945161900161	107
FKBP11	grey	NA	NA
PCID2	blue	0.548102987766444	181
CYP1B1	grey	NA	NA
CEP350	yellow	0.567805929911203	119
DENND10	grey	NA	NA
H2BC12	tan	0.586141962633491	37
LRBA	turquoise	0.625863739215749	153
NFYC	blue	0.324021137704437	575
PRPS2	grey	NA	NA
GABPB1	grey	NA	NA
CCNB2	greenyellow	0.610893054614867	46
MXD1	yellow	0.58128086447302	107
NUP58	yellow	0.563258384456637	123
RRP1B	green	0.556778189292605	107
CISH	brown	0.489621997513588	203
PIP5K1A	yellow	0.649890827460968	57
STK16	tan	0.446357361949334	83
PPHLN1	grey	NA	NA
TMEM223	grey	NA	NA
MUC20-OT1	grey	NA	NA
BOP1	green	0.450756080590054	234
GEMIN7	red	0.388311001304766	200
ZNF326	grey	NA	NA
SMC5	grey	NA	NA
ZDHHC16	grey	NA	NA
UNG	green	0.363540659732415	289
CCDC14	grey	NA	NA
UBE2G2	grey	NA	NA
YIPF1	brown	0.43758828612967	303
SCRN2	magenta	0.506803627508828	98
DNAJA3	grey	NA	NA
PRKAG1	blue	0.414601445670537	424
CASP6	red	0.332759304482971	239
AKT2	turquoise	0.345989727736487	653
SSBP4	turquoise	0.338563837286258	666
CCDC137	black	0.421570937377559	178
THUMPD3	black	0.409020220343037	184
RAD51C	turquoise	0.309948141652697	722
VTA1	blue	0.588112537808129	128
ATAD2	greenyellow	0.438916020228344	133
MGAT4A	brown	0.579580792912731	84
SLMAP	grey	NA	NA
MYO1C	yellow	0.587480363039022	102
HNRNPH2	pink	0.42981403463547	163
RNF141	grey	NA	NA
SHKBP1	blue	0.435253764527076	375
UPP1	salmon	0.634511479091653	22
PUM1	yellow	0.602479720906094	85
LENG8	turquoise	0.533341280843459	267
PEX16	grey	NA	NA
ZNF146	red	0.412972579489712	188
C1orf56	pink	0.544567221325172	98
PPIL4	blue	0.424408572358377	402
TBC1D7	blue	0.550078765792523	177
CRELD1	turquoise	0.476293929573435	368
TMEM97	grey	NA	NA
RNF139	turquoise	0.495731714565322	319
PPME1	grey	NA	NA
TAF11	blue	0.500332771482309	263
WAPL	grey	NA	NA
ID1	salmon	0.365268036700044	114
CDKN2AIPNL	magenta	0.404279816361732	151
NCKAP1	grey	NA	NA
BCL10	yellow	0.32251150410589	302
HSD17B4	turquoise	0.488107393435116	342
EFNA4	grey	NA	NA
NGDN	grey	NA	NA
KIAA1191	turquoise	0.382287869616115	573
VEZF1	turquoise	0.438717582408411	439
LINC01285	grey	NA	NA
DICER1	brown	0.658790641039459	35
MED24	grey	NA	NA
PNP	grey	NA	NA
ACAA2	greenyellow	0.416353425501691	141
CINP	grey	NA	NA
DDX52	blue	0.481780524888871	285
PSMD10	grey	NA	NA
VPS4A	green	0.570534751967147	98
NDFIP2	pink	0.428081765918375	166
TESMIN	turquoise	0.379170341914477	579
GMCL1	grey	NA	NA
PLIN2	salmon	0.583992433860068	44
WDR74	green	0.494536130679256	182
GRAMD1A	turquoise	0.458714263145414	407
KCNE4	turquoise	0.452965421473604	413
SYTL1	brown	0.540839051198229	139
MAT2B	magenta	0.507259040063288	97
LRRC47	grey	NA	NA
IQCK	turquoise	0.55102755186524	238
NKAP	grey	NA	NA
ABT1	blue	0.568691597113316	155
LRRC42	green	0.476663872880778	203
TACC2	grey	NA	NA
NTAN1	red	0.365870881637038	217
HAPSTR1	brown	0.575116741262108	89
RCC1	green	0.462967858455437	221
COMMD9	green	0.467800398612395	216
FRG1	blue	0.336652770573176	560
SNX4	black	0.343175556199669	221
DUSP14	turquoise	0.322526305648175	699
TRADD	grey	NA	NA
GOT2	grey	NA	NA
SORBS2	brown	0.37633312444537	389
DTWD1	grey	NA	NA
PARP9	turquoise	0.371705444325506	594
HID1	turquoise	0.646172026537459	118
CNFN	grey	NA	NA
NAALADL2	brown	0.548372920021582	124
NCSTN	black	0.523712869722008	93
GNL1	grey	NA	NA
LRIG1	brown	0.577261167222838	87
TPX2	greenyellow	0.693611507997422	29
SNAP47	grey	NA	NA
CMTM7	salmon	0.629643751291546	23
TTC19	grey	NA	NA
AIDA	grey	NA	NA
C19orf25	brown	0.412876114110558	343
PLTP	grey	NA	NA
PAWR	brown	0.427136520313549	317
RFK	pink	0.392572814945412	181
GTF2B	grey	NA	NA
BSPRY	cyan	0.547609046885327	26
FAM3A	grey	NA	NA
PEX13	grey	NA	NA
MIIP	green	0.502608506711869	170
UBE2Q2	grey	NA	NA
ILF3-DT	grey	NA	NA
SMARCC2	turquoise	0.417650026209394	499
CTBS	grey	NA	NA
LINC00993	turquoise	0.533408435189687	266
HMGXB4	grey	NA	NA
EFCAB14	brown	0.46784014667816	237
CSE1L	blue	0.370804013325139	517
PDE4B	grey	NA	NA
EIF4EBP2	grey	NA	NA
RBM6	brown	0.42551529503465	321
PLOD3	grey	NA	NA
HAUS1	blue	0.506183344439941	251
SMNDC1	tan	0.410042410686703	98
RELA	grey	NA	NA
JMJD6	magenta	0.402329088586447	153
TERF1	pink	0.467020515459863	141
DNAAF2	grey	NA	NA
TTC39C	grey	NA	NA
SLC22A18	turquoise	0.630648200868942	145
ZNF581	grey	NA	NA
LINC01133	grey	NA	NA
EIF2B5	grey	NA	NA
CCDC117	grey	NA	NA
OPN3	grey	NA	NA
SMUG1	pink	0.501860479909922	123
DYNC2I1	turquoise	0.422473407344555	484
CYFIP1	grey	NA	NA
ZNF664	brown	0.472811191817739	230
RCAN1	grey	NA	NA
TBRG4	blue	0.499492270113346	264
HUWE1	grey	NA	NA
C1GALT1	salmon	0.525069963857485	68
HDDC3	grey	NA	NA
PLPBP	magenta	0.473507291050509	117
SLC30A9	grey	NA	NA
ARL2	pink	0.82427059397099	18
ATPAF1	blue	0.448377000581408	348
SCAMP1	turquoise	0.58397100218922	211
ALDH3A2	grey	NA	NA
CDC40	grey	NA	NA
IMPACT	grey	NA	NA
PXMP4	brown	0.367745805562582	400
SREK1IP1	turquoise	0.413372047541786	508
IFI27L2	midnightblue	0.467096804674885	35
FAM241A	brown	0.628901150137301	50
MX1	midnightblue	0.652077196334699	17
TTC17	turquoise	0.478315873697861	362
MAST4	turquoise	0.529578033282107	273
NAT9	turquoise	0.364113982452809	611
SLC7A5	grey	NA	NA
TMEM222	grey	NA	NA
USB1	green	0.699949842599133	25
WDR18	blue	0.53796666217269	196
USP47	grey	NA	NA
POLR2B	grey	NA	NA
TCTN1	turquoise	0.615179121907057	164
DCTN1	grey	NA	NA
ZNF131	brown	0.384222711575984	379
COQ10B	turquoise	0.33545943295833	672
IPO5	grey	NA	NA
POLR3GL	turquoise	0.303587898659044	736
IARS1	grey	NA	NA
ILVBL	grey	NA	NA
COBL	brown	0.401792408907427	359
USP39	green	0.482297354322957	197
OGFR	grey	NA	NA
GALK1	grey	NA	NA
SUPT5H	brown	0.380425029934222	384
PLOD1	grey	NA	NA
MAD2L1	greenyellow	0.655126058069517	35
GON7	grey	NA	NA
CFLAR	salmon	0.537511435126894	61
STX4	grey	NA	NA
RCOR3	turquoise	0.458169401562354	409
PLXNB2	brown	0.526891699781985	157
KDM6B	yellow	0.666369312369368	46
HOXA7	grey	NA	NA
CS	tan	0.40369697910193	102
PSD3	turquoise	0.43155669649883	455
MCUB	salmon	0.391292064145331	108
TMEM138	grey	NA	NA
CROT	brown	0.372325466456677	393
DNAJB12	grey	NA	NA
KDM4B	turquoise	0.726100513818258	46
PPFIBP1	grey	NA	NA
RRP15	grey	NA	NA
SGK1	salmon	0.58967228887203	40
UBA5	grey	NA	NA
ADAM10	grey	NA	NA
ECSIT	grey	NA	NA
SMIM20	grey	NA	NA
ASL	grey	NA	NA
BASP1	grey	NA	NA
MSLN	lightcyan	0.577150141265732	5
TPGS1	grey	NA	NA
PI3	lightcyan	0.460935880955288	14
IMMP1L	magenta	0.596897739405358	53
ARID1A	brown	0.531470692271705	148
IFI35	midnightblue	0.415580940086155	42
PEMT	grey	NA	NA
SIKE1	grey	NA	NA
MTHFS	magenta	0.517383199231619	90
PTPN12	grey	NA	NA
OAS1	midnightblue	0.443639913153449	38
PPP1R13L	brown	0.413704083341138	340
FOXO3	grey	NA	NA
ATG4B	grey	NA	NA
GPATCH2	turquoise	0.384429701744906	569
SFXN1	turquoise	0.324491129649714	692
SRP68	blue	0.510670184537664	242
AHI1	turquoise	0.397586431207759	538
TP53I13	turquoise	0.603252026340507	178
SLC25A25	turquoise	0.586480116442842	207
DTNB	green	0.411993859561326	261
NT5DC1	grey	NA	NA
PCYT2	blue	0.376373185096616	504
RAP2B	greenyellow	0.556128031056846	71
KCTD1	grey	NA	NA
UBE2F	pink	0.749655386304768	32
PJA2	turquoise	0.483001724675843	351
PAK1IP1	blue	0.70046977822381	37
ZFAND2B	grey	NA	NA
UNC119	grey	NA	NA
EIF2B1	blue	0.655036865724715	67
OVOL1	yellow	0.459993595225614	221
GOSR1	black	0.459780651422768	147
ZNG1B	magenta	0.610409695626664	49
HLA-DQA1	midnightblue	0.497524002342006	32
FMOD	brown	0.323392768441308	440
MED31	grey	NA	NA
COX11	pink	0.357230033371106	198
ASCC3	grey	NA	NA
SH3BP5	blue	0.411285923699308	430
IFNAR1	grey	NA	NA
ZCCHC7	turquoise	0.303268965648758	738
CRK	grey	NA	NA
SNHG25	pink	0.558291755413543	94
PDZK1	turquoise	0.538460351585716	254
PRR15	turquoise	0.724389841186048	48
C1orf131	red	0.417832074683412	186
EGFL7	turquoise	0.420089715860445	492
FOLR1	pink	0.46322912508088	144
PXMP2	pink	0.444331337187778	155
MCRS1	blue	0.322398830289584	579
GMPPB	brown	0.456599263826667	258
IRS2	turquoise	0.431956343318282	451
KCNN4	salmon	0.706238454941148	9
PTPN11	grey	NA	NA
CCNH	turquoise	0.386978796853142	562
RMDN1	blue	0.419373305344274	412
ELF2	turquoise	0.477707118057045	363
VASN	yellow	0.421590140688818	257
DHRS4L2	turquoise	0.482499244971275	352
KIF12	turquoise	0.774521122914601	18
SPINK8	grey	NA	NA
UTP18	grey	NA	NA
