feature_name	gene	mapping_class	source_url	limitation
2'-deoxyguanosine	NT5C2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P49902/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2'-deoxyguanosine	NT5M	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9NPB1/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2'-deoxyguanosine	SAMHD1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9Y3Z3/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2'-deoxyguanosine	SLC22A7	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9Y694/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2'-deoxyguanosine	PNP	CONDITIONAL	https://www.uniprot.org/uniprotkb/P00491/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2'-deoxyguanosine	NT5C	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q8TCD5/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2'-deoxyinosine	ADA	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P00813/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2'-deoxyinosine	NT5C2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P49902/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2'-deoxyinosine	PNP	CONDITIONAL	https://www.uniprot.org/uniprotkb/P00491/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2'-deoxyinosine	NT5C2	CONDITIONAL	https://www.uniprot.org/uniprotkb/P49902/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2-linoleoylglycerol (2-monolinolein)	ABHD12	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-linoleoylglycerol (2-monolinolein)	ABHD16A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O95870/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-linoleoylglycerol (2-monolinolein)	ABHD6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9BV23/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-linoleoylglycerol (2-monolinolein)	DAGLA	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9Y4D2/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-linoleoylglycerol (2-monolinolein)	DAGLB	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8NCG7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-linoleoylglycerol (2-monolinolein)	MGLL	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q99685/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-myristoylglycerol (2-monomyristin)	MGLL	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q99685/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
2-myristoylglycerol (2-monomyristin)	ABHD6	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9BV23/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
2-myristoylglycerol (2-monomyristin)	MOGAT1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96PD6/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
2-myristoylglycerol (2-monomyristin)	MOGAT2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q3SYC2/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
2-oleoylglycerol (2-monoolein)	ABHD12	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	ABHD16A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O95870/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	ABHD6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9BV23/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	AWAT2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q6E213/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	DAGLA	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9Y4D2/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	DAGLB	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8NCG7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	DGAT1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O75907/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	DGAT2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q96PD7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	DGKA	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P23743/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	LIPE	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q05469/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	MGLL	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q99685/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	MOGAT2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q3SYC2/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	MOGAT3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q86VF5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	PNPLA2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q96AD5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	PNPLA6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IY17/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-oleoylglycerol (2-monoolein)	DGAT1	CONDITIONAL	https://www.uniprot.org/uniprotkb/O75907/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2-oleoylglycerol (2-monoolein)	LIPC	CONDITIONAL	https://www.uniprot.org/uniprotkb/P11150/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2-oleoylglycerol (2-monoolein)	LIPE	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q05469/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2-oleoylglycerol (2-monoolein)	PLB1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6P1J6/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2-oleoylglycerol (2-monoolein)	ABHD11	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q8NFV4/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2-oleoylglycerol (2-monoolein)	TMEM68	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96MH6/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2-oleoylglycerol (2-monoolein)	MOGAT1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96PD6/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2-oleoylglycerol (2-monoolein)	DGAT2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96PD7/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2-palmitoylglycerol (16:0)	ABHD12	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-palmitoylglycerol (16:0)	ABHD16A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O95870/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-palmitoylglycerol (16:0)	ABHD6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9BV23/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-palmitoylglycerol (16:0)	MGLL	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q99685/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-palmitoylglycerol (16:0)	PNPLA6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IY17/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-palmitoylglycerol (16:0)	PLA2G15	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q8NCC3/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
2-stearoylglycerol (2-monostearin)	DAGLA	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9Y4D2/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-stearoylglycerol (2-monostearin)	DAGLB	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8NCG7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
2-stearoylglycerol (2-monostearin)	MGLL	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q99685/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
2-stearoylglycerol (2-monostearin)	ABHD6	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9BV23/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
2-stearoylglycerol (2-monostearin)	MOGAT1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96PD6/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
2-stearoylglycerol (2-monostearin)	MOGAT2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q3SYC2/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
aspartylphenylalanine	CNDP2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96KP4/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
aspartylphenylalanine	DPEP1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P16444/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
aspartylphenylalanine	SLC15A1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P46059/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
aspartylphenylalanine	SLC15A2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q16348/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
gamma-glutamyltyrosine	GGT1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P19440/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
gamma-glutamyltyrosine	GGT5	CONDITIONAL	https://www.uniprot.org/uniprotkb/P36269/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
gamma-glutamyltyrosine	GGCT	CONDITIONAL	https://www.uniprot.org/uniprotkb/O75223/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family
glycerol	ABHD12	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	ABHD16A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O95870/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	ABHD16B	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9H3Z7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	ABHD2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P08910/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	ABHD6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9BV23/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	AKR1A1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P14550/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	AKR1B1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P15121/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	AQP10	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q96PS8/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	AQP11	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8NBQ7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	AQP3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q92482/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	AQP7	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O14520/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	AQP9	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O43315/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	CES1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P23141/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	CES2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O00748/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	ENPP6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q6UWR7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	EPHX1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P07099/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	FAAH	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O00519/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	GK	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P32189/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	IMPA1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P29218/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	IMPA2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O14732/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	LYPLA2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O95372/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	MGLL	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q99685/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	PGP	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/A6NDG6/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	PLA2G4A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P47712/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	PLD3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IV08/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	PLD4	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q96BZ4/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	PNLIPRP2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P54317/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	PNPLA2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q96AD5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	PNPLA3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9NST1/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	PNPLA4	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P41247/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	PNPLA6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IY17/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerol	DDHD2	CONDITIONAL	https://www.uniprot.org/uniprotkb/O94830/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerol	AQP1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P29972/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerol	AQP2	CONDITIONAL	https://www.uniprot.org/uniprotkb/P41181/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerol	LIPE	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q05469/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerol	GK2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q14410/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerol	PLB1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6P1J6/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerol	ENPP6	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6UWR7/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerol	GDPD2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9HCC8/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerol	GK3	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q14409/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerol	AQP7B	CONDITIONAL	https://www.uniprot.org/uniprotkb/A0A075B734/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerol	GK5	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6ZS86/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerophosphorylcholine (GPC)	ENPP6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q6UWR7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	GDPD3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q7L5L3/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	LYPLA1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O75608/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	LYPLA2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O95372/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	PLA2G15	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8NCC3/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	PLA2G4A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P47712/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	PLA2G4B	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P0C869/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	PLA2G4C	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9UP65/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	PLA2G6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O60733/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	PNPLA6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IY17/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	PNPLA8	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9NP80/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	TMEM86A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N2M4/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	TMEM86B	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8N661/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated
glycerophosphorylcholine (GPC)	PLA2G6	CONDITIONAL	https://www.uniprot.org/uniprotkb/O60733/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerophosphorylcholine (GPC)	LIPC	CONDITIONAL	https://www.uniprot.org/uniprotkb/P11150/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerophosphorylcholine (GPC)	CEL	CONDITIONAL	https://www.uniprot.org/uniprotkb/P19835/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
glycerophosphorylcholine (GPC)	PLA2G4E	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q3MJ16/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review
