cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	original_effect	original_q	n_metabolite_finite	n_rna_finite	n_metabolite_unique	n_rna_unique	biochemical_disposition	input_coverage	patient_identity	ready_for_patient_testing
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00631	2-phosphoglycerate	ENO2	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2026	-1.44511128689612	2.1849625495186e-06	37	37	14	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00631	2-phosphoglycerate	ENO3	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2027	-1.44511128689612	2.1849625495186e-06	37	37	14	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00631	2-phosphoglycerate	ENO4	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:387712	-1.44511128689612	2.1849625495186e-06	37	37	14	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00631	2-phosphoglycerate	GLYCTK	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:132158	-1.44511128689612	2.1849625495186e-06	37	37	14	37	REACTION_SPECIFICITY_PENDING	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00631	2-phosphoglycerate	MINPP1	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9562	-1.44511128689612	2.1849625495186e-06	37	37	14	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00631	2-phosphoglycerate	PGAM1	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5223	-1.44511128689612	2.1849625495186e-06	37	37	14	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00631	2-phosphoglycerate	PGAM2	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5224	-1.44511128689612	2.1849625495186e-06	37	37	14	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00631	2-phosphoglycerate	PGAM4	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:441531	-1.44511128689612	2.1849625495186e-06	37	37	14	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C05147	3-hydroxyproline	L3HYPDH	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:112849	0.611551652327855	0.0128731320770819	37	37	37	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00197	3PG	ACYP1	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:97	-1.62220266413497	2.50033886118489e-07	37	37	37	37	REACTION_SPECIFICITY_PENDING	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00197	3PG	ACYP2	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:98	-1.62220266413497	2.50033886118489e-07	37	37	37	37	REACTION_SPECIFICITY_PENDING	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00197	3PG	BPGM	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:669	-1.62220266413497	2.50033886118489e-07	37	37	37	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00197	3PG	PGAM1	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5223	-1.62220266413497	2.50033886118489e-07	37	37	37	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00197	3PG	PGAM2	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5224	-1.62220266413497	2.50033886118489e-07	37	37	37	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00197	3PG	PGAM4	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:441531	-1.62220266413497	2.50033886118489e-07	37	37	37	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00197	3PG	PGK1	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5230	-1.62220266413497	2.50033886118489e-07	37	37	37	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00197	3PG	PGK2	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:5232	-1.62220266413497	2.50033886118489e-07	37	37	37	36	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00197	3PG	PGM2L1	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:283209	-1.62220266413497	2.50033886118489e-07	37	37	37	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00197	3PG	PHGDH	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:26227	-1.62220266413497	2.50033886118489e-07	37	37	37	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00233	4-methyl-2-oxopentanoate	BCAT1	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:586	-1.47479797958175	2.22833094147422e-06	37	37	19	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00233	4-methyl-2-oxopentanoate	BCAT2	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:587	-1.47479797958175	2.22833094147422e-06	37	37	19	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00233	4-methyl-2-oxopentanoate	BCKDHA	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:593	-1.47479797958175	2.22833094147422e-06	37	37	19	36	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00233	4-methyl-2-oxopentanoate	BCKDHB	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:594	-1.47479797958175	2.22833094147422e-06	37	37	19	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00233	4-methyl-2-oxopentanoate	DBT	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:1629	-1.47479797958175	2.22833094147422e-06	37	37	19	37	REACTION_SPECIFICITY_PENDING	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00233	4-methyl-2-oxopentanoate	DLD	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:1738	-1.47479797958175	2.22833094147422e-06	37	37	19	37	REACTION_SPECIFICITY_PENDING	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00233	4-methyl-2-oxopentanoate	SLC16A1	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6566	-1.47479797958175	2.22833094147422e-06	37	37	19	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00233	4-methyl-2-oxopentanoate	SLC16A7	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:9194	-1.47479797958175	2.22833094147422e-06	37	37	19	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00233	4-methyl-2-oxopentanoate	SLC5A8	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:160728	-1.47479797958175	2.22833094147422e-06	37	37	19	34	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C16741	5-hydroxylysine	HYKK	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:123688	1.10235368258317	0.000106513585786417	37	37	35	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00170	5-methylthioadenosine (MTA)	DPH1	author_mapped_tumor_specimen	NA	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_EVALUABLE	RNA_SYMBOL_ABSENT	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:1801	0.794416000324265	0.00110684292910678	37	NA	33	NA	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	RNA_SYMBOL_ABSENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00170	5-methylthioadenosine (MTA)	LACC1	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:144811	0.794416000324265	0.00110684292910678	37	37	33	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00170	5-methylthioadenosine (MTA)	MTAP	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:4507	0.794416000324265	0.00110684292910678	37	37	33	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
COAD	COAD	03_PATIENT	20260919T114909Z_source_readiness_v2	source_readiness_v2	source_readiness_no_association	KEGG:C00170	5-methylthioadenosine (MTA)	SMS	author_mapped_tumor_specimen	37	NA	NA	NA	NA	NA	NA	NA	NOT_LOCKED_NO_NEW_TESTS	NA	NOT_RUN	Association not run; patient independence and analysis family not fixed	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:6611	0.794416000324265	0.00110684292910678	37	37	33	37	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	BOTH_PRESENT	NOT_SEPARATELY_VERIFIED	False
