cancer	cohort	relation_id	metabolite_key	stable_gene_id	gene	mapping_version	metabolite_effect	metabolite_p	metabolite_q	metabolite_n	metabolite_source_run	association_rho	association_p	association_q	association_n	association_source_run	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_source_run	sc_source_run	metabolite_evidence	patient_association_evidence	RNA_background	cell_background	data_limitations	next_action	status	reason	mapping_status	metabolite_name	RNA_test_family	association_test_family	association_status	association_available_status	RNA_status	relation_type	biochemical_source_url	identity_restriction	metabolite_up_pairs	metabolite_down_pairs	metabolite_equal_pairs	metabolite_median_delta	metabolite_ci_lower	metabolite_ci_upper	metabolite_available_n	metabolite_available_p	metabolite_available_q	metabolite_available_effect	association_ci_lower	association_ci_upper	association_available_n	association_available_rho	association_available_p	association_available_q	association_available_ci_lower	association_available_ci_upper	same_association_input	RNA_up_pairs	RNA_down_pairs	RNA_equal_pairs	RNA_ci_lower	RNA_ci_upper	RNA_bootstrap_mean_lower	RNA_bootstrap_mean_upper	same_cohort_postselection	all3_same_unique_top	all3_top_bootstrap_ge080	source_type	GSE263733_top_celltype	GSE263733_runner_celltype	GSE263733_top_gap	GSE263733_bootstrap_top_frequency	GSE263733_bootstrap_valid	GSE263733_max_detection	GSE263733_n_evaluable_celltypes	GSE263733_status	GSE263733_matrix_coverage_status	GSE263733_top_detection_fraction	GSE263733_top_source_labels	GSE278688_top_celltype	GSE278688_runner_celltype	GSE278688_top_gap	GSE278688_bootstrap_top_frequency	GSE278688_bootstrap_valid	GSE278688_max_detection	GSE278688_n_evaluable_celltypes	GSE278688_status	GSE278688_matrix_coverage_status	GSE278688_top_detection_fraction	GSE278688_top_source_labels	GSE242230_top_celltype	GSE242230_runner_celltype	GSE242230_top_gap	GSE242230_bootstrap_top_frequency	GSE242230_bootstrap_valid	GSE242230_max_detection	GSE242230_n_evaluable_celltypes	GSE242230_status	GSE242230_matrix_coverage_status	GSE242230_top_detection_fraction	GSE242230_top_source_labels	metabolite_paired_p_value	metabolite_paired_q_value	metabolite_paired_status	CAMP_p_value	CAMP_q_value	CAMP_status	CAMP_available_p_value	CAMP_available_q_value	CAMP_available_status
PDAC	CAMP_PDAC_GSE62452	a0a5a2d4411b47c6	KEGG:C00026	UniProtKB:P49448	GLUD2	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	0.1298823370886253	0.5627	0.7661376923076922	21	20260922T112700Z_sop_v3_patient	-0.0765018476415281	0.355582539178623	0.4550719542855953	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOT_SUPPORTED_THIS_TEST	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/P49448/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.3389680081860998	0.5351228247665526	12	0.2027972027972028	0.5302	0.8587103773584907	-0.4927994035473238	0.6884178743961352	False	4	7	0	-0.2524825859931973	0.0994788907101409	-0.2228656588087933	0.0676634297174663	True	False	False	Expression-source descriptive only;not unique action cell	Endothelial	Acinar	0.0085557933057918	0.805	1000	0.0290437087743518	7	DONE	DONE	0.0290437087743518	4.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0098207308234584	6	NOT_EVALUABLE	DONE	NA	NA	Malignant (author)	Normal epithelial (author)	0.0036723914752151	0.648	1000	0.0101458488291852	8	DONE	DONE	0.0101458488291852	23.0	0.03125	0.25783203125	DONE	0.5627	0.7661376923076922	DONE	0.5302	0.8587103773584907	DONE
PDAC	CAMP_PDAC_GSE62452	c82d18e45b4c8c49	KEGG:C00026	UniProtKB:P17174	GOT1	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	-0.2178449780798637	0.3507	0.6159251231527094	21	20260922T112700Z_sop_v3_patient	-0.3597568259327228	0.0478690902424452	0.1313740587764887	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOMINAL_EXPLORATORY	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;ASSOCIATION_DIRECTION_CHANGED_IN_AVAILABLE_SUBSET;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/P17174/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.6179002593205091	0.1989335260019875	12	0.0769230769230769	0.8218	0.952730847457627	-0.5256006410429068	0.7215023977788998	False	3	8	0	-0.7154161024932869	-0.0040975493721587	-0.6838238699436202	-0.0809996725029865	True	False	False	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0595575706887984	0.992	1000	0.41210966610314	7	DONE	DONE	0.41210966610314	18.0	B/Plasma	Ductal (unresolved)	0.1174385228327656	1.0	1000	0.2006172635872196	6	DONE	DONE	0.2006172635872196	11.0	Normal epithelial (author)	Endothelial	0.1504144572034426	0.938	1000	0.4823464336207965	8	DONE	DONE	0.4823464336207965	6.0	0.03125	0.25783203125	DONE	0.3507	0.6159251231527094	DONE	0.8218	0.952730847457627	DONE
PDAC	CAMP_PDAC_GSE62452	9589226f22a2db84	KEGG:C00026	UniProtKB:Q8NHS2	GOT1L1	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	-0.1326311696196015	0.568	0.76826106870229	21	20260922T112700Z_sop_v3_patient	-0.123759695360469	0.050542903337241	0.1356967078728103	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOT_SUPPORTED_THIS_TEST	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;ASSOCIATION_DIRECTION_CHANGED_IN_AVAILABLE_SUBSET;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/Q8NHS2/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.5343297278559881	0.2945348325115153	12	0.0139860139860139	0.976	0.9931153846153846	-0.6559394866964916	0.6028738711158734	False	1	10	0	-0.2478742808588027	0.0003548901378645	-0.232232823302575	-0.0273445474907099	True	False	False	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0004545454545454	8	NOT_EVALUABLE	DONE	NA	NA	0.03125	0.25783203125	DONE	0.568	0.76826106870229	DONE	0.976	0.9931153846153846	DONE
PDAC	CAMP_PDAC_GSE62452	e4e7497b87a1a8d7	KEGG:C00026	UniProtKB:P00505	GOT2	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	-0.2205938106108398	0.3314	0.6078528497409326	21	20260922T112700Z_sop_v3_patient	0.2085216550404844	0.2383499062979778	0.3463083932682384	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOT_SUPPORTED_THIS_TEST	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/P00505/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.6488992998065592	0.2326321964213153	12	-0.1188811188811189	0.712	0.9170485714285714	-0.781188611130032	0.5785905376910914	False	7	4	0	-0.1619736667975529	0.5790169768785218	-0.0823484829005796	0.538340532184513	True	False	False	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.058968781373263	0.994	1000	0.4762218702146687	7	DONE	DONE	0.4762218702146687	18.0	Endothelial	Ductal (unresolved)	0.0025456748905066	0.573	1000	0.1839870345769026	6	DONE	DONE	0.1839870345769026	13.0	Normal epithelial (author)	Malignant (author)	0.0815045108350145	0.963	1000	0.4141289931957099	8	DONE	DONE	0.4141289931957099	6.0	0.03125	0.25783203125	DONE	0.3314	0.6078528497409326	DONE	0.712	0.9170485714285714	DONE
PDAC	CAMP_PDAC_GSE62452	b9df3a1ca6d3934f	KEGG:C00026	UniProtKB:P24298	GPT	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	-0.1106405093717919	0.6355	0.8121552346570396	21	20260922T112700Z_sop_v3_patient	-0.2625824487313118	0.1727401628647076	0.2788681060626325	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOT_SUPPORTED_THIS_TEST	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/P24298/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.5381707734926986	0.3224381225273063	12	-0.1398601398601399	0.6659	0.9096671814671814	-0.8686369406537607	0.5810400094201388	False	2	9	0	-0.6610283876279781	0.1358634901653544	-0.5799195756060872	0.0891890815236435	True	False	False	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Acinar	0.0264657090481624	0.92	1000	0.1410884514830421	7	DONE	DONE	0.1410884514830421	18.0	Ductal (unresolved)	Myeloid	0.0321662745204056	1.0	1000	0.0289887380084558	6	DONE	DONE	0.0289887380084558	12.0	Normal epithelial (author)	Malignant (author)	0.0188761449330095	0.824	1000	0.1110777410440079	8	DONE	DONE	0.1110777410440079	6.0	0.03125	0.25783203125	DONE	0.6355	0.8121552346570396	DONE	0.6659	0.9096671814671814	DONE
PDAC	CAMP_PDAC_GSE62452	cd6d339003f57a0a	KEGG:C00026	UniProtKB:Q8TD30	GPT2	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	-0.2735088368321317	0.2259	0.5515075862068965	21	20260922T112700Z_sop_v3_patient	-1.5498426396684757	0.0121359521105002	0.0637783015168842	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOMINAL_EXPLORATORY	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/Q8TD30/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.6869516495560769	0.208524627535586	12	-0.2097902097902098	0.517	0.8587103773584907	-0.8888888888888888	0.5054257590132829	False	2	9	0	-2.6799986240652123	-0.4196866552717393	-2.505244430195973	-0.5952967486860028	True	False	False	Expression-source descriptive only;not unique action cell	Acinar	Ductal (unresolved)	0.1424044723484376	0.808	1000	0.2933362450255093	7	DONE	DONE	0.2933362450255093	4.0	Ductal (unresolved)	B/Plasma	0.0343587536784918	1.0	1000	0.0504110678603326	6	DONE	DONE	0.0504110678603326	12.0	Malignant (author)	Normal epithelial (author)	0.0605770269222188	1.0	1000	0.1287574826120804	8	DONE	DONE	0.1287574826120804	23.0	0.03125	0.25783203125	DONE	0.2259	0.5515075862068965	DONE	0.517	0.8587103773584907	DONE
PDAC	CAMP_PDAC_GSE62452	803e1de2119cc4f5	KEGG:C00026	UniProtKB:O75874	IDH1	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	-0.180735738911685	0.4276	0.6668299559471366	21	20260922T112700Z_sop_v3_patient	0.6686810840140709	0.0256632402785231	0.0961682972157784	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOMINAL_EXPLORATORY	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/O75874/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.5568862385235027	0.2549836022693271	12	-0.2517482517482518	0.4248	0.85538	-0.7737226277372263	0.5260756501182038	False	9	2	0	0.0996880018336789	1.2376741661944628	0.1950464402710512	1.1493153342915632	True	False	False	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Myeloid	0.1056691726968525	0.999	1000	0.5949849440734968	7	DONE	DONE	0.5949849440734968	18.0	Myeloid	Ductal (unresolved)	0.0137246723089388	0.708	1000	0.2510285208208251	6	DONE	DONE	0.2510285208208251	13.0	Normal epithelial (author)	Malignant (author)	0.0527251630906462	0.765	1000	0.5260567899810779	8	DONE	DONE	0.5260567899810779	6.0	0.03125	0.25783203125	DONE	0.4276	0.6668299559471366	DONE	0.4248	0.85538	DONE
PDAC	CAMP_PDAC_GSE62452	98e2b2ca44d05531	KEGG:C00026	UniProtKB:P48735	IDH2	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	-0.3841493462039236	0.0848	0.3531670588235294	21	20260922T112700Z_sop_v3_patient	-0.4951611542932437	0.0139203382972119	0.0644720412952697	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOMINAL_EXPLORATORY	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/P48735/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.7414487456300889	0.0660981441549947	12	-0.3426573426573427	0.2928	0.7529142857142858	-0.7906244948542487	0.3357149303764827	False	2	9	0	-0.8659833140787923	-0.124338994507695	-0.8004088648052169	-0.1804416911003048	True	False	False	Expression-source descriptive only;not unique action cell	T/NK	Myeloid	0.0358001809021586	0.904	1000	0.5587661035743893	7	DONE	DONE	0.3237553383394326	20.0	T/NK	Myeloid	0.1904545089664952	0.999	1000	0.3510024889161825	6	DONE	DONE	0.3510024889161825	13.0	Normal epithelial (author)	Myeloid	0.237904403044482	0.917	1000	0.5908788661224943	8	DONE	DONE	0.5908788661224943	6.0	0.03125	0.25783203125	DONE	0.0848	0.3531670588235294	DONE	0.2928	0.7529142857142858	DONE
PDAC	CAMP_PDAC_GSE62452	448b258499ec8aa1	KEGG:C00026	UniProtKB:P50213	IDH3A	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	0.0948347223186788	0.6833	0.8438429065743944	21	20260922T112700Z_sop_v3_patient	0.3010811543832684	0.0898818272188778	0.1930505332440246	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOT_SUPPORTED_THIS_TEST	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/P50213/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.3908887098372787	0.5184479491503182	12	0.2657342657342658	0.4036	0.8468171779141105	-0.3786949564772144	0.7571428571428571	False	6	5	0	-0.0562154930769058	0.6583778018434425	0.0184237228371337	0.6116053117443395	True	False	False	Expression-source descriptive only;not unique action cell	Endothelial	Ductal (unresolved)	0.0070846693850348	0.475	1000	0.378275975693402	7	DONE	DONE	0.2354218198726798	4.0	B/Plasma	Fibroblast/CAF	0.0120098249294098	0.703	1000	0.1848309144404652	6	DONE	DONE	0.1325523537735415	11.0	Normal epithelial (author)	Fibroblast/CAF	0.0287346035722301	0.659	1000	0.2685714300969173	8	DONE	DONE	0.2685714300969173	6.0	0.03125	0.25783203125	DONE	0.6833	0.8438429065743944	DONE	0.4036	0.8468171779141105	DONE
PDAC	CAMP_PDAC_GSE62452	eebe6d926bb065ac	KEGG:C00026	UniProtKB:Q16773	KYAT1	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	0.0659719807434287	0.7735	0.8647873817034701	21	20260922T112700Z_sop_v3_patient	0.0970206330247318	0.4670953086758952	0.5644781477947173	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOT_SUPPORTED_THIS_TEST	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;ASSOCIATION_DIRECTION_CHANGED_IN_AVAILABLE_SUBSET;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/Q16773/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.4149923855705804	0.5099055100743125	12	-0.1678321678321678	0.5989	0.8715906382978723	-0.7446808510638298	0.5111680140229713	False	4	7	0	-0.1889329108128528	0.3829741768623165	-0.1224478589977727	0.3642669015831994	True	False	False	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Endothelial	0.0086113316578795	0.87	1000	0.1213165072665126	7	DONE	DONE	0.1213165072665126	18.0	Ductal (unresolved)	B/Plasma	0.0018870059349472	0.586	1000	0.0350100548922811	6	DONE	DONE	0.0350100548922811	12.0	Malignant (author)	T/NK	0.0184027219268987	0.985	1000	0.0715822503198209	8	DONE	DONE	0.0715822503198209	23.0	0.03125	0.25783203125	DONE	0.7735	0.8647873817034701	DONE	0.5989	0.8715906382978723	DONE
PDAC	CAMP_PDAC_GSE62452	8160d22a1c43e7bc	KEGG:C00026	UniProtKB:Q9H9P8	L2HGDH	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	-0.4501213269473523	0.0407	0.2361934426229508	21	20260922T112700Z_sop_v3_patient	0.0865933687219935	0.2760672755783335	0.380941994792449	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/Q9H9P8/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.7771295797928426	-0.0478083995548032	12	-0.1608391608391608	0.6154	0.8858949579831934	-0.6928571428571428	0.4855124223602484	False	7	4	0	-0.0808723627638755	0.2540591002078627	-0.0510794058006009	0.2320394781630322	True	False	False	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.024221710981674	1.0	1000	0.1660099188736254	7	DONE	DONE	0.1660099188736254	18.0	Ductal (unresolved)	B/Plasma	0.0005587764026653	0.525	1000	0.0363927916380385	6	DONE	DONE	0.0363927916380385	12.0	Malignant (author)	Normal epithelial (author)	0.0007697386587895	0.514	1000	0.0665288616375573	8	DONE	DONE	0.0615556340720776	23.0	0.03125	0.25783203125	DONE	0.0407	0.2361934426229508	DONE	0.6154	0.8858949579831934	DONE
PDAC	CAMP_PDAC_GSE62452	2bbcb44d8301cb01	KEGG:C00026	UniProtKB:P40925	MDH1	PDAC_paired51_mapping_v2	0.8541582312671454	0.03125	0.25783203125	11	20260922T121000Z_sop_v3_discovery_complete	0.2810681262923162	0.2226	0.5515075862068965	21	20260922T112700Z_sop_v3_patient	0.4641864875061146	0.0139828023177458	0.0644720412952697	11	20260922T120300Z_sop_v3_internal	20260922T131800Z_author_identity_v4	NOMINAL_EXPLORATORY	NOT_SUPPORTED_THIS_TEST	NOMINAL_EXPLORATORY	STUDY_DEPENDENT_OR_NOT_EVALUABLE	same_cohort_postselection;clinical_identity_and_aliquot_not_recertified;cell_source_not_external_relation_validation;PAIRED_AVAILABLE_N_LT8_OR_NOT_EVALUABLE;SOURCE_NOT_ALL3_CONCORDANT	Discuss multi-layer evidence with source limitations;retain regardless of RNA or correlation P	DONE	Integration completed;individual unevaluable measurements remain NA with reasons	DIRECT	alpha-ketoglutarate	RNA_PAIRED_CURRENT	REL_TUMOR_PRIMARY	DONE	DONE	DONE	DIRECT_REACTION	https://www.uniprot.org/uniprotkb/P40925/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	6	1	4	1.223611766864499	0.2388343879337454	1.4639442067068074	4	NA	NA	0.9329947195320244	-0.2205340775676604	0.6704623108928305	12	0.3776223776223776	0.2261	0.7089567567567567	-0.2978723404255319	0.7455232177894051	False	8	3	0	0.1162548134939007	0.8121181615183284	0.1783330652845247	0.7518007221065666	True	False	False	Expression-source descriptive only;not unique action cell	Ductal (unresolved)	Fibroblast/CAF	0.0142183574652928	0.663	1000	0.7644333968950041	7	DONE	DONE	0.7644333968950041	18.0	Fibroblast/CAF	T/NK	0.060683917085647	0.982	1000	0.4649873335503447	6	DONE	DONE	0.4649873335503447	13.0	Normal epithelial (author)	Fibroblast/CAF	0.1997534216262859	0.962	1000	0.7182933640017598	8	DONE	DONE	0.7182933640017598	6.0	0.03125	0.25783203125	DONE	0.2226	0.5515075862068965	DONE	0.2261	0.7089567567567567	DONE
