cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	mapping_tier	rna_label	n_preimputation_available	available_fraction	same_input_reused	input_hash	seed	bootstrap_valid	loo_n_valid	loo_rho_min	loo_rho_max	loo_max_abs_change	loo_sign_changes	family_n_planned	q_original	stable_gene_id	n_tumor_linked	n_complete	n_unique_patients	unit_verification	n_metabolite_available	rho	ci_method	p_method	B	statistics_reused	reused_from	mask_semantics	same_cohort_postselection	evidence_tier
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	NAME:1-pentadecanoylglycerol (1-monopentadecanoin)	1-pentadecanoylglycerol (1-monopentadecanoin)	MGLL	author_distinct_pair_key_tumor	21	21	Spearman_rho	-0.4031887396374831	-0.7076296429612063	-0.0530008717060817	0.0703	0.39911290322580645	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	a6cd72b1d77f865d	CONDITIONAL	MGLL	5	0.238095238095238	False	fa128cbb075c6005d5d93b08fb54f7cc2d7538f8cbf8997c5c91442bc79cba0f	4195519675	3984	21	-0.4861764517458695	-0.331259405183109	0.0829877121083864	0.0	358	0.4082354838709677	UniProtKB:Q99685	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	5	-0.4031887396374831	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	NAME:1-pentadecanoylglycerol (1-monopentadecanoin)	1-pentadecanoylglycerol (1-monopentadecanoin)	MOGAT1	author_distinct_pair_key_tumor	21	21	Spearman_rho	0.3197703797124866	-0.1268876343274864	0.6758914811052337	0.1587	0.5628282828282829	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	cbcebc80105d142c	CONDITIONAL	MOGAT1	5	0.238095238095238	False	c617f3b22d293284013ce1f98860238518265f0e5b9098b106de8062ff0b52d6	3323458482	3975	21	0.2000462641690204	0.460321511098606	0.1405511313861194	0.0	358	0.5756929292929293	UniProtKB:Q96PD6	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	5	0.3197703797124866	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	KEGG:D01947	1-stearoylglycerol (18:0)	ABHD12	author_distinct_pair_key_tumor	21	21	Spearman_rho	0.4001299334125548	-0.1040229689046868	0.8114266423376584	0.068	0.39666666666666667	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	c1258da749a37235	CONDITIONAL	ABHD12	20	0.9523809523809524	False	effce815a7a7b7be975e97ed8226d58bf950334d3b387b699b2574159630b385	4026329109	4000	21	0.3053779832356022	0.5430613396455783	0.1429314062330235	0.0	358	0.4057333333333333	UniProtKB:Q8N2K0	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	20	0.4001299334125548	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	KEGG:D01947	1-stearoylglycerol (18:0)	MGLL	author_distinct_pair_key_tumor	21	21	Spearman_rho	-0.6404677180921738	-0.8342141817348203	-0.3022481008110046	0.0022	0.09625	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	ae6379db33af4341	CONDITIONAL	MGLL	20	0.9523809523809524	False	e7e1ee94b245e7d36e52d049c5ea0d9bb6814d4fc72c5e219989ee7d119eb222	3890343572	4000	21	-0.7025197939459421	-0.6015037593984961	0.0620520758537682	0.0	358	0.09845	UniProtKB:Q99685	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	20	-0.6404677180921738	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOMINAL_EXPLORATORY
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	KEGG:D01947	1-stearoylglycerol (18:0)	MOGAT1	author_distinct_pair_key_tumor	21	21	Spearman_rho	0.606690515920984	0.1766057804822985	0.8622086121149963	0.0045	0.16333333333333333	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	018f9fc3c65d44f7	CONDITIONAL	MOGAT1	20	0.9523809523809524	False	d1b2e39875f14304042e1bfc1519c6f52cea482541bc172e61a12aad1acf6a0d	3518161816	4000	21	0.5458646616541353	0.7265889945950534	0.1198984786740694	0.0	358	0.1670666666666666	UniProtKB:Q96PD6	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	20	0.606690515920984	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOMINAL_EXPLORATORY
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	KEGG:D01947	1-stearoylglycerol (18:0)	MOGAT2	author_distinct_pair_key_tumor	21	21	Spearman_rho	0.104579414414645	-0.3482010726105641	0.5340511933182435	0.6554	0.8594007490636704	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	326bd69bab427073	CONDITIONAL	MOGAT2	20	0.9523809523809524	False	6dab12e5758916aef297e3b034787e94fc4ea37ca97d064fd4baa5159de828a9	1839928037	4000	21	0.0270676691729323	0.2676691729323308	0.1630897585176858	0.0	358	0.8790441947565543	UniProtKB:Q3SYC2	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	20	0.104579414414645	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	KEGG:C00239	2'-deoxycytidine 5'-monophosphate	CMPK1	author_distinct_pair_key_tumor	21	21	Spearman_rho	-0.4363187480652423	-0.754331902940255	0.003441052241144	0.0499	0.32952830188679244	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	d043be129703aa53	CONDITIONAL	CMPK1	7	0.3333333333333333	False	5467fbd8836518fcf3a3f55d9b785641c1c1434aa009a1e2b436acabd0b3afee	1416100824	3999	21	-0.5812161774227892	-0.3633759833329081	0.1448974293575468	0.0	358	0.3370603773584906	UniProtKB:P30085	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	7	-0.4363187480652423	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOMINAL_EXPLORATORY
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	KEGG:C00239	2'-deoxycytidine 5'-monophosphate	NT5C	author_distinct_pair_key_tumor	21	21	Spearman_rho	0.4850564805618917	0.1367183875097066	0.7281673270955783	0.0287	0.2625	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	b1e4a6795dd59313	CONDITIONAL	NT5C	7	0.3333333333333333	False	0f4b95823ff029aa3834c912120828dc9b8834997da25b510fe31ce633ce9c94	256611714	4000	21	0.4403152859263555	0.5540452808182447	0.0689888002563529	0.0	358	0.2685	UniProtKB:Q8TCD5	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	7	0.4850564805618917	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOMINAL_EXPLORATORY
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	KEGG:C00330	2'-deoxyguanosine	NT5C	author_distinct_pair_key_tumor	21	21	Spearman_rho	0.4456049698466394	0.0741017720113973	0.7187899856666227	0.0416	0.29119999999999996	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	154890a7ed3e9127	CONDITIONAL	NT5C	17	0.8095238095238095	False	53b7fd647a47321029124417311fc811ef4cb06f60609e913d82811c481a5baa	1404566884	4000	21	0.3750004252710819	0.5225909540926323	0.0769859842459929	0.0	358	0.297856	UniProtKB:Q8TCD5	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	17	0.4456049698466394	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOMINAL_EXPLORATORY
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	KEGG:C00330	2'-deoxyguanosine	PNP	author_distinct_pair_key_tumor	21	21	Spearman_rho	-0.1687305368278941	-0.568162659552339	0.2683902423549491	0.4572	0.7696634615384615	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	f7dcb75ad05663fd	CONDITIONAL	PNP	17	0.8095238095238095	False	42b80ab79876e5dc5a5b9d084e480d87b010dd2919cf0a2d7a1b0a748bc3e128	1119357623	4000	21	-0.276228381839553	-0.0867930707965808	0.1074978450116588	0.0	358	0.7872557692307692	UniProtKB:P00491	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	17	-0.1687305368278941	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	KEGG:C05512	2'-deoxyinosine	PNP	author_distinct_pair_key_tumor	21	21	Spearman_rho	-0.2540730091230839	-0.6382740800624349	0.2191173952793977	0.2691	0.7209593023255814	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	db830bfc126ee024	CONDITIONAL	PNP	18	0.8571428571428571	False	be9e79f96b2e681ca99466febe24d2c05127c98a2d99fb99f8378184441258fb	3198056953	4000	21	-0.3577383961528637	-0.1611447610602641	0.1036653870297798	0.0	358	0.7374383720930232	UniProtKB:P00491	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	18	-0.2540730091230839	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	HMDB:HMDB31057	2-hydroxypalmitate	HAO1	author_distinct_pair_key_tumor	21	21	Spearman_rho	0.2103896103896103	-0.2816402590245246	0.643618352410405	0.3531	0.7209593023255814	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	ef7ef5155dca1f03	CONDITIONAL	HAO1	21	1.0	False	0cc31fa86e959bf8dade8e32bb699d475d7e1c4741cb00493178fc2f85d82fc8	214114216	4000	21	0.1233082706766917	0.3293233082706767	0.1189336978810663	0.0	358	0.7374383720930232	UniProtKB:Q9UJM8	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	21	0.2103896103896103	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	HMDB:HMDB31057	2-hydroxypalmitate	HAO2	author_distinct_pair_key_tumor	21	21	Spearman_rho	0.0389610389610389	-0.4663275829617377	0.4994019510949088	0.8697	0.9469565217391305	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	a8a7b01e625cfee1	CONDITIONAL	HAO2	21	1.0	False	f2ea053719772f9a95c574f3a7eba23c3f9a01c04f76995348cb57acee736aec	4075423031	4000	21	-0.112781954887218	0.1518796992481203	0.151742993848257	4.0	358	0.9686012422360248	UniProtKB:Q9NYQ3	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	21	0.0389610389610389	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	primary	NAME:2-myristoylglycerol (2-monomyristin)	2-myristoylglycerol (2-monomyristin)	ABHD6	author_distinct_pair_key_tumor	21	21	Spearman_rho	-0.2214091199787252	-0.5802333505688423	0.1511197341025195	0.341	0.7209593023255814	REL_CONDITIONAL_SUPPLEMENT_PRIMARY	350	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	e1781224dd349fcc	CONDITIONAL	ABHD6	6	0.2857142857142857	False	f13872e428663db0c5794c15a914e19859a32027c53baf16b43eb4cc9000a52e	4047008484	3997	21	-0.2957064762326471	-0.1758931065259447	0.0742973562539219	0.0	358	0.7374383720930232	UniProtKB:Q9BV23	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	6	-0.2214091199787252	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
