cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	relation_id	mapping_tier	rna_label	n_preimputation_available	available_fraction	same_input_reused	input_hash	seed	bootstrap_valid	loo_n_valid	loo_rho_min	loo_rho_max	loo_max_abs_change	loo_sign_changes	family_n_planned	q_original	stable_gene_id	n_tumor_linked	n_complete	n_unique_patients	unit_verification	n_metabolite_available	rho	ci_method	p_method	B	statistics_reused	reused_from	mask_semantics	same_cohort_postselection	evidence_tier
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	NAME:1-pentadecanoylglycerol (1-monopentadecanoin)	1-pentadecanoylglycerol (1-monopentadecanoin)	MGLL	author_distinct_pair_key_tumor	5	21	Spearman_rho	NA	NA	NA	NA	NA	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	NOT_EVALUABLE	N_LT_8	CAMP_plus_GEO_author_pair_table	a6cd72b1d77f865d	CONDITIONAL	MGLL	5	0.238095238095238	False	0804a8fd6f3127248b42ac8ad1ab31f3d1f4519d11ca9ea180016c0b06d97c63	134523133	0	0	NA	NA	NA	NA	358	NA	UniProtKB:Q99685	21	5	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	5	NA	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_EVALUABLE
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	NAME:1-pentadecanoylglycerol (1-monopentadecanoin)	1-pentadecanoylglycerol (1-monopentadecanoin)	MOGAT1	author_distinct_pair_key_tumor	5	21	Spearman_rho	NA	NA	NA	NA	NA	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	NOT_EVALUABLE	N_LT_8	CAMP_plus_GEO_author_pair_table	cbcebc80105d142c	CONDITIONAL	MOGAT1	5	0.238095238095238	False	b818422cff68dadb11a91d53911095fd791b87376383e7cb0c7f621a8fd0af3e	3088597548	0	0	NA	NA	NA	NA	358	NA	UniProtKB:Q96PD6	21	5	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	5	NA	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_EVALUABLE
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	KEGG:D01947	1-stearoylglycerol (18:0)	ABHD12	author_distinct_pair_key_tumor	20	21	Spearman_rho	0.4526315789473684	-0.0790714888056935	0.8712145585300393	0.0468	0.4325837837837838	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	c1258da749a37235	CONDITIONAL	ABHD12	20	0.9523809523809524	False	9c8b6e8ded7a561537a47774b243f038ca359cfba65ad24e26b3c0212b1c490f	2626383501	4000	20	0.3614035087719299	0.6105263157894737	0.1578947368421053	0.0	358	0.4528216216216216	UniProtKB:Q8N2K0	21	20	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	20	0.4526315789473684	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOMINAL_EXPLORATORY
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	KEGG:D01947	1-stearoylglycerol (18:0)	MGLL	author_distinct_pair_key_tumor	20	21	Spearman_rho	-0.6015037593984961	-0.8191903342541883	-0.2431298326628293	0.0063	0.24466153846153843	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	ae6379db33af4341	CONDITIONAL	MGLL	20	0.9523809523809524	False	50e6a6a357339755c3641af94591989657070fd05c6658992777d9ec56f1d80d	1357293219	4000	20	-0.6736842105263158	-0.5614035087719299	0.0721804511278196	0.0	358	0.2561076923076922	UniProtKB:Q99685	21	20	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	20	-0.6015037593984961	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOMINAL_EXPLORATORY
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	KEGG:D01947	1-stearoylglycerol (18:0)	MOGAT1	author_distinct_pair_key_tumor	20	21	Spearman_rho	0.5503759398496241	0.1095679462472003	0.8483964692689762	0.0134	0.2546	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	018f9fc3c65d44f7	CONDITIONAL	MOGAT1	20	0.9523809523809524	False	80e33bd8fd983774c7edb9c15c79d63a02743e5ca140fe74b6ed071c064f8986	2162375640	4000	20	0.475438596491228	0.687719298245614	0.1373433583959898	0.0	358	0.2665111111111111	UniProtKB:Q96PD6	21	20	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	20	0.5503759398496241	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOMINAL_EXPLORATORY
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	KEGG:D01947	1-stearoylglycerol (18:0)	MOGAT2	author_distinct_pair_key_tumor	20	21	Spearman_rho	0.2676691729323308	-0.1657042312254429	0.6082756514422688	0.2525	0.9325490445859873	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	326bd69bab427073	CONDITIONAL	MOGAT2	20	0.9523809523809524	False	16167998343972ad8dda96bbf24fef54e498623470a3a1bfd4adc5f49557e480	370571672	4000	20	0.1982456140350877	0.3456140350877193	0.0779448621553884	0.0	358	0.976177070063694	UniProtKB:Q3SYC2	21	20	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	20	0.2676691729323308	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	KEGG:C00239	2'-deoxycytidine 5'-monophosphate	CMPK1	author_distinct_pair_key_tumor	7	21	Spearman_rho	NA	NA	NA	NA	NA	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	NOT_EVALUABLE	N_LT_8	CAMP_plus_GEO_author_pair_table	d043be129703aa53	CONDITIONAL	CMPK1	7	0.3333333333333333	False	81cf966fed2b8297a9da5ac726ca8338c21ac73430443174a30b62d85d0a9b98	2177865327	0	0	NA	NA	NA	NA	358	NA	UniProtKB:P30085	21	7	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	7	NA	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_EVALUABLE
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	KEGG:C00239	2'-deoxycytidine 5'-monophosphate	NT5C	author_distinct_pair_key_tumor	7	21	Spearman_rho	NA	NA	NA	NA	NA	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	NOT_EVALUABLE	N_LT_8	CAMP_plus_GEO_author_pair_table	b1e4a6795dd59313	CONDITIONAL	NT5C	7	0.3333333333333333	False	cf1c4ad7216258a1369f3cffd7ce575c4297d6cbfe2c89e8e62521e52ee126d8	3474737879	0	0	NA	NA	NA	NA	358	NA	UniProtKB:Q8TCD5	21	7	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	7	NA	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_EVALUABLE
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	KEGG:C00330	2'-deoxyguanosine	NT5C	author_distinct_pair_key_tumor	17	21	Spearman_rho	0.3553921568627451	-0.1007903697656763	0.713225886094229	0.1656	0.8519307692307692	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	154890a7ed3e9127	CONDITIONAL	NT5C	17	0.8095238095238095	False	51b3181179f432886138ca6259013c24da7009e89d34344a7bc6bb07e0b4d766	1370691601	4000	17	0.2911764705882353	0.4911764705882353	0.1357843137254901	0.0	358	0.8917871794871794	UniProtKB:Q8TCD5	21	17	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	17	0.3553921568627451	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	KEGG:C00330	2'-deoxyguanosine	PNP	author_distinct_pair_key_tumor	17	21	Spearman_rho	-0.0245098039215686	-0.5470297029702971	0.4588865212590415	0.9281	0.9857459627329194	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	f7dcb75ad05663fd	CONDITIONAL	PNP	17	0.8095238095238095	False	252203cf573bd80c0e0ce16bacb5e4e4274839d479f813d2ebe3a494c190e0b3	622986191	4000	17	-0.1411764705882353	0.088235294117647	0.1166666666666666	8.0	358	1.0	UniProtKB:P00491	21	17	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	17	-0.0245098039215686	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	KEGG:C05512	2'-deoxyinosine	PNP	author_distinct_pair_key_tumor	18	21	Spearman_rho	-0.0588235294117647	-0.5567645528554814	0.4526722273373613	0.8206	0.9857459627329194	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	db830bfc126ee024	CONDITIONAL	PNP	18	0.8571428571428571	False	f6d372c5e812e3f32255947f0139be63a5063a6447a03f17dd135dd8eadf5475	4141052613	4000	18	-0.1936274509803922	0.0514705882352941	0.1348039215686274	2.0	358	1.0	UniProtKB:P00491	21	18	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	18	-0.0588235294117647	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	HMDB:HMDB31057	2-hydroxypalmitate	HAO1	author_distinct_pair_key_tumor	21	21	Spearman_rho	0.2103896103896103	-0.2816402590245246	0.643618352410405	0.3531	0.9325490445859873	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	ef7ef5155dca1f03	CONDITIONAL	HAO1	21	1.0	True	0cc31fa86e959bf8dade8e32bb699d475d7e1c4741cb00493178fc2f85d82fc8	214114216	4000	21	0.1233082706766917	0.3293233082706767	0.1189336978810663	0.0	358	0.976177070063694	UniProtKB:Q9UJM8	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	21	0.2103896103896103	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	HMDB:HMDB31057	2-hydroxypalmitate	HAO2	author_distinct_pair_key_tumor	21	21	Spearman_rho	0.0389610389610389	-0.4663275829617377	0.4994019510949088	0.8697	0.9857459627329194	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	DONE	Author-confirmed distinct pair-key tumor units;exploratory association	CAMP_plus_GEO_author_pair_table	a8a7b01e625cfee1	CONDITIONAL	HAO2	21	1.0	True	f2ea053719772f9a95c574f3a7eba23c3f9a01c04f76995348cb57acee736aec	4075423031	4000	21	-0.112781954887218	0.1518796992481203	0.151742993848257	4.0	358	1.0	UniProtKB:Q9NYQ3	21	21	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	21	0.0389610389610389	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_SUPPORTED_THIS_TEST
PDAC	CAMP_PDAC_GSE62452	03_PATIENT	20260922T112700Z_sop_v3_patient	PDAC_CAMP_source_SOP_v3	availability	NAME:2-myristoylglycerol (2-monomyristin)	2-myristoylglycerol (2-monomyristin)	ABHD6	author_distinct_pair_key_tumor	6	21	Spearman_rho	NA	NA	NA	NA	NA	REL_CONDITIONAL_SUPPLEMENT_AVAILABLE	342	NOT_EVALUABLE	N_LT_8	CAMP_plus_GEO_author_pair_table	e1781224dd349fcc	CONDITIONAL	ABHD6	6	0.2857142857142857	False	ff4b741186551421095149a6c804ed52a2e034e46dbe48617aaaf72feeb80feb	4283134993	0	0	NA	NA	NA	NA	358	NA	UniProtKB:Q9BV23	21	6	NA	21 distinct author paired-case keys;protected clinical identity and aliquot level not reverified	6	NA	4000_whole_unit_percentile_bootstrap	9999_patient_unit_permutation_plus_one	9999	True	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2	author_available_value_mask	True	NOT_EVALUABLE
