cohort	contrast	direction	pathway	universe_n	selected_n	term_n	overlap_n	p_value	genes	q_contrast	q_joint4
Pal2021_reprocessed	high_vs_zero	up	Growth hormone synthesis, secretion and action	13204	1491	94	19	0.008122344686	CACNA1D;CREB1;CREB3L1;CRK;GNAI1;GNAI3;GNAQ;GRB2;GSK3B;HRAS;ITPR1;MAPK1;MAPK13;MAPK3;NRAS;PLCB1;PTK2;SOCS2;STAT1	0.1063481658	0.1248162799
Pal2021_reprocessed	high_vs_zero	up	HIF-1 signaling pathway	13204	1491	80	10	0.4171044776	CDKN1B;EIF4EBP1;ERBB2;HIF1A;HK2;LDHA;MAPK1;MAPK3;PGK1;RPS6KB1	0.8051505575	0.8247703062
Pal2021_reprocessed	high_vs_zero	up	Hedgehog signaling pathway	13204	1491	43	5	0.5433292688	CSNK1A1;CUL3;GSK3B;KIF3A;SPOPL	0.9097606361	0.9025593395
Pal2021_reprocessed	high_vs_zero	up	Hematopoietic cell lineage	13204	1491	43	3	0.8782846765	CD24;CSF3R;KITLG	1	1
Pal2021_reprocessed	high_vs_zero	up	Hepatitis B	13204	1491	132	19	0.1596994809	BID;CASP3;CREB1;CREB3L1;DDX3X;GRB2;HRAS;JAK1;MAPK1;MAPK13;MAPK3;NRAS;STAT1;TAB2;TGFBR1;VDAC3;YWHAB;YWHAQ;YWHAZ	0.5226528467	0.5622197205
Pal2021_reprocessed	high_vs_zero	up	Hepatitis C	13204	1491	122	25	0.002176649209	BID;CASP3;CD81;CLDN3;CLDN7;CLDN9;EIF2AK2;GRB2;GSK3B;HRAS;JAK1;MAPK1;MAPK3;NRAS;OCLN;PPP2CA;PPP2R1A;PPP2R2C;RXRA;STAT1;YWHAB;YWHAG;YWHAH;YWHAQ;YWHAZ	0.05014999777	0.05738438824
Pal2021_reprocessed	high_vs_zero	up	Hepatocellular carcinoma	13204	1491	130	16	0.396754907	ACTG1;APC;ARID1A;ARID1B;CSNK1A1;GRB2;GSK3B;GSTA4;GSTM3;GSTM4;HRAS;MAPK1;MAPK3;NRAS;RPS6KB1;TGFBR1	0.7853293005	0.8057810983
Pal2021_reprocessed	high_vs_zero	up	Herpes simplex virus 1 infection	13204	1491	380	16	0.9999998064	BID;CASP3;DAXX;EIF2AK2;EIF4EBP1;JAK1;NECTIN2;PPP1CC;PTPN11;RHEB;STAT1;TAB2;ZNF135;ZNF486;ZNF689;ZNF91	1	1
Pal2021_reprocessed	high_vs_zero	up	Hippo signaling pathway	13204	1491	119	22	0.01333262004	ACTG1;AFP;APC;AREG;BMP7;CDH1;CTNNA1;DLG3;GSK3B;LLGL2;MOB1B;PPP1CC;PPP2CA;PPP2R1A;PPP2R2C;STK3;TGFBR1;YWHAB;YWHAG;YWHAH;YWHAQ;YWHAZ	0.1376132686	0.1645302048
Pal2021_reprocessed	high_vs_zero	up	Homologous recombination	13204	1491	37	1	0.9882015951	NBN	1	1
Pal2021_reprocessed	high_vs_zero	up	Human T-cell leukemia virus 1 infection	13204	1491	189	15	0.9492276117	ANAPC7;BUB3;CANX;CDC16;CREB1;CREB3L1;HRAS;JAK1;MAPK1;MAPK3;NRAS;SLC25A4;TGFBR1;VDAC1;VDAC3	1	1
Pal2021_reprocessed	high_vs_zero	up	Human cytomegalovirus infection	13204	1491	177	29	0.02513528293	BID;CALM1;CASP3;CREB1;CREB3L1;CRK;EIF4EBP1;GNAI1;GNAI3;GNAQ;GNB1;GNB4;GRB2;GSK3B;HRAS;ITPR1;JAK1;MAPK1;MAPK13;MAPK3;MDM2;NRAS;PLCB1;PTGER3;PTK2;RHEB;ROCK1;ROCK2;RPS6KB1	0.1983277119	0.2284422373
Pal2021_reprocessed	high_vs_zero	up	Human immunodeficiency virus 1 infection	13204	1491	164	20	0.3924874312	BID;CALM1;CASP3;CRK;CUL4A;GNAI1;GNAI3;GNAQ;GNB1;GNB4;HRAS;ITPR1;MAPK1;MAPK13;MAPK3;NRAS;PAK4;PTK2;RPS6KB1;TAB2	0.7798427958	0.8057810983
Pal2021_reprocessed	high_vs_zero	up	Human papillomavirus infection	13204	1491	247	34	0.1287222651	APC;ATP6V0E2;ATP6V1A;ATP6V1C1;ATP6V1G1;ATP6V1H;CASP3;CDKN1B;CREB1;CREB3L1;CSNK1A1;DLG3;EIF2AK2;EIF4EBP1;GRB2;GSK3B;HDAC2;HRAS;JAK1;LLGL2;MAPK1;MAPK3;MDM2;NRAS;PKM;PPP2CA;PPP2R1A;PPP2R2C;PPP2R5A;PPP2R5E;PTK2;RHEB;RPS6KB1;STAT1	0.4956531971	0.5166706834
Pal2021_reprocessed	high_vs_zero	up	Huntington disease	13204	1491	244	36	0.05624467075	ACTR10;ADRM1;BECN1;CASP3;CLTC;CLTCL1;CREB1;CREB3L1;DCTN4;GNAQ;HDAC2;ITPR1;NDUFA5;NDUFS1;PLCB1;PPIF;PSMC2;PSMC6;PSMD1;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD7;RB1CC1;REST;SLC25A4;TAF4;TUBA3D;TUBB;TUBB4B;UQCRC2;VDAC1;VDAC3;WIPI1	0.3200466579	0.356523596
Pal2021_reprocessed	high_vs_zero	up	Hypertrophic cardiomyopathy	13204	1491	44	6	0.3779135958	ACTG1;ATP2A2;ATP2A3;CACNA1D;CACNB4;TPM3	0.7728666271	0.7989297261
Pal2021_reprocessed	high_vs_zero	up	IL-17 signaling pathway	13204	1491	67	11	0.1298592045	CASP3;GSK3B;HSP90AA1;HSP90B1;MAPK1;MAPK13;MAPK3;MUC5B;S100A7;TAB2;TRAF4	0.4956531971	0.5197474498
Pal2021_reprocessed	high_vs_zero	up	Inflammatory bowel disease	13204	1491	37	1	0.9882015951	STAT1	1	1
Pal2021_reprocessed	high_vs_zero	up	Inflammatory mediator regulation of TRP channels	13204	1491	63	7	0.5773604814	CALM1;GNAQ;ITPR1;MAPK13;P2RY2;PLCB1;PPP1CC	0.9445716207	0.9198610807
Pal2021_reprocessed	high_vs_zero	up	Influenza A	13204	1491	124	15	0.4296154942	ACTG1;BID;CASP3;DNAJC3;EIF2AK2;JAK1;KPNA2;MAPK1;MAPK3;RAE1;SLC25A4;STAT1;TPSAB1;TPSB2;VDAC1	0.8140083047	0.8345513231
Pal2021_reprocessed	high_vs_zero	up	Inositol phosphate metabolism	13204	1491	64	4	0.9407297408	FIG4;INPP4B;MTMR6;PLCB1	1	1
Pal2021_reprocessed	high_vs_zero	up	Insulin resistance	13204	1491	87	9	0.6605640921	CREB1;CREB3L1;G6PC3;GSK3B;PDPK1;PPP1CC;PTPN11;RPS6KB1;SLC27A4	0.9908461381	0.9624401598
Pal2021_reprocessed	high_vs_zero	up	Insulin secretion	13204	1491	51	5	0.6971396037	CACNA1D;CREB1;CREB3L1;GNAQ;PLCB1	1	0.9770072244
Pal2021_reprocessed	high_vs_zero	up	Insulin signaling pathway	13204	1491	113	20	0.02738306442	CALM1;CRK;EIF4EBP1;FBP1;G6PC3;GRB2;GSK3B;HK2;HRAS;MAPK1;MAPK3;NRAS;PDPK1;PHKB;PHKG2;PPP1CC;PRKAR2B;RHEB;RPS6KB1;SOCS2	0.210808289	0.2425094703
Pal2021_reprocessed	high_vs_zero	up	Intestinal immune network for IgA production	13204	1491	22	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	JAK-STAT signaling pathway	13204	1491	85	11	0.3633808195	CISH;CSF3R;GRB2;HRAS;IL20;IL20RA;JAK1;PRLR;PTPN11;SOCS2;STAT1	0.7645453343	0.7908810537
Pal2021_reprocessed	high_vs_zero	up	Kaposi sarcoma-associated herpesvirus infection	13204	1491	150	18	0.4294252423	BECN1;BID;CALM1;CASP3;CREB1;EIF2AK2;GNB1;GNB4;GSK3B;HIF1A;HRAS;ITPR1;JAK1;MAPK1;MAPK13;MAPK3;NRAS;STAT1	0.8140083047	0.8345513231
Pal2021_reprocessed	high_vs_zero	up	Legionellosis	13204	1491	47	7	0.2769723395	BNIP3;CASP3;HBS1L;HSPA6;HSPA8;HSPD1;SAR1B	0.6658105169	0.7109995267
Pal2021_reprocessed	high_vs_zero	up	Leishmaniasis	13204	1491	53	8	0.2448340479	CYBA;JAK1;MAPK1;MAPK13;MAPK3;MARCKSL1;STAT1;TAB2	0.6352450974	0.6746021273
Pal2021_reprocessed	high_vs_zero	up	Leukocyte transendothelial migration	13204	1491	77	18	0.001939169551	ACTG1;CLDN3;CLDN7;CLDN9;CTNNA1;CTNND1;CYBA;EZR;GNAI1;GNAI3;MAPK13;OCLN;PTK2;PTPN11;RAP1B;ROCK1;ROCK2;VAV3	0.04781531794	0.05420329348
Pal2021_reprocessed	high_vs_zero	up	Lipid and atherosclerosis	13204	1491	159	29	0.006095282592	APOA1;ATF6;BID;CALM1;CASP3;CYBA;GSK3B;HRAS;HSP90AA1;HSP90B1;HSPA5;HSPA6;HSPA8;HSPD1;ITPR1;MAPK1;MAPK13;MAPK3;MIB1;NRAS;PDPK1;PLCB1;PTK2;RAP1B;ROCK2;RXRA;TAB2;VAV3;XBP1	0.0939927715	0.1071292092
Pal2021_reprocessed	high_vs_zero	up	Long-term depression	13204	1491	41	11	0.004684650987	GNAI1;GNAI3;GNAQ;HRAS;ITPR1;MAPK1;MAPK3;NRAS;PLCB1;PPP2CA;PPP2R1A	0.08704383769	0.09374588392
Pal2021_reprocessed	high_vs_zero	up	Long-term potentiation	13204	1491	49	10	0.04445223508	CALM1;GNAQ;HRAS;ITPR1;MAPK1;MAPK3;NRAS;PLCB1;PPP1CC;RAP1B	0.3048153263	0.3294178467
Pal2021_reprocessed	high_vs_zero	up	Longevity regulating pathway	13204	1491	86	16	0.02997100221	ADIPOR1;ATG5;CREB1;CREB3L1;EHMT1;EIF4EBP1;FOXO3;HDAC2;HRAS;HSPA6;HSPA8;NRAS;RB1CC1;RHEB;RPS6KB1;SESN1	0.2228164354	0.2545508974
Pal2021_reprocessed	high_vs_zero	up	Lysine degradation	13204	1491	55	9	0.1626266631	ALDH2;ALDH9A1;DHTKD1;DLD;EHMT1;KMT2C;KMT5B;NSD3;SMYD3	0.5227408819	0.5683839672
Pal2021_reprocessed	high_vs_zero	up	Lysosome	13204	1491	113	16	0.2029246628	AP3S1;ASAH1;ATP6V1H;CD164;CLTC;CLTCL1;CTSA;CTSD;CTSH;FUCA2;GNS;GUSB;LAMP1;SCARB2;SORT1;SUMF1	0.569379429	0.6162110178
Pal2021_reprocessed	high_vs_zero	up	MAPK signaling pathway	13204	1491	212	32	0.05327918997	AREG;CACNA1D;CACNB4;CASP3;CRK;DAXX;DUSP16;DUSP4;ERBB2;ERBB4;EREG;FGFR3;FGFR4;GRB2;HRAS;HSPA6;HSPA8;KITLG;MAP3K2;MAPK1;MAPK13;MAPK3;NLK;NRAS;PPM1A;PPM1B;RAP1B;STK3;TAB2;TAOK1;TAOK3;TGFBR1	0.3199314263	0.3491743523
Pal2021_reprocessed	high_vs_zero	up	Malaria	13204	1491	23	3	0.4899456227	CD81;SDC1;SDC2	0.8632738398	0.8799118331
Pal2021_reprocessed	high_vs_zero	up	Mannose type O-glycan biosynthesis	13204	1491	17	1	0.8697448954	LARGE1	1	1
Pal2021_reprocessed	high_vs_zero	up	Measles	13204	1491	99	13	0.3248767186	BID;CASP3;CD46;CDKN1B;CSNK2A1;EIF2AK2;GSK3B;HSPA6;HSPA8;JAK1;RCHY1;STAT1;TAB2	0.7281283654	0.7595286859
Pal2021_reprocessed	high_vs_zero	up	Melanogenesis	13204	1491	70	13	0.04787263829	CALM1;CREB1;CREB3L1;GNAI1;GNAI3;GNAQ;GSK3B;HRAS;KITLG;MAPK1;MAPK3;NRAS;PLCB1	0.3098274118	0.3351097242
Pal2021_reprocessed	high_vs_zero	up	Melanoma	13204	1491	51	6	0.5226843061	CDH1;HRAS;MAPK1;MAPK3;MDM2;NRAS	0.890559769	0.8960853255
Pal2021_reprocessed	high_vs_zero	up	Metabolism of xenobiotics by cytochrome P450	13204	1491	24	5	0.1264057971	ALDH3B2;GSTA4;GSTM3;GSTM4;UGT2B11	0.4953043476	0.513458839
Pal2021_reprocessed	high_vs_zero	up	MicroRNAs in cancer	13204	1491	134	21	0.07494570939	APC;CASP3;CDKN1B;CRK;DDIT4;ERBB2;EZR;FGFR3;GRB2;HDAC2;HNRNPK;HRAS;MAPK1;MAPK3;MARCKS;MDM2;NRAS;PAK4;PDCD4;ROCK1;SOX4	0.3801893293	0.4081550371
Pal2021_reprocessed	high_vs_zero	up	Mineral absorption	13204	1491	40	5	0.4770360324	ATP2B1;MT1A;MT1G;SLC26A3;SLC40A1	0.8613565977	0.8729764999
Pal2021_reprocessed	high_vs_zero	up	Mismatch repair	13204	1491	22	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	Mitophagy	13204	1491	63	12	0.04731112002	ATG5;BECN1;BNIP3;BNIP3L;CITED2;CSNK2A1;FOXO3;HIF1A;HRAS;NRAS;RAB7A;RHOT1	0.3096727856	0.3351097242
Pal2021_reprocessed	high_vs_zero	up	Morphine addiction	13204	1491	43	4	0.7310274109	GNAI1;GNAI3;GNB1;GNB4	1	0.9887429645
Pal2021_reprocessed	high_vs_zero	up	Mucin type O-glycan biosynthesis	13204	1491	18	1	0.8844723058	GALNT1	1	1
Pal2021_reprocessed	high_vs_zero	up	N-Glycan biosynthesis	13204	1491	46	6	0.4200184834	ALG5;MAN1A2;MAN1B1;RPN1;RPN2;SRD5A3	0.8051505575	0.8247703062
Pal2021_reprocessed	high_vs_zero	up	NF-kappa B signaling pathway	13204	1491	77	3	0.9943679698	CSNK2A1;EDARADD;TAB2	1	1
Pal2021_reprocessed	high_vs_zero	up	NOD-like receptor signaling pathway	13204	1491	132	17	0.3196609179	ATG5;CYBA;HSP90AA1;ITPR1;JAK1;MAPK1;MAPK13;MAPK3;NLRP1;PLCB1;RBCK1;STAT1;SUGT1;TAB2;TXNIP;VDAC1;VDAC3	0.7220576028	0.7552070566
Pal2021_reprocessed	high_vs_zero	up	Natural killer cell mediated cytotoxicity	13204	1491	68	9	0.35959545	BID;CASP3;GRB2;HRAS;MAPK1;MAPK3;NRAS;PTPN11;VAV3	0.7645453343	0.7870390981
Pal2021_reprocessed	high_vs_zero	up	Necroptosis	13204	1491	104	12	0.5143206007	BID;CAPN2;EIF2AK2;GLUL;HSP90AA1;JAK1;MACROH2A1;RBCK1;SLC25A4;STAT1;VDAC1;VDAC3	0.8843243761	0.888628401
Pal2021_reprocessed	high_vs_zero	up	Neuroactive ligand-receptor interaction	13204	1491	67	5	0.8879316125	NPW;P2RX4;P2RY2;PRLR;PTGER3	1	1
Pal2021_reprocessed	high_vs_zero	up	Neurotrophin signaling pathway	13204	1491	101	15	0.1633565256	CALM1;CRK;FOXO3;FRS2;GRB2;GSK3B;HRAS;MAPK1;MAPK13;MAPK3;NRAS;PDPK1;PTPN11;RAP1B;SORT1	0.5227408819	0.5690497588
Pal2021_reprocessed	high_vs_zero	up	Neutrophil extracellular trap formation	13204	1491	102	16	0.108657779	ACTG1;CYBA;H2BC21;H3-3B;H3C10;HAT1;HDAC2;MACROH2A1;MAPK1;MAPK13;MAPK3;PLCB1;PPIF;SLC25A4;VDAC1;VDAC3	0.4568385453	0.4765331707
Pal2021_reprocessed	high_vs_zero	up	Nicotinate and nicotinamide metabolism	13204	1491	24	2	0.7716571886	NADSYN1;QPRT	1	1
Pal2021_reprocessed	high_vs_zero	up	Non-alcoholic fatty liver disease	13204	1491	131	10	0.9357390028	ADIPOR1;BID;CASP3;GSK3B;MAPK13;NDUFA5;NDUFS1;RXRA;UQCRC2;XBP1	1	1
Pal2021_reprocessed	high_vs_zero	up	Non-small cell lung cancer	13204	1491	62	9	0.262493724	ERBB2;FOXO3;GRB2;HRAS;MAPK1;MAPK3;NRAS;PDPK1;RXRA	0.6602462229	0.6975778233
Pal2021_reprocessed	high_vs_zero	up	Notch signaling pathway	13204	1491	48	2	0.9775689263	CTBP2;HDAC2	1	1
Pal2021_reprocessed	high_vs_zero	up	Nucleotide excision repair	13204	1491	42	4	0.7135671186	CUL4A;ERCC4;GTF2H3;RAD23B	1	0.9799939559
Pal2021_reprocessed	high_vs_zero	up	Olfactory transduction	13204	1491	21	2	0.7035729212	CALM1;GNB1	1	0.9795049812
Pal2021_reprocessed	high_vs_zero	up	One carbon pool by folate	13204	1491	17	2	0.587486527	MTHFD2;TYMS	0.945893995	0.9240695062
Pal2021_reprocessed	high_vs_zero	up	Oocyte meiosis	13204	1491	102	22	0.001992304914	ANAPC13;ANAPC7;AR;AURKA;CALM1;CDC16;ITPR1;MAPK1;MAPK13;MAPK3;PPP1CC;PPP2CA;PPP2R1A;PPP2R5A;PPP2R5E;SLK;SMC1A;YWHAB;YWHAG;YWHAH;YWHAQ;YWHAZ	0.04781531794	0.05443848643
Pal2021_reprocessed	high_vs_zero	up	Osteoclast differentiation	13204	1491	90	11	0.4384540571	CREB1;CYBA;FHL2;GRB2;JAK1;MAPK1;MAPK13;MAPK3;STAT1;TAB2;TGFBR1	0.8173240061	0.8434605411
Pal2021_reprocessed	high_vs_zero	up	Other glycan degradation	13204	1491	15	1	0.8344232127	FUCA2	1	1
Pal2021_reprocessed	high_vs_zero	up	Other types of O-glycan biosynthesis	13204	1491	32	1	0.9784858653	GALNT1	1	1
Pal2021_reprocessed	high_vs_zero	up	Ovarian steroidogenesis	13204	1491	27	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	Oxidative phosphorylation	13204	1491	108	8	0.9314625189	ATP6V0E2;ATP6V1A;ATP6V1C1;ATP6V1G1;ATP6V1H;NDUFA5;NDUFS1;UQCRC2	1	1
Pal2021_reprocessed	high_vs_zero	up	Oxytocin signaling pathway	13204	1491	100	18	0.03017305896	ACTG1;CACNA1D;CACNB4;CALM1;CAMK1D;GNAI1;GNAI3;GNAQ;HRAS;ITPR1;MAPK1;MAPK3;NRAS;PLCB1;PPP1CC;PPP1R12C;ROCK1;ROCK2	0.2228164354	0.2545508974
Pal2021_reprocessed	high_vs_zero	up	PD-L1 expression and PD-1 checkpoint pathway in cancer	13204	1491	69	11	0.1506671009	CSNK2A1;HIF1A;HRAS;JAK1;MAPK1;MAPK13;MAPK3;NRAS;PTPN11;RPS6KB1;STAT1	0.5192478187	0.5559952574
Pal2021_reprocessed	high_vs_zero	up	PI3K-Akt signaling pathway	13204	1491	224	45	8.030445313e-05	AREG;CDKN1B;CREB1;CREB3L1;CSF3R;DDIT4;EIF4EBP1;ERBB2;ERBB4;EREG;FGFR3;FGFR4;FOXO3;G6PC3;GNB1;GNB4;GRB2;GSK3B;HRAS;HSP90AA1;HSP90B1;JAK1;KITLG;MAPK1;MAPK3;MDM2;MYB;NRAS;PDPK1;PPP2CA;PPP2R1A;PPP2R2C;PPP2R5A;PPP2R5E;PRLR;PTK2;RHEB;RPS6KB1;RXRA;SGK3;YWHAB;YWHAG;YWHAH;YWHAQ;YWHAZ	0.006607909286	0.004902798191
Pal2021_reprocessed	high_vs_zero	up	PPAR signaling pathway	13204	1491	49	8	0.182883991	ACOX3;ACSL3;APOA1;FABP3;PDPK1;PLIN5;RXRA;SLC27A4	0.5458092167	0.5925849988
Pal2021_reprocessed	high_vs_zero	up	Pancreatic cancer	13204	1491	73	7	0.7315564923	ERBB2;JAK1;MAPK1;MAPK3;RPS6KB1;STAT1;TGFBR1	1	0.9887429645
Pal2021_reprocessed	high_vs_zero	up	Pancreatic secretion	13204	1491	47	12	0.00496407666	ATP2A2;ATP2A3;ATP2B1;CLCA2;GNAQ;ITPR1;PLA2G12A;PLCB1;RAB27B;RAB3D;RAP1B;SLC26A3	0.08935337989	0.09677863741
Pal2021_reprocessed	high_vs_zero	up	Pantothenate and CoA biosynthesis	13204	1491	15	3	0.2357150693	AASDHPPT;ALDH2;PANK3	0.6228067885	0.6637557215
Pal2021_reprocessed	high_vs_zero	up	Parathyroid hormone synthesis, secretion and action	13204	1491	79	11	0.2762464616	CREB1;CREB3L1;GNAI1;GNAI3;GNAQ;ITPR1;MAFB;MAPK1;MAPK3;PLCB1;RXRA	0.6658105169	0.7109995267
Pal2021_reprocessed	high_vs_zero	up	Parkinson disease	13204	1491	204	32	0.03384165492	ADRM1;ATF6;CALM1;CASP3;DAXX;GNAI1;GNAI3;HSPA5;ITPR1;MAOB;NDUFA5;NDUFS1;PPIF;PSMC2;PSMC6;PSMD1;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD7;SLC25A4;TH;TUBA3D;TUBB;TUBB4B;UBE2G1;UQCRC2;VDAC1;VDAC3;XBP1	0.2440307595	0.2739795596
Pal2021_reprocessed	high_vs_zero	up	Pathogenic Escherichia coli infection	13204	1491	161	23	0.1403048109	ACTG1;ACTR2;ACTR3;CASP3;CLDN3;CLDN7;CLDN9;EZR;MAPK1;MAPK13;MAPK3;MYO1B;NCKAP1;OCLN;PTPN11;ROCK1;ROCK2;TAB2;TMBIM6;TUBA3D;TUBB;TUBB4B;WASL	0.5128495113	0.5398128709
Pal2021_reprocessed	high_vs_zero	up	Pathways in cancer	13204	1491	375	51	0.09088177154	APC;AR;BID;CALM1;CASP3;CDH1;CDKN1B;CRK;CSF3R;CTBP2;CTNNA1;ERBB2;ESR1;FGFR3;FGFR4;GNAI1;GNAI3;GNAQ;GNB1;GNB4;GRB2;GSK3B;GSTA4;GSTM3;GSTM4;HDAC2;HIF1A;HRAS;HSP90AA1;HSP90B1;JAK1;JUP;KITLG;MAPK1;MAPK3;MDM2;NCOA3;NCOA4;NRAS;PLCB1;PTGER3;PTK2;ROCK1;ROCK2;RPS6KB1;RXRA;STAT1;TFG;TGFBR1;TPM3;TRAF4	0.4187832033	0.4438857052
Pal2021_reprocessed	high_vs_zero	up	Pathways of neurodegeneration	13204	1491	356	53	0.0212961785	ACTR10;ADRM1;APC;ATF6;ATP2A2;ATP2A3;BECN1;BID;CACNA1D;CALM1;CAPN2;CASP3;CSNK1A1;CSNK2A1;DAXX;DCTN4;DERL1;FIG4;GNAQ;GSK3B;HRAS;HSPA5;ITPR1;MAPK1;MAPK13;MAPK3;NDUFA5;NDUFS1;NRAS;PLCB1;PPIF;PSMC2;PSMC6;PSMD1;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD7;RAB5A;RB1CC1;SLC25A4;TUBA3D;TUBB;TUBB4B;UBE2G1;UQCRC2;VAPB;VDAC1;VDAC3;WIPI1;XBP1	0.1830835644	0.2158057375
Pal2021_reprocessed	high_vs_zero	up	Pentose phosphate pathway	13204	1491	24	2	0.7716571886	FBP1;GPI	1	1
Pal2021_reprocessed	high_vs_zero	up	Peroxisome	13204	1491	69	11	0.1506671009	ABCD3;ACOX3;ACSL3;CRAT;ECI2;IDH1;PEX11A;PEX11B;PEX2;PEX3;PEX7	0.5192478187	0.5559952574
Pal2021_reprocessed	high_vs_zero	up	Pertussis	13204	1491	52	7	0.3715772543	CALM1;CASP3;GNAI1;GNAI3;MAPK1;MAPK13;MAPK3	0.7726660594	0.795830984
Pal2021_reprocessed	high_vs_zero	up	Phagosome	13204	1491	110	16	0.174113419	ACTG1;ATP6V0E2;ATP6V1A;ATP6V1C1;ATP6V1G1;ATP6V1H;CANX;CYBA;DYNC1H1;DYNC1LI2;LAMP1;RAB5A;RAB7A;TUBA3D;TUBB;TUBB4B	0.5337823617	0.582409029
Pal2021_reprocessed	high_vs_zero	up	Phosphatidylinositol signaling system	13204	1491	82	11	0.3191340625	BPNT2;CALM1;CDS1;DGKH;DGKQ;DGKZ;INPP4B;ITPR1;MTMR6;PLCB1;PPIP5K2	0.7220576028	0.7552070566
Pal2021_reprocessed	high_vs_zero	up	Phospholipase D signaling pathway	13204	1491	104	13	0.3926291854	AGPAT2;DGKH;DGKQ;DGKZ;GRB2;HRAS;KITLG;MAPK1;MAPK3;NRAS;PLCB1;PTPN11;RHEB	0.7798427958	0.8057810983
Pal2021_reprocessed	high_vs_zero	up	Platelet activation	13204	1491	84	13	0.1486780958	ACTG1;GNAI1;GNAI3;GNAQ;ITPR1;MAPK1;MAPK13;MAPK3;PLCB1;PPP1CC;RAP1B;ROCK1;ROCK2	0.5192478187	0.553946528
Pal2021_reprocessed	high_vs_zero	up	Porphyrin and chlorophyll metabolism	13204	1491	22	3	0.4596357543	EPRS1;GUSB;UGT2B11	0.8378170712	0.8592707091
Pal2021_reprocessed	high_vs_zero	up	Primary immunodeficiency	13204	1491	17	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	Prion disease	13204	1491	211	34	0.02060977916	ADRM1;CACNA1D;CASP3;CREB1;CREB3L1;CSNK2A1;CYBA;GSK3B;HSPA5;HSPA6;HSPA8;ITPR1;MAPK1;MAPK13;MAPK3;NDUFA5;NDUFS1;PPIF;PSMC2;PSMC6;PSMD1;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD7;SLC25A4;TUBA3D;TUBB;TUBB4B;UQCRC2;VDAC1;VDAC3	0.1798671636	0.2134584271
Pal2021_reprocessed	high_vs_zero	up	Progesterone-mediated oocyte maturation	13204	1491	76	11	0.2353336637	ANAPC13;ANAPC7;AURKA;CDC16;GNAI1;GNAI3;HSP90AA1;KIF22;MAPK1;MAPK13;MAPK3	0.6228067885	0.6637557215
Pal2021_reprocessed	high_vs_zero	up	Prolactin signaling pathway	13204	1491	58	14	0.004355102393	CISH;ESR1;FOXO3;GRB2;GSK3B;HRAS;MAPK1;MAPK13;MAPK3;NRAS;PRLR;SOCS2;STAT1;TH	0.08650134407	0.0894144916
Pal2021_reprocessed	high_vs_zero	up	Propanoate metabolism	13204	1491	30	8	0.01561065061	ACADS;ACOX3;ACSS1;DLD;LDHA;PCCA;SUCLA2;SUCLG2	0.1427259484	0.1775328893
Pal2021_reprocessed	high_vs_zero	up	Prostate cancer	13204	1491	84	16	0.02450851028	AR;CDKN1B;CREB1;CREB3L1;ERBB2;GRB2;GSK3B;HRAS;HSP90AA1;HSP90B1;MAPK1;MAPK3;MDM2;NRAS;PDPK1;SPINT1	0.1983277119	0.2274389754
Pal2021_reprocessed	high_vs_zero	up	Proteasome	13204	1491	43	11	0.006910290294	ADRM1;POMP;PSMC2;PSMC6;PSMD1;PSMD11;PSMD12;PSMD14;PSMD2;PSMD3;PSMD7	0.09932196528	0.1137012304
Pal2021_reprocessed	high_vs_zero	up	Protein digestion and absorption	13204	1491	39	0	1		1	1
Pal2021_reprocessed	high_vs_zero	up	Protein export	13204	1491	23	3	0.4899456227	HSPA5;SEC63;SRP9	0.8632738398	0.8799118331
Pal2021_reprocessed	high_vs_zero	up	Protein processing in endoplasmic reticulum	13204	1491	158	32	0.0007052074185	ATF6;CANX;CAPN2;DERL1;DNAJA1;DNAJA2;DNAJB11;DNAJC3;EIF2AK2;ERO1B;HERPUD1;HSP90AA1;HSP90B1;HSPA5;HSPA6;HSPA8;HSPH1;MAN1A2;MAN1B1;PDIA6;RAD23B;RPN1;RPN2;RRBP1;SAR1B;SEC23B;SEC63;SEL1L;TRAM1;UBE2G1;UBQLN1;XBP1	0.03002359916	0.02773019002
Pal2021_reprocessed	high_vs_zero	up	Proteoglycans in cancer	13204	1491	159	29	0.006095282592	ACTG1;CASP3;ERBB2;ERBB4;ESR1;EZR;FRS2;GRB2;HIF1A;HRAS;ITPR1;MAPK1;MAPK13;MAPK3;MDM2;NRAS;NUDT16L1;PDCD4;PDPK1;PPP1CC;PPP1R12C;PTK2;PTPN11;ROCK1;ROCK2;RPS6KB1;SDC1;SDC2;VAV3	0.0939927715	0.1071292092
Pal2021_reprocessed	high_vs_zero	up	Purine metabolism	13204	1491	94	11	0.4981243276	ADSS2;AK3;AK4;AK9;CANT1;ENTPD5;IMPDH1;PDE5A;PKM;RRM2;RRM2B	0.8640561668	0.8841992656
