feature_name	metabolite_key	gene	relation_type	status	reason	source_url
gamma-glutamylglutamate	KEGG:C05282	GGCT	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/O75223/entry
gamma-glutamyltyrosine	HMDB:HMDB11741	GGT1	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/P19440/entry
gamma-glutamyltyrosine	HMDB:HMDB11741	GGT5	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/P36269/entry
gamma-glutamyltyrosine	HMDB:HMDB11741	GGCT	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/O75223/entry
glycylleucine	KEGG:C02155	CNDP2	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/Q96KP4/entry
glycylleucine	KEGG:C02155	DPEP1	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/P16444/entry
glycylleucine	KEGG:C02155	SLC15A1	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/P46059/entry
glycylleucine	KEGG:C02155	SLC15A2	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/Q16348/entry
glycylproline	HMDB:HMDB00721	SLC15A1	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/P46059/entry
glycylproline	HMDB:HMDB00721	SLC15A2	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/Q16348/entry
glycylvaline	HMDB:HMDB28854	CNDP2	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/Q96KP4/entry
glycylvaline	HMDB:HMDB28854	DPEP1	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/P16444/entry
glycylvaline	HMDB:HMDB28854	SLC15A1	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/P46059/entry
glycylvaline	HMDB:HMDB28854	SLC15A2	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/Q16348/entry
pro-hydroxy-pro	HMDB:HMDB06695	PEPD	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/P12955/entry
pro-hydroxy-pro	HMDB:HMDB06695	CNDP2	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/Q96KP4/entry
pro-hydroxy-pro	HMDB:HMDB06695	DPEP1	SUBSTRATE_CLASS_OR_CONTEXT	NEEDS_REVIEW	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	https://www.uniprot.org/uniprotkb/P16444/entry
1-stearoylglycerol (18:0)	KEGG:D01947	MOGAT2	DIRECT_REACTION	CONDITIONAL	Original D01947 is glyceryl monostearate drug/mixture entry; name-specific 1-isomer hypothesis needs source confirmation.	https://www.uniprot.org/uniprotkb/Q3SYC2/entry
1-stearoylglycerol (18:0)	KEGG:D01947	ABHD12	DIRECT_REACTION	CONDITIONAL	Original D01947 is glyceryl monostearate drug/mixture entry; name-specific 1-isomer hypothesis needs source confirmation.	https://www.uniprot.org/uniprotkb/Q8N2K0/entry
1-stearoylglycerol (18:0)	KEGG:D01947	MOGAT1	DIRECT_REACTION	CONDITIONAL	Original D01947 is glyceryl monostearate drug/mixture entry; name-specific 1-isomer hypothesis needs source confirmation.	https://www.uniprot.org/uniprotkb/Q96PD6/entry
1-stearoylglycerol (18:0)	KEGG:D01947	MGLL	DIRECT_REACTION	CONDITIONAL	Original D01947 is glyceryl monostearate drug/mixture entry; name-specific 1-isomer hypothesis needs source confirmation.	https://www.uniprot.org/uniprotkb/Q99685/entry
2'-deoxycytidine 5'-monophosphate	KEGG:C00239	CMPK1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P30085/entry
2'-deoxycytidine 5'-monophosphate	KEGG:C00239	NT5C	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8TCD5/entry
2'-deoxyguanosine	KEGG:C00330	PNP	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P00491/entry
2'-deoxyguanosine	KEGG:C00330	NT5C	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8TCD5/entry
2'-deoxyinosine	KEGG:C05512	PNP	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P00491/entry
2'-deoxyinosine	KEGG:C05512	NT5C2	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P49902/entry
2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	DGAT1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/O75907/entry
2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	LIPC	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P11150/entry
2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	LIPE	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q05469/entry
2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	PLB1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q6P1J6/entry
2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	ABHD11	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8NFV4/entry
2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	TMEM68	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q96MH6/entry
2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	MOGAT1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q96PD6/entry
2-oleoylglycerol (2-monoolein)	NAME:2-oleoylglycerol (2-monoolein)	DGAT2	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q96PD7/entry
2-palmitoylglycerol (16:0)	HMDB:HMDB11533	PLA2G15	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8NCC3/entry
adenosine 3'-monophosphate (3'-AMP)	KEGG:C01367	SLC25A24	DIRECT_TRANSPORT	CONDITIONAL	Historical positional-isomer identity gate unresolved; do not substitute 5-prime AMP.	https://www.uniprot.org/uniprotkb/Q6NUK1/entry
adenosine 3'-monophosphate (3'-AMP)	KEGG:C01367	SLC25A23	DIRECT_TRANSPORT	CONDITIONAL	Historical positional-isomer identity gate unresolved; do not substitute 5-prime AMP.	https://www.uniprot.org/uniprotkb/Q9BV35/entry
citrate	KEGG:C00158	SFXN5	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8TD22/entry
citrate	KEGG:C00158	ACO2	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q99798/entry
citrate	KEGG:C00158	ANKH	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9HCJ1/entry
citrate	KEGG:C00158	RIMKLB	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9ULI2/entry
glutamine	KEGG:C00064	SLC38A8	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/A6NNN8/entry
glutamine	KEGG:C00064	PFAS	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/O15067/entry
glutamine	KEGG:C00064	GATB	DIRECT_REACTION	CONDITIONAL	Complex-level reaction annotation; independent catalytic role requires review	https://www.uniprot.org/uniprotkb/O75879/entry
glutamine	KEGG:C00064	ASNS	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P08243/entry
glutamine	KEGG:C00064	CAD	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P27708/entry
glutamine	KEGG:C00064	ACY1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q03154/entry
glutamine	KEGG:C00064	PM20D1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q6GTS8/entry
glutamine	KEGG:C00064	SLC7A13	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8TCU3/entry
glutamine	KEGG:C00064	SLC38A5	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8WUX1/entry
glutamine	KEGG:C00064	SLC38A2	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q96QD8/entry
glutamine	KEGG:C00064	QRSL1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9H0R6/entry
glutamine	KEGG:C00064	SLC6A17	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9H1V8/entry
glutamine	KEGG:C00064	SLC38A1	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9H2H9/entry
glutamine	KEGG:C00064	GLS2	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9UI32/entry
glutamine	KEGG:C00064	PPAT	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q06203/entry
glutamine	KEGG:C00064	SLC38A6	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8IZM9/entry
glutamine	KEGG:C00064	SLC38A10	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9HBR0/entry
glutamine	KEGG:C00064	GLYATL1B	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/A0A0U1RQE8/entry
glycerol	KEGG:C00116	DDHD2	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/O94830/entry
glycerol	KEGG:C00116	AQP1	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P29972/entry
glycerol	KEGG:C00116	AQP2	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P41181/entry
glycerol	KEGG:C00116	LIPE	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q05469/entry
glycerol	KEGG:C00116	GK2	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q14410/entry
glycerol	KEGG:C00116	PLB1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q6P1J6/entry
glycerol	KEGG:C00116	ENPP6	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q6UWR7/entry
glycerol	KEGG:C00116	GDPD2	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9HCC8/entry
glycerol	KEGG:C00116	GK3	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q14409/entry
glycerol	KEGG:C00116	AQP7B	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/A0A075B734/entry
glycerol	KEGG:C00116	GK5	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q6ZS86/entry
glycerol 3-phosphate (G3P)	KEGG:C00093	GK2	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q14410/entry
glycerol 3-phosphate (G3P)	KEGG:C00093	PGS1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q32NB8/entry
glycerol 3-phosphate (G3P)	KEGG:C00093	GPAT2	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q6NUI2/entry
glycerol 3-phosphate (G3P)	KEGG:C00093	PNPLA7	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q6ZV29/entry
glycerol 3-phosphate (G3P)	KEGG:C00093	PNPLA6	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8IY17/entry
glycerol 3-phosphate (G3P)	KEGG:C00093	GDPD5	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8WTR4/entry
glycerol 3-phosphate (G3P)	KEGG:C00093	GDE1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9NZC3/entry
glycerol 3-phosphate (G3P)	KEGG:C00093	GK3	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q14409/entry
glycerol 3-phosphate (G3P)	KEGG:C00093	GPCPD1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9NPB8/entry
glycerol 3-phosphate (G3P)	KEGG:C00093	GK5	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q6ZS86/entry
glycerophosphorylcholine (GPC)	KEGG:C00670	PLA2G6	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/O60733/entry
glycerophosphorylcholine (GPC)	KEGG:C00670	LIPC	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P11150/entry
glycerophosphorylcholine (GPC)	KEGG:C00670	CEL	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P19835/entry
glycerophosphorylcholine (GPC)	KEGG:C00670	PLA2G4E	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q3MJ16/entry
glycerophosphorylcholine (GPC)	KEGG:C00670	PLA2G4F	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q68DD2/entry
glycerophosphorylcholine (GPC)	KEGG:C00670	PLB1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q6P1J6/entry
glycerophosphorylcholine (GPC)	KEGG:C00670	PNPLA7	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q6ZV29/entry
glycerophosphorylcholine (GPC)	KEGG:C00670	ASPG	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q86U10/entry
glycerophosphorylcholine (GPC)	KEGG:C00670	GDPD5	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q8WTR4/entry
glycerophosphorylcholine (GPC)	KEGG:C00670	GPCPD1	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q9NPB8/entry
glycylleucine	KEGG:C02155	SLC15A1	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P46059/entry
glycylleucine	KEGG:C02155	SLC15A2	DIRECT_TRANSPORT	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/Q16348/entry
guanosine	KEGG:C00387	NT5C2	DIRECT_REACTION	CONDITIONAL	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	https://www.uniprot.org/uniprotkb/P49902/entry
ribulose/xylulose 5-phosphate	KEGG:C00199	CRPPA	DIRECT_REACTION	CONDITIONAL	Combined isomer feature; original C00199 identifies only ribulose; no splitting into independent measurements.	https://www.uniprot.org/uniprotkb/A4D126/entry
ribulose/xylulose 5-phosphate	KEGG:C00199	RPIA	DIRECT_REACTION	CONDITIONAL	Combined isomer feature; original C00199 identifies only ribulose; no splitting into independent measurements.	https://www.uniprot.org/uniprotkb/P49247/entry
ribulose/xylulose 5-phosphate	KEGG:C00199	PGD	DIRECT_REACTION	CONDITIONAL	Combined isomer feature; original C00199 identifies only ribulose; no splitting into independent measurements.	https://www.uniprot.org/uniprotkb/P52209/entry
ribulose/xylulose 5-phosphate	KEGG:C00199	RPE	DIRECT_REACTION	CONDITIONAL	Combined isomer feature; original C00199 identifies only ribulose; no splitting into independent measurements.	https://www.uniprot.org/uniprotkb/Q96AT9/entry
ribulose/xylulose 5-phosphate	KEGG:C00199	FGGY	DIRECT_REACTION	CONDITIONAL	Combined isomer feature; original C00199 identifies only ribulose; no splitting into independent measurements.	https://www.uniprot.org/uniprotkb/Q96C11/entry
