gene	current_pool	history_only	n_current_relations	RNA_status	RNA_n	RNA_effect	RNA_p	RNA_q	RNA_positive_pairs	RNA_negative_pairs	RNA_tier	CAMP_evaluable	CAMP_nominal	CAMP_FDR	Wu_top	Pal_top	Wu_ER_top	Wu_HER2_top	Wu_TNBC_top	interpretation_cn	limitation_cn	next_action_cn	RNA_source	relation_source	cell_source	judgment_type	new_patient_statistics	interpretation_scope	interpretation_scope_note	Wu_source_status	Wu_source_reason	Wu_mechanical_top	Wu_mechanical_top_profile_status	Wu_mechanical_top_eligible_source_labels	Wu_mechanical_top_detection_fraction	Wu_max_detection_fraction	Wu_n_evaluable_celltypes	Wu_bootstrap_top_frequency	Wu_location_interpretable	Wu_source_status_path	Pal_source_status	Pal_source_reason	Pal_mechanical_top	Pal_mechanical_top_profile_status	Pal_mechanical_top_eligible_source_labels	Pal_mechanical_top_detection_fraction	Pal_max_detection_fraction	Pal_n_evaluable_celltypes	Pal_bootstrap_top_frequency	Pal_location_interpretable	Pal_source_status_path	Wu_ER_source_status	Wu_ER_top_eligible_source_labels	Wu_ER_top_detection_fraction	Wu_ER_shared_top	Wu_HER2_source_status	Wu_HER2_top_eligible_source_labels	Wu_HER2_top_detection_fraction	Wu_HER2_shared_top	Wu_TNBC_source_status	Wu_TNBC_top_eligible_source_labels	Wu_TNBC_top_detection_fraction	Wu_TNBC_shared_top	Wu_subtype_pattern	source_display_version
CRAT	True	False	3	DONE	45.0	-0.1526721363945524	0.2461140367374654	0.334173187496742	16.0	29.0	NOT_NOMINAL_SIGNIFICANT	3	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Fibroblasts	Fibroblasts	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Malignant_epithelial	DONE	20	0.21237966714726225	0.2123796671472622	9	0.919	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.101100119884364	0.1011001198843639	9	0.533	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	9	0.2611845560827783	Malignant_epithelial	DONE	5	0.2355343124563963	Fibroblasts	DONE	9	0.1178365453086522	Fibroblasts	DIFFERENT_TOP_DESCRIPTIVE	source_display_v2
CROT	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Malignant_epithelial	DONE	20	0.15892840481973658	0.1589284048197365	9	0.877	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.0899509577371661	0.089950957737166	9	0.992	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	9	0.1927649175227116	Malignant_epithelial	DONE	3	0.1724120373589127	Malignant_epithelial	DONE	8	0.1158059658266986	Malignant_epithelial	SAME_TOP	source_display_v2
CS	False	True	0	HISTORICAL_ONLY	NA	NA	NA	NA	NA	NA	HISTORICAL_ONLY	0	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	历史候选保留，不在当前190项入口直接池；原证据不删除。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Malignant_epithelial	DONE	20	0.2882833082577254	0.2882833082577253	9	0.985	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.17075735578334536	0.1707573557833453	9	0.573	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	9	0.2195965906253479	Malignant_epithelial	DONE	3	0.4375936601493269	Malignant_epithelial	DONE	8	0.3095644836347996	Malignant_epithelial	SAME_TOP	source_display_v2
CTNS	True	False	1	DONE	45.0	-0.0084074275093402	0.8682062578633117	0.8985631200263646	20.0	25.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Myeloid	Myeloid	Nonmalignant_epithelial	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Myeloid	DONE	26	0.08178399792434804	0.081783997924348	9	0.794	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Myeloid	DONE	30	0.03397584331281907	0.033975843312819	9	0.93	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	4	0.0986387798749454	Myeloid	DONE	5	0.1546852630491481	Myeloid	DONE	10	0.0783747777985333	Myeloid	SAME_TOP	source_display_v2
CYP4F2	True	False	5	DONE	45.0	0.07523229107710293	0.07233568167190528	0.11764484491694484	28.0	17.0	NOT_NOMINAL_SIGNIFICANT	5	0	0	暂不可定位	暂不可定位	暂不可定位	暂不可定位	暂不可定位	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	Malignant_epithelial	DONE	20	0.0005142797295261967	0.00051427972952619	9	NA	False	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	Malignant_epithelial	DONE	33	0.00017766344714021518	0.00017766344714020268	9	NA	False	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	NOT_EVALUABLE	9	0.0010875371678758	暂不可定位	NOT_EVALUABLE	5	0.0	暂不可定位	NOT_EVALUABLE	9	0.000903342366757	暂不可定位	LOW_DETECTION_OR_COVERAGE	source_display_v2
DPYD	True	False	2	DONE	45.0	-0.3273890638679049	0.0003507833171873	0.0011536873543048977	13.0	32.0	FDR_SUPPORTED	2	1	0	Myeloid	Myeloid	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Myeloid	DONE	26	0.24875042549573476	0.2487504254957347	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Myeloid	DONE	30	0.1293650918313014	0.1293650918313013	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	11	0.2060383075062052	Myeloid	DONE	5	0.3800509893109072	Myeloid	DONE	10	0.230083473376631	Myeloid	SAME_TOP	source_display_v2
DPYS	True	False	1	DONE	45.0	-0.0512902298912861	0.2929856351762507	0.3811329901011446	18.0	27.0	NOT_NOMINAL_SIGNIFICANT	1	1	0	Fibroblasts	暂不可定位	暂不可定位	Fibroblasts	Fibroblasts	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Fibroblasts	DONE	23	0.012413675776582575	0.0124136757765825	9	0.998	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	Fibroblasts	DONE	30	0.004413763766948887	0.0044137637669488	9	NA	False	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	NOT_EVALUABLE	9	0.0038175928547022	暂不可定位	DONE	5	0.0101543460142157	Fibroblasts	DONE	9	0.0222649418997777	Fibroblasts	LOW_DETECTION_OR_COVERAGE	source_display_v2
ENPP2	True	False	3	DONE	45.0	-1.5031096726259476	6.339395563642676e-11	3.1274351447303866e-09	5.0	40.0	FDR_SUPPORTED	3	3	1	Endothelial	Endothelial	Endothelial	Endothelial	Endothelial	配对RNA降低、脂质负关联和内皮来源背景均应保留。	可用值相关未获FDR支持；功能取决于作用细胞，不能从RNA降低推断应提高它。	标记敏感性限制及细胞背景。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	专门讨论	既有汇总中的定向讨论；不等于全文审计或最终排序	DONE		Endothelial	DONE	24	0.2899376535963007	0.2899376535963007	9	1.0	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE		Endothelial	DONE	23	0.14891889960381532	0.14891889960381527	9	1.0	True	results/BRCA/06_EXTERNAL/20260922T023000Z_sc39_v1/new39_source_stability.tsv	DONE	11	0.2845849130803947	Endothelial	DONE	4	0.2602142237388383	Endothelial	DONE	9	0.3096903052746136	Endothelial	SAME_TOP	source_display_v2
ETNK1	True	False	2	DONE	45.0	0.2524707458298525	0.0001399761474708	0.0004892312431675759	36.0	9.0	FDR_SUPPORTED	2	1	1	Nonmalignant_epithelial	Endothelial	Malignant_epithelial	B_cells	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Nonmalignant_epithelial	DONE	10	0.3576991814771576	0.3576991814771576	9	0.611	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Endothelial	DONE	23	0.1220671235418073	0.1919065759579296	9	0.774	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	9	0.3565720437783698	Malignant_epithelial	DONE	5	0.2162132448101023	B_cells	DONE	4	0.2926104879037707	Malignant_epithelial	DIFFERENT_TOP_DESCRIPTIVE	source_display_v2
ETNK2	True	False	2	DONE	45.0	0.6069032075144858	0.0008448298187328	0.0022733602394991712	32.0	13.0	FDR_SUPPORTED	2	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Fibroblasts	Fibroblasts	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Malignant_epithelial	DONE	20	0.11918172112648087	0.1191817211264808	9	0.902	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.08934752286807657	0.0893475228680765	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	9	0.2112153925987527	Malignant_epithelial	DONE	5	0.0514182423285807	Fibroblasts	DONE	9	0.0301471574117199	Fibroblasts	DIFFERENT_TOP_DESCRIPTIVE	source_display_v2
FDFT1	True	False	1	DONE	45.0	-0.154500783477878	0.1101928558751807	0.17166887020554467	19.0	26.0	NOT_NOMINAL_SIGNIFICANT	1	0	0	Nonmalignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Nonmalignant_epithelial	DONE	10	0.538855924642493	0.538855924642493	9	0.701	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.2950281221558215	0.2950281221558215	9	0.828	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	4	0.6717115641736201	Malignant_epithelial	DONE	3	0.6018724960644568	Malignant_epithelial	DONE	8	0.5006184445234679	Malignant_epithelial	SAME_TOP	source_display_v2
FH	True	False	1	DONE	45.0	0.0645381101793973	0.2531632616494577	0.3406196611283613	24.0	21.0	NOT_NOMINAL_SIGNIFICANT	1	1	0	Malignant_epithelial	Malignant_epithelial	Nonmalignant_epithelial	Malignant_epithelial	Malignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Malignant_epithelial	DONE	20	0.3769928093120195	0.3769928093120194	9	0.997	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.14720893001943275	0.1472089300194327	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	4	0.4068349353351423	Malignant_epithelial	DONE	3	0.5321156842732986	Malignant_epithelial	DONE	8	0.418132602479213	Malignant_epithelial	SAME_TOP	source_display_v2
FOLH1	True	False	3	DONE	45.0	-0.0262395548919822	0.8181739668122198	0.8587925325404859	20.0	25.0	NOT_NOMINAL_SIGNIFICANT	3	0	0	Endothelial	Endothelial	Nonmalignant_epithelial	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Endothelial	DONE	24	0.05014393209259673	0.0784275249292696	9	0.728	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Endothelial	DONE	23	0.0378694732058969	0.0378694732058968	9	1.0	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	4	0.0961606160189361	Endothelial	DONE	4	0.0660742900504195	Endothelial	DONE	9	0.0687603644111625	Endothelial	SAME_TOP	source_display_v2
GAMT	True	False	1	DONE	45.0	-0.1145303935167266	0.0230433737263909	0.044291159889686404	16.0	29.0	FDR_SUPPORTED	1	0	0	Malignant_epithelial	Malignant_epithelial	Malignant_epithelial	Perivascular	Nonmalignant_epithelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Malignant_epithelial	DONE	20	0.31109696451795477	0.3470967136952655	9	0.554	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Malignant_epithelial	DONE	33	0.21013230329839883	0.2101323032983988	9	0.995	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	9	0.4934320673634783	Malignant_epithelial	DONE	4	0.2352283001808318	Perivascular	DONE	4	0.2611854454806205	Perivascular	DIFFERENT_TOP_DESCRIPTIVE	source_display_v2
GCLC	True	False	2	DONE	45.0	-0.1721708309428213	0.1065910311403523	0.16782417668906535	18.0	27.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Myeloid	Myeloid	Myeloid	Myeloid	Myeloid	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Myeloid	DONE	26	0.09126192923015838	0.0912619292301583	9	0.931	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Myeloid	DONE	30	0.08358571607698674	0.091430649919038	9	0.996	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	11	0.0882062316516808	Myeloid	DONE	5	0.1490709594567323	Myeloid	DONE	10	0.0657186814531967	Myeloid	SAME_TOP	source_display_v2
GDA	True	False	2	DONE	45.0	0.0092240768580315	0.7751909503663917	0.8313642076393186	22.0	23.0	NOT_NOMINAL_SIGNIFICANT	2	1	0	暂不可定位	暂不可定位	暂不可定位	暂不可定位	暂不可定位	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	B_cells	DONE	20	0.00047619047619047624	0.0005695448507558	9	NA	False	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	Mast_cells	DONE	12	0.0006887052341597796	0.0012374208965567	9	NA	False	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	NOT_EVALUABLE	8	0.0011904761904761	暂不可定位	NOT_EVALUABLE	3	0.001921719897471	暂不可定位	NOT_EVALUABLE	9	0.0005941770647653	暂不可定位	LOW_DETECTION_OR_COVERAGE	source_display_v2
GDPD5	True	False	2	DONE	45.0	-0.6664069819931608	2.2570472374547634e-07	1.670214955716525e-06	11.0	34.0	FDR_SUPPORTED	2	0	0	Endothelial	Endothelial	Endothelial	Endothelial	Endothelial	完整保留候选，按自身配对RNA、关系级患者结果和细胞来源讨论。	未被选作示例不表示无作用；来源与相关不证明功能。	当前完成来源记录，尚无足够依据安排独立机制课题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	通用保留说明	未开展逐基因深入优先级裁决；未列示不表示低价值	DONE	NA	Endothelial	DONE	24	0.0648705901083636	0.0648705901083635	9	0.935	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Endothelial	DONE	23	0.05308516652857115	0.0530851665285711	9	0.999	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	11	0.0556296003885362	Endothelial	DONE	4	0.0978455951519824	Endothelial	DONE	9	0.0615095753020997	Endothelial	SAME_TOP	source_display_v2
GLS	True	False	2	DONE	45.0	0.0628567074973772	0.3888087314571496	0.4755677045922161	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	2	0	0	Endothelial	Endothelial	Endothelial	Endothelial	Endothelial	FUSCC条件模型中负关联较突出，但不据q大小判定优于ASNS。	组织RNA不是酶活；单细胞内皮较高不证明患者关联来自内皮。	将自身干预与患者关系分开记载，等待另行授权的功能问题。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	专门讨论	既有汇总中的定向讨论；不等于全文审计或最终排序	DONE	NA	Endothelial	DONE	24	0.2494653201914888	0.2516297547062053	9	0.785	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	NA	Endothelial	DONE	23	0.22559818587289113	0.225598185872891	9	0.964	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	11	0.2473328148841654	Endothelial	DONE	4	0.3606559072479662	Endothelial	DONE	9	0.2026536768753383	Endothelial	SAME_TOP	source_display_v2
GLS2	True	False	2	DONE	45.0	0.0486802233707668	0.2083717448875996	0.2937049356510928	25.0	20.0	NOT_NOMINAL_SIGNIFICANT	2	1	0	Nonmalignant_epithelial	暂不可定位	Malignant_epithelial	暂不可定位	Nonmalignant_epithelial	保留当前患者关联支持不足的结果。	不能称生物学阴性对照。	按全候选保留来源与功能背景。	results/BRCA/03_PATIENT/20260921T150000Z_mapping262_patient_v1/paired_RNA150.tsv	results/BRCA/07_INTEGRATION/20260921T154000Z_mapping262_integration_v1/relations262_comparison.tsv	results/BRCA/06_EXTERNAL/20260922T064625Z_sc156_subtypes_v1/genes156_subtype_appended.tsv	INTERPRETATION_NOT_NEW_TEST	False	专门讨论	既有汇总中的定向讨论；不等于全文审计或最终排序	DONE	NA	Nonmalignant_epithelial	DONE	10	0.013858228594218097	0.013858228594218	9	0.847	True	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	NOT_EVALUABLE	low_detection_or_fewer_than_two_covered_lineages	Malignant_epithelial	DONE	33	0.007380267698945014	0.0073802676989449	9	NA	False	results/BRCA/04_ROBUSTNESS/20260919T151200Z_all117_robustness_v2/all117_source_stability.tsv	DONE	9	0.0133038281761726	Malignant_epithelial	NOT_EVALUABLE	5	0.0033294352706117	暂不可定位	DONE	4	0.0121547956931116	暂不可定位	LOW_DETECTION_OR_COVERAGE	source_display_v2
