cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	rna_symbol	original_effect	original_q	family_n_planned	biochemical_disposition	n_unique_metabolite	n_unique_rna	bootstrap_valid	permutations	random_seed	loo_valid	loo_min	loo_max	loo_max_abs_delta	loo_any_sign_change	n_nonzero_differences	source_run_id	source_analysis_version	source_analysis_type	selection_status	evidence_label	all37_n	all37_rho	all37_p	all37_q	availability_n	availability_rho	availability_p	availability_q	availability_reuse_status	all37_nominal_same_direction	availability_nominal_same_direction	paired_RNA_effect	paired_RNA_p	paired_RNA_q	functional_review_status	external_review_status	func35_review_status	func35_annotation_level	func35_pair_scope	func35_evidence_class	func35_research_decision	func35_functional_conclusion	func35_metabolic_link	func35_counterevidence_or_limit	func35_research_increment	func35_next_action	func35_evidence_ids	func35_source_urls	func35_depmap_status	func35_depmap_score	func35_depmap_n_models	func35_acceptance_version	func35_acceptance_review_status	func35_acceptance_supplement_cn
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00147	adenine	APRT	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.20120320855614973	-0.14616771735604062	0.5102558899267627	0.2569	0.8389832599118944	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:353	APRT	1.00605822007937	0.000171933865206755	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	959739385	33	0.1429618768328446	0.2859237536656892	0.08472054510953944	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.12541488857278332	0.4666	0.8981828908554573	33	0.20120320855614973	0.2569	0.8153165048543689	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	0.7254693065266995	1.2276895300659913e-06	1.2733710009521677e-05	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00147	adenine	AQP9	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.38870320855614976	-0.6791920797846636	-0.03946098251555568	0.0248	0.6877548387096774	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:366	AQP9	1.00605822007937	0.000171933865206755	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	915443038	33	-0.5098973607038123	-0.3405425219941349	0.12119415214766255	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	SELECTED_NOMINAL_P	NOMINAL_P_ONLY_NOT_FDR	37	-0.39497392128971076	0.0151	0.44336000000000003	33	-0.38870320855614976	0.0248	0.6091542857142856	IDENTICAL_INPUT_PRIMARY_REUSED	True	True	1.3312382722248204	0.008854094604319108	0.014359731612822989	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	INITIAL39_NOMINAL_PAIR	CRC肿瘤模型基因干预报告	优先核查	有CRC基因功能报道，但促转移、药物增敏及抑增殖结果依背景不同	当前功能多涉及5-FU摄取、DVL2/Wnt或KRAS背景；腺嘌呤介导未证明	不能据同一基因标签确定统一抑制方向	按治疗、KRAS状态和生长/转移终点分层，检验背景差异	先核对三篇论文模型及方向，寻找对应公开表达/药物数据	E13;E14;E15	"https://pubmed.ncbi.nlm.nih.gov/28640255/
https://academic.oup.com/gastro/article/doi/10.1093/gastro/goad033/7205477
https://pubmed.ncbi.nlm.nih.gov/40210882/"	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00147	adenine	LACC1	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.11764705882352941	-0.2349131557620373	0.45232031882713253	0.514	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:144811	LACC1	1.00605822007937	0.000171933865206755	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	989561350	33	0.039589442815249266	0.20344574780058652	0.08579868897705711	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.025841631104789	0.8812	0.9869468267581475	33	0.11764705882352941	0.514	0.897802421307506	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.14574344060921085	0.9359149665170619	0.9422529911210148	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00147	adenine	MTAP	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.28442513368983957	-0.07625385549434968	0.6010827654992491	0.1088	0.8294046511627907	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:4507	MTAP	1.00605822007937	0.000171933865206755	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1162513594	33	0.22763929618768328	0.3625366568914956	0.07811152320165604	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.2747747747747748	0.1016	0.7104083333333334	33	0.28442513368983957	0.1088	0.7508294736842105	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	0.9785616119058993	0.00022451273089410114	0.0006032089034865609	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00147	adenine	PNP	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:4860	PNP	1.00605822007937	0.000171933865206755	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	0.5280469109323995	0.0029299470569270672	0.00529051168983592	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00147	adenine	SLC29A1	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.03141711229946524	-0.4106437233509324	0.35592026251306524	0.8619	0.9692618556701031	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:2030	SLC29A1	1.00605822007937	0.000171933865206755	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3944092275	33	-0.10667155425219942	0.0436217008797654	0.07525444195273417	True	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.11545756282598388	0.491	0.9031204481792716	33	-0.03141711229946524	0.8619	0.9767046357615895	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	2.0381144612358213	2.2893965847772327e-06	1.7913524154572735e-05	NOT_RUN	NOT_RUN	REVIEWED_IN_35_GENE_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH	CRC运输/药物摄取干预	保留	HCT116有ENT1敲低降低尿苷与地西他滨摄取的直接证据	运输关系较具体，但不等于一般抗肿瘤依赖	抑制转运可能降低特定药物疗效，不宜直接建议抑制	优先药物摄取/反应问题，而不是通用生长靶点	将未治疗表型、药物摄取和药物作用分列	E22	https://www.jstage.jst.go.jp/article/bpb/38/8/38_b14-00622/_html/-char/ja	NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	ABSTRACT_RECORDS_CHECKED	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00147	adenine	SLC29A2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.09491978609625669	-0.26594870740154475	0.45004799887704566	0.5967	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:3177	SLC29A2	1.00605822007937	0.000171933865206755	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3979061033	33	0.04032258064516129	0.1598240469208211	0.06490426082456442	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.12707444286391656	0.4535	0.8932990936555891	33	0.09491978609625669	0.5967	0.9140215456674474	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	0.7813892192059795	2.0963342436183463e-06	1.69993649573415e-05	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00147	adenine	SLC43A3	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.09324866310160428	-0.22847334456387383	0.38836771283019145	0.6015	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:29015	SLC43A3	1.00605822007937	0.000171933865206755	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1475607032	33	0.03555718475073314	0.15102639296187684	0.05777772986027256	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.06567093409198672	0.6973	0.9457360824742268	33	0.09324866310160428	0.6015	0.9141551963048498	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	0.18465631076380085	0.3042320687118558	0.34006892893605933	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00147	adenine	XDH	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:7498	XDH	1.00605822007937	0.000171933865206755	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	-2.203073121680699	3.540127962770127e-06	2.3219074579345242e-05	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	ADA	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.10427807486631016	-0.45646213749398074	0.2823426351130164	0.5674	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:100	ADA	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	428492243	33	-0.16385630498533724	-0.017595307917888565	0.0866827669484216	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.17970602181128498	0.2921	0.8403244635193133	33	-0.10427807486631016	0.5674	0.897802421307506	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	1.1669836497397998	5.596806639870124e-05	0.00017958099002748744	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	ADA2	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.3362299465240642	-0.045806303668512356	0.6362874492197895	0.0549	0.815	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:51816	ADA2	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	2419800487	33	0.27749266862170086	0.4116568914956012	0.07542694497153701	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.34281650071123754	0.039	0.5788163265306122	33	0.3362299465240642	0.0549	0.6698630136986301	IDENTICAL_INPUT_PRIMARY_REUSED	True	False	-1.4640785179895488	5.596806639870124e-05	0.00017958099002748744	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	ADK	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.32219251336898397	-0.6530073208910673	0.043930616574320125	0.0688	0.815	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:132	ADK	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	181847017	33	-0.41348973607038125	-0.26759530791788855	0.09129722270139728	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.41038406827880514	0.0134	0.44336000000000003	33	-0.32219251336898397	0.0688	0.6698630136986301	IDENTICAL_INPUT_PRIMARY_REUSED	True	False	0.7366324305159999	1.151616136732611e-05	5.188088858411561e-05	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	AHCY	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.27038770053475936	-0.5971949491093518	0.11224507810430491	0.1321	0.8362449438202246	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:191	AHCY	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	3939627630	33	-0.36033724340175954	-0.2126099706744868	0.08994954286700019	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.3138928402086297	0.0629	0.6822376811594203	33	-0.27038770053475936	0.1321	0.7797567567567567	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	1.7153643543746	5.91235537322886e-07	1.250737929641584e-05	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	AHCYL1	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:10768	AHCYL1	-1.43361692283717	3.68444811809424e-06	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	AHCYL2	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:23382	AHCYL2	-1.43361692283717	3.68444811809424e-06	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	LACC1	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.1483957219251337	-0.1636292538699657	0.4513473238197823	0.407	0.8904832214765099	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:144811	LACC1	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1274040050	33	0.1092375366568915	0.24120234604105573	0.09280662411592203	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.09933617828354671	0.5585	0.920827135678392	33	0.1483957219251337	0.407	0.8572128205128206	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.14574344060921085	0.9359149665170619	0.9422529911210148	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	NT5C	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_REACTION_SPECIFICITY_PENDING	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:30833	NT5C	-1.43361692283717	3.68444811809424e-06	NA	REACTION_SPECIFICITY_PENDING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	-0.32132821757999963	0.0004172966856444111	0.0010282559215326371	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	NT5C1A	GEO_annotated_independent_individual	33	NA	Spearman_rho	0.10246552766711016	-0.26133671642294365	0.4544848749069132	0.5674	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:84618	NT5C1A	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	30	4000	9999	198000203	33	0.03025025322929083	0.19415162527163024	0.09168609760452008	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	0.1434584171124065	0.3974	0.8606828947368421	33	0.10246552766711016	0.5674	0.897802421307506	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	0.06273575534796993	0.8663547800600295	0.888262602084536	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	NT5C1B	GEO_annotated_independent_individual	33	NA	Spearman_rho	-0.09692513368983957	-0.45069593164343197	0.2741741092724453	0.5924	0.9179794392523364	COAD_patient_v1_primary33	652	DONE	COMPUTED	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:93034	NT5C1B	-1.43361692283717	3.68444811809424e-06	674	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	33	33	4000	9999	1053834041	33	-0.1466275659824047	-0.017595307917888565	0.07932982577195101	False	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	NOT_SELECTED_P_GE_005	NO_NOMINAL_ASSOCIATION_SUPPORT	37	-0.01683262209577999	0.92	0.9946692556634305	33	-0.09692513368983957	0.5924	0.9140215456674474	IDENTICAL_INPUT_PRIMARY_REUSED	False	False	-0.12748973512191952	0.31271939666259707	0.34781259578932244	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
COAD	COAD	07_INTEGRATION	20260919T125421Z_nominal_priority_v1	COAD_nominal_priority_v1	primary33_nominal_priority_view	KEGG:C00212	adenosine	NT5C1B-RDH14	GEO_annotated_independent_individual	NA	NA	Spearman_rho	NA	NA	NA	NA	NA	NOT_IN_CURRENT_FAMILY	NA	NEEDS_REVIEW	OUTSIDE_LOCKED_FAMILY_UNIPROT_RECORD_NOT_EVALUABLE	GSE89076.Agilent8x60K.log2_transformed.gene_symbol.csv;PreprocessedData_COAD.xlsx	hsa:100526794	NA	-1.43361692283717	3.68444811809424e-06	NA	UNIPROT_RECORD_NOT_EVALUABLE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20260919T122034Z_patient_v1	COAD_patient_v1	primary33	OUTSIDE_LOCKED_FAMILY	NOT_TESTED	NA	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE_OR_OUTSIDE_FAMILY	NA	NA	NA	NA	NA	NOT_RUN	NOT_RUN	NOT_REVIEWED_THIS_BATCH	GENE_LEVEL_LITERATURE	NOT_REVIEWED_AS_A_PAIR_IN_THIS_BATCH										NOT_RUN/DEFERRED			COAD_function_nominal35_accepted_v1	NOT_REVIEWED_THIS_BATCH	
