cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	human_gene_id	pool	relation_types	identity_review_status	identity_note	compound_hypotheses	source_urls	exact_human_support_count	eligible_direct_support_count	experimental_annotation	original_camp_effect	original_camp_q	paired_metabolite_P	paired_metabolite_q	paired_up	paired_down	paired_equal	both_observed_pairs	previous_catalog_relation	previous_catalog_disposition	legacy_patient_status	legacy_patient_n	legacy_patient_rho	legacy_patient_P	legacy_patient_q	current_patient_status	current_patient_P	current_patient_q	reuse_requirement	legacy_RNA_status	legacy_RNA_effect	legacy_RNA_P	legacy_RNA_q	prior_35gene_scRNA_panel	prior_39relation	coad_functional_proof	relation_id	CAMP_effect	CAMP_ci_lower	CAMP_ci_upper	CAMP_p_value	CAMP_q_value	CAMP_n	CAMP_status	CAMP_reason	CAMP_input_sha256	CAMP_reused_from	CAMP_available_effect	CAMP_available_ci_lower	CAMP_available_ci_upper	CAMP_available_p_value	CAMP_available_q_value	CAMP_available_n	CAMP_available_status	CAMP_available_reason	CAMP_available_input_sha256	CAMP_available_reused_from	metabolite_paired_effect	metabolite_paired_p_value	metabolite_paired_q_value	metabolite_paired_n	metabolite_paired_status	metabolite_paired_pairs_higher	metabolite_paired_pairs_lower	metabolite_paired_pairs_equal	metabolite_available_effect	metabolite_available_p_value	metabolite_available_q_value	metabolite_available_n	metabolite_available_status	metabolite_available_pairs_higher	metabolite_available_pairs_lower	metabolite_available_pairs_equal	RNA_effect	RNA_ci_lower	RNA_ci_upper	RNA_p_value	RNA_q_value	RNA_n	RNA_status	RNA_reason	RNA_n_up	RNA_n_down	RNA_n_equal	Lee_display_top	Lee_status_x	Lee_reason	Lee_bootstrap_top_frequency	Lee_top_runner_gap	Lee_max_detection	Uhlitz_display_top	Uhlitz_status_x	Uhlitz_reason	Uhlitz_bootstrap_top_frequency	Uhlitz_top_runner_gap	Uhlitz_max_detection	Lee_shared_top	Uhlitz_shared_top	Lee_status_y	Uhlitz_status_y	Lee_top_frequency	Uhlitz_top_frequency
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00386	carnosine	SLC15A2	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:6565	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00386""]"	"[""https://www.uniprot.org/uniprotkb/Q16348/entry""]"	1	1	True	-0.552013685316796	0.0303181418621276	0.0009028823434238286	0.00256109920232987	5	24	4	25	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.1284540602491862	0.4753	0.9179794392523364	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.4186041142990402	0.13108640906987945	0.1606168638603468	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|carnosine|KEGG:C00386|hsa:6565	-0.1284540602491862	-0.4440430603427688	0.21989181424771945	0.4753	0.9159204545454547	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	c8272dc54ae1275084bf45dea91263449df09225f64de217655ad845a464faa5	patient_v1	0.01094204153451481	-0.41087499239523484	0.39171642763399434	0.9572	0.9927758539458187	26	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	73ba3b2870a00b73482c53fef38539dcbcaafc33f3f3666f94126b2cf74bd94c	availability_reuse_v2	-0.7179263858692541	0.0009028823434238286	0.00256109920232987	33	DONE	5	24	4	-0.7602517626959197	0.0006021785797492559	0.0020814433517419933	25	DONE	4	21	0	-0.3495705512826061	-0.9191541824048017	0.22001307983958956	0.22031838669678297	0.26510273165617576	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	13.0	20.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	0.706	0.0008524350927695441	0.016083897984257602	Plasma	DONE	DESCRIPTIVE_ONLY	0.584	0.002352575419654418	0.0766069669117015	Epithelial	B_lineage	DONE	DONE	0.715	1.0
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00386	carnosine	CNDP1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:84735	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00386""]"	"[""https://www.kegg.jp/entry/R01166"", ""https://www.uniprot.org/uniprotkb/Q96KN2/entry""]"	1	1	True	-0.552013685316796	0.0303181418621276	0.0009028823434238286	0.00256109920232987	5	24	4	25	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.24567842784632793	0.1702	0.8362449438202246	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.7569570693536698	0.01401703616449333	0.021409582634808307	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|carnosine|KEGG:C00386|hsa:84735	0.24567842784632793	-0.07141900378312944	0.5325524696223761	0.1702	0.8383375	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	1f58e6deb71bfdf61d5e506d1487808c93fe82e95d02075d24ebf33a83379f4f	patient_v1	0.09986320693449803	-0.2968722021810585	0.4937851715974982	0.619	0.9263728522336769	26	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	398da9054278e09671e42f055f41a30a332241e815c7bb86405c9f28254001ee	availability_reuse_v2	-0.7179263858692541	0.0009028823434238286	0.00256109920232987	33	DONE	5	24	4	-0.7602517626959197	0.0006021785797492559	0.0020814433517419933	25	DONE	4	21	0	-0.755422013160966	-1.2764849306455879	-0.23435909567634416	0.0058533239005065865	0.010048206029202972	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	13.0	20.0	0.0	暂不可定位	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	0.822	0.001798070121477537	0.007948878714775426	暂不可定位	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	0.516	0.0006337103953151222	0.002012072434607646	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.794	0.793
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00417	cis-aconitate	SLC25A1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:6576	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00417""]"	"[""https://www.uniprot.org/uniprotkb/P53007/entry""]"	1	1	True	-0.8353983577876	0.000307793700547115	5.3686202226740976e-05	0.0002667533173141192	4	28	1	30	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.005013787934276252	0.9788	0.9961054602184087	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.360548602523199	7.566726769933875e-05	0.00022802433374260192	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|cis-aconitate|KEGG:C00417|hsa:6576	-0.005013787934276252	-0.40131321378600054	0.4214370147060829	0.9788	0.9976260818713449	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	aeadd667b3de245615d2ee5304ad0b02fb2dad34e8312ebf23e85d4c78825c69	patient_v1	-0.02217741935483871	-0.42034992503356206	0.4121763155023415	0.9041	0.9848006180469715	31	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	8195a304b8cd5ace33b8c530295d5fd4548003fc36f30e69860cad64a0c40477	availability_reuse_v2	-0.9855852227559626	5.3686202226740976e-05	0.0002667533173141192	33	DONE	4	28	1	-1.0615245999079312	1.126539849982107e-05	9.427359797218685e-05	30	DONE	3	27	0	-0.4210590607076	-0.5961466401438842	-0.24597148127131582	2.6683753625769125e-05	7.80803018026767e-05	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	6.0	27.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	1.0	0.12579388616221474	0.4931992695772951	Epithelial	DONE	DESCRIPTIVE_ONLY	1.0	0.2514795240348507	0.4209629497019461	Epithelial	Epithelial	DONE	DONE	1.0	1.0
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00417	cis-aconitate	ACOD1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:730249	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00417""]"	"[""https://www.kegg.jp/entry/R02243"", ""https://www.uniprot.org/uniprotkb/A6NK06/entry""]"	1	1	True	-0.8353983577876	0.000307793700547115	5.3686202226740976e-05	0.0002667533173141192	4	28	1	30	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.05348040463228003	0.7646	0.9550176245210727	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.17215310233442072	0.7008611034218815	0.7303365703882222	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|cis-aconitate|KEGG:C00417|hsa:730249	0.05348040463228003	-0.3264123227493039	0.435032144844018	0.7646	0.9665698113207547	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	b9e96286e0b2ded65111756930c687fade5e757a8fb9aa666eee69d21a7aa595	patient_v1	0.12580645161290321	-0.2893957180440599	0.5109248026838918	0.4933	0.9168931354359926	31	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	63a4597dc4632fb98bfb9dc65c99c636e39e836488f82194aab9592b8437fde3	availability_reuse_v2	-0.9855852227559626	5.3686202226740976e-05	0.0002667533173141192	33	DONE	4	28	1	-1.0615245999079312	1.126539849982107e-05	9.427359797218685e-05	30	DONE	3	27	0	-0.04860800279189879	-0.3958620295060734	0.2986460239222758	0.7773847047992566	0.8102140786288381	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	14.0	19.0	0.0	暂不可定位	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	NA	NA	NA	Monocyte	DONE	DESCRIPTIVE_ONLY	1.0	0.10976879743005552	0.07632268983834857	暂不可定位	Myeloid	NOT_EVALUABLE	DONE	NA	1.0
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00158	citrate	CS	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:1431	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00158""]"	"[""https://www.kegg.jp/entry/R00351"", ""https://www.uniprot.org/uniprotkb/O75390/entry""]"	1	1	True	-1.08156774149304	4.64513926849744e-06	2.7894715873627007e-05	0.00018480249266277892	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.0678475935828877	0.7075	0.9386414634146342	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.21437676818959872	0.026111816620290225	0.037688900364561295	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|citrate|KEGG:C00158|hsa:1431	0.0678475935828877	-0.2538439404101792	0.40620782563388946	0.7075	0.9476640552995392	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	4472812e777aa1f09d3dbdfa6cd136a7651d937b296087d415aef7b22e4c5692	patient_v1	0.0678475935828877	-0.2538439404101792	0.40620782563388946	0.7075	0.9645469788519637	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	4472812e777aa1f09d3dbdfa6cd136a7651d937b296087d415aef7b22e4c5692	availability_reuse_v2	-0.9703731073522739	2.7894715873627007e-05	0.00018480249266277892	33	DONE	4	29	0	-0.9703731073522739	2.7894715873627007e-05	0.00017741039295626776	33	DONE	4	29	0	-0.11260442163125453	-0.24889777324200488	0.023688929979495815	0.10212863331085499	0.13182016580223138	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	11.0	22.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	1.0	0.09695195300607784	0.44704550770153184	Epithelial	DONE	DESCRIPTIVE_ONLY	0.806	0.0224884517241314	0.10561300823665067	Epithelial	Epithelial	DONE	DONE	1.0	0.982
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00158	citrate	SLC13A5	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:284111	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00158""]"	"[""https://www.uniprot.org/uniprotkb/Q86YT5/entry""]"	1	1	True	-1.08156774149304	4.64513926849744e-06	2.7894715873627007e-05	0.00018480249266277892	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.07955875090234565	0.6643	0.9386414634146342	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.04914764932908966	0.6615589548322263	0.6942477502474657	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|citrate|KEGG:C00158|hsa:284111	0.07955875090234565	-0.252428682967413	0.3918669699013325	0.6643	0.944224447949527	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	c4ab71f2eee37cf728f4cd2473567aa760a96dedd8c36b9067ae1c859a8e01a5	patient_v1	0.07955875090234565	-0.252428682967413	0.3918669699013325	0.6643	0.9528341503267974	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	c4ab71f2eee37cf728f4cd2473567aa760a96dedd8c36b9067ae1c859a8e01a5	availability_reuse_v2	-0.9703731073522739	2.7894715873627007e-05	0.00018480249266277892	33	DONE	4	29	0	-0.9703731073522739	2.7894715873627007e-05	0.00017741039295626776	33	DONE	4	29	0	0.09250472747984972	-0.2506853138976345	0.43569476885733394	0.5867872797435076	0.6398300633053131	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	16.0	17.0	0.0	暂不可定位	NOT_EVALUABLE	INSUFFICIENT_TYPES_OR_TOP_DETECTION_BELOW_1_PERCENT	0.987	0.0026921064651899257	0.0034660399984147833	暂不可定位	NOT_EVALUABLE	GENE_MISSING_OR_IDENTITY_HOLD	NA	NA	NA	暂不可定位	暂不可定位	NOT_EVALUABLE	NOT_EVALUABLE	0.976	NA
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00158	citrate	ACLY	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:47	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00158""]"	"[""https://www.kegg.jp/entry/R00352"", ""https://www.uniprot.org/uniprotkb/P53396/entry""]"	1	1	True	-1.08156774149304	4.64513926849744e-06	2.7894715873627007e-05	0.00018480249266277892	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.10995989304812834	0.5403	0.9179794392523364	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.6924253462560994	1.0246143586016148e-06	1.250737929641584e-05	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|citrate|KEGG:C00158|hsa:47	-0.10995989304812834	-0.42982412060301506	0.23051389061232483	0.5403	0.9159204545454547	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	f1688206148857502cd6947347dd470e475ba395b5f82a1714c4389c3ef272f0	patient_v1	-0.10995989304812834	-0.42982412060301506	0.23051389061232483	0.5403	0.9168931354359926	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	f1688206148857502cd6947347dd470e475ba395b5f82a1714c4389c3ef272f0	availability_reuse_v2	-0.9703731073522739	2.7894715873627007e-05	0.00018480249266277892	33	DONE	4	29	0	-0.9703731073522739	2.7894715873627007e-05	0.00017741039295626776	33	DONE	4	29	0	0.8346034636629339	0.6290118619008245	1.0401950654250434	1.904870464992705e-09	1.7354117342936226e-08	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	32.0	1.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	0.507	0.00029160900103086806	0.395186073850765	Endothelial	DONE	DESCRIPTIVE_ONLY	1.0	0.17734930609714378	0.463826392747632	Epithelial	Stromal	DONE	DONE	0.494	0.47
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00158	citrate	ACO1	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:48	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00158""]"	"[""https://www.kegg.jp/entry/R01324"", ""https://www.kegg.jp/entry/R01325"", ""https://www.uniprot.org/uniprotkb/P21399/entry""]"	1	1	True	-1.08156774149304	4.64513926849744e-06	2.7894715873627007e-05	0.00018480249266277892	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	-0.23897058823529413	0.1723	0.8362449438202246	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.3264797015161989	0.0010426920055153215	0.00220398404957267	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|citrate|KEGG:C00158|hsa:48	-0.23897058823529413	-0.5628666871024876	0.15860874508481138	0.1723	0.8383375	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	77d541093d5f87a3629ccfaf7f22189fc7c0da9acaf8c640006b781dd58a876f	patient_v1	-0.23897058823529413	-0.5628666871024876	0.15860874508481138	0.1723	0.777710152284264	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	77d541093d5f87a3629ccfaf7f22189fc7c0da9acaf8c640006b781dd58a876f	availability_reuse_v2	-0.9703731073522739	2.7894715873627007e-05	0.00018480249266277892	33	DONE	4	29	0	-0.9703731073522739	2.7894715873627007e-05	0.00017741039295626776	33	DONE	4	29	0	0.3229016620181968	0.09896976271086885	0.5468335613255247	0.006093948397701947	0.010426523006034891	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	27.0	6.0	0.0	Stromal cells	DONE	DESCRIPTIVE_ONLY	1.0	0.042294441916606945	0.1973318535366669	Fibroblast	DONE	DESCRIPTIVE_ONLY	1.0	0.10407992783053718	0.3470600610354605	Stromal	Stromal	DONE	DONE	1.0	1.0
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00158	citrate	ACO2	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:50	DIRECT	DIRECT_SUBSTRATE_OR_PRODUCT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00158""]"	"[""https://www.kegg.jp/entry/R01324"", ""https://www.kegg.jp/entry/R01325"", ""https://www.uniprot.org/uniprotkb/Q99798/entry""]"	1	1	False	-1.08156774149304	4.64513926849744e-06	2.7894715873627007e-05	0.00018480249266277892	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.0006684491978609625	0.9983	0.9998334869431642	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	-0.9773161856321995	6.484785739349568e-07	1.250737929641584e-05	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|citrate|KEGG:C00158|hsa:50	0.0006684491978609625	-0.3920141186125841	0.37842758852156405	0.9983	0.9994474712643677	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	ad7688a4a0bae2bf5c32aaf940f067bf5c11de506f56e6a936f4da2a6176f4f1	patient_v1	0.0006684491978609625	-0.3920141186125841	0.37842758852156405	0.9983	1.0	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	ad7688a4a0bae2bf5c32aaf940f067bf5c11de506f56e6a936f4da2a6176f4f1	availability_reuse_v2	-0.9703731073522739	2.7894715873627007e-05	0.00018480249266277892	33	DONE	4	29	0	-0.9703731073522739	2.7894715873627007e-05	0.00017741039295626776	33	DONE	4	29	0	-0.9658685023907999	-1.1321999211807778	-0.799537083600822	3.2026115883761266e-13	4.123362420034263e-11	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	1.0	32.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	1.0	0.09112518859912302	0.5161410275470483	Epithelial	DONE	DESCRIPTIVE_ONLY	0.935	0.06768243755808417	0.31698909109112455	Epithelial	Epithelial	DONE	DONE	1.0	0.979
COAD	CAMP_COAD	02_MAPPING	20260922T053000Z_paired101_mapping_v1	paired101_direct_mapping_v1	scoped_direct_annotation_mapping	KEGG:C00158	citrate	ANKH	metabolite_feature_x_human_gene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DONE	EXACT_HUMAN_REACTION_TARGET_ANNOTATION	KEGG;reviewed_human_UniProt;Rhea	hsa:56172	DIRECT	DIRECT_TRANSPORT	ORIGINAL_KEGG_NAME_COMPATIBLE	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。	"[""C00158""]"	"[""https://www.uniprot.org/uniprotkb/Q9HCJ1/entry""]"	1	1	False	-1.08156774149304	4.64513926849744e-06	2.7894715873627007e-05	0.00018480249266277892	4	29	0	33	True	REACTION_ANNOTATION_SUPPORTED_PROVISIONAL	DONE	33	0.12283780438976818	0.4947	0.9179794392523364	NOT_RUN	NA	NA	CHECK_INPUT_HASHES_BEFORE_REUSE;NEW_FAMILY_Q_REQUIRED	DONE	0.6065209259501394	0.0039060080746021477	0.006940556180368757	False	False	NOT_ESTABLISHED_BY_MAPPING	COAD|citrate|KEGG:C00158|hsa:56172	0.12283780438976818	-0.21461077613191146	0.4284791921159033	0.4947	0.9159204545454547	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	4ebeb8103e97d765825858b810741f7ea752233ca4068d4b06f64d2155bd980f	patient_v1	0.12283780438976818	-0.21461077613191146	0.4284791921159033	0.4947	0.9168931354359926	33	DONE	REUSED_AFTER_SOURCE_HASH_AND_VECTOR_CHECK	4ebeb8103e97d765825858b810741f7ea752233ca4068d4b06f64d2155bd980f	availability_reuse_v2	-0.9703731073522739	2.7894715873627007e-05	0.00018480249266277892	33	DONE	4	29	0	-0.9703731073522739	2.7894715873627007e-05	0.00017741039295626776	33	DONE	4	29	0	0.4848351139631685	0.15585379226300428	0.8138164356633326	0.005169253327938222	0.00899481548091141	33	DONE	NEW_METHOD_PAIRED_T_OLD_WILCOXON_PRESERVED	24.0	9.0	0.0	Epithelial cells	DONE	DESCRIPTIVE_ONLY	0.905	0.04056180112178681	0.4375216571377232	Endothelial	DONE	DESCRIPTIVE_ONLY	0.596	0.015201434563222649	0.2857322263442672	Epithelial	Epithelial	DONE	DONE	0.918	0.681
