cancer	cohort	stage_id	run_id	analysis_version	analysis_type	metabolite_key	metabolite_name	gene	unit	n	n_reference	effect_type	effect	ci_lower	ci_upper	p_value	q_value	test_family	family_n_evaluable	status	reason	source_id	study	technology	eligible_lineages	highest_median_CPM_lineage	n_qualified_patients	median_CPM	median_detection	interpretation
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	B4GALT2	patient	20	NA	median_patient_pseudobulk_CPM	24.292843237040117	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	24.292843237040117	0.26700638203136595	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	BCAT2	patient	22	NA	median_patient_pseudobulk_CPM	18.01907615381151	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	18.01907615381151	0.2313595938850245	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	BCAT2	patient	41	NA	median_patient_pseudobulk_CPM	18.81044070268023	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Epi	41	18.81044070268023	0.19536423841059603	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	BCAT2	patient	20	NA	median_patient_pseudobulk_CPM	16.746841889478198	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Epi	20	16.746841889478198	0.38058997893253377	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	BPGM	patient	19	NA	median_patient_pseudobulk_CPM	51.71771590358277	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Stromal cells	19	51.71771590358277	0.31699346405228757	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	BPGM	patient	31	NA	median_patient_pseudobulk_CPM	34.59273967579684	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Strom	31	34.59273967579684	0.1797752808988764	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	BPGM	patient	20	NA	median_patient_pseudobulk_CPM	26.23770736546137	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	26.23770736546137	0.26689650219061983	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	CANT1	patient	22	NA	median_patient_pseudobulk_CPM	34.64502685145406	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	34.64502685145406	0.4197125134200167	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	CANT1	patient	41	NA	median_patient_pseudobulk_CPM	58.681298362478074	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Epi	41	58.681298362478074	0.40018570102135564	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	CANT1	patient	20	NA	median_patient_pseudobulk_CPM	72.44059209068065	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Epi	20	72.44059209068065	0.6914276970458735	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	ENO2	patient	19	NA	median_patient_pseudobulk_CPM	13.68213660245184	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Stromal cells	19	13.68213660245184	0.10810810810810811	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	ENO2	patient	11	NA	median_patient_pseudobulk_CPM	20.45659111365682	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Mast	11	20.45659111365682	0.047619047619047616	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	ENO2	patient	8	NA	median_patient_pseudobulk_CPM	28.83563301866007	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Mast	8	28.83563301866007	0.1225	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	ENTPD3	patient	22	NA	median_patient_pseudobulk_CPM	0.011103700008227841	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	0.011103700008227841	0.0002628811777076761	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	ENTPD3	patient	41	NA	median_patient_pseudobulk_CPM	0.08270011235637265	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Epi	41	0.08270011235637265	0.0014655593551538837	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	ENTPD3	patient	20	NA	median_patient_pseudobulk_CPM	0.21432202393954064	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Epi	20	0.21432202393954064	0.008883630080384643	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GMPR	patient	23	NA	median_patient_pseudobulk_CPM	5.906820444472129	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Myeloids	23	5.906820444472129	0.02903225806451613	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GMPR	patient	11	NA	median_patient_pseudobulk_CPM	78.21360134527394	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Mast	11	78.21360134527394	0.14285714285714285	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GMPR	patient	8	NA	median_patient_pseudobulk_CPM	100.2391089470561	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Mast	8	100.2391089470561	0.2866666666666666	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GNPAT	patient	19	NA	median_patient_pseudobulk_CPM	25.6384873577331	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Stromal cells	19	25.6384873577331	0.20642201834862386	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GNPAT	patient	31	NA	median_patient_pseudobulk_CPM	27.645845658772856	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Strom	31	27.645845658772856	0.17207792207792208	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GNPAT	patient	20	NA	median_patient_pseudobulk_CPM	28.764159161955433	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	28.764159161955433	0.31424965195659105	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTA4	patient	19	NA	median_patient_pseudobulk_CPM	28.70992698612253	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Stromal cells	19	28.70992698612253	0.22641509433962265	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTA4	patient	31	NA	median_patient_pseudobulk_CPM	29.050294604164105	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Strom	31	29.050294604164105	0.16666666666666666	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTA4	patient	20	NA	median_patient_pseudobulk_CPM	22.444850312729614	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	22.444850312729614	0.2667886119965227	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTO2	patient	22	NA	median_patient_pseudobulk_CPM	27.252507786404298	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Epithelial cells	22	27.252507786404298	0.34613242574257425	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTO2	patient	41	NA	median_patient_pseudobulk_CPM	37.11997375312904	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Epi	41	37.11997375312904	0.31373937677053826	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTO2	patient	20	NA	median_patient_pseudobulk_CPM	29.92123852342118	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Epi	20	29.92123852342118	0.4481510946505789	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTT2	patient	NA	NA	median_patient_pseudobulk_CPM	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	0	NA	NA	NA	NA	NOT_EVALUABLE: gene unavailable or insufficient coverage
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTT2	patient	NA	NA	median_patient_pseudobulk_CPM	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	0	NA	NA	NA	NA	NOT_EVALUABLE: gene unavailable or insufficient coverage
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTT2	patient	NA	NA	median_patient_pseudobulk_CPM	NA	NA	NA	NA	NA	NA	NA	NOT_EVALUABLE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	0	NA	NA	NA	NA	NOT_EVALUABLE: gene unavailable or insufficient coverage
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTT2B	patient	19	NA	median_patient_pseudobulk_CPM	12.44603923948956	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Stromal cells	19	12.44603923948956	0.10047846889952153	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTT2B	patient	31	NA	median_patient_pseudobulk_CPM	10.25304515441086	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Strom	31	10.25304515441086	0.056179775280898875	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	GSTT2B	patient	20	NA	median_patient_pseudobulk_CPM	8.223543297206612	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	8.223543297206612	0.10511445957693422	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	HAGH	patient	23	NA	median_patient_pseudobulk_CPM	43.254788603407285	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	T cells	23	43.254788603407285	0.11646586345381527	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	HAGH	patient	41	NA	median_patient_pseudobulk_CPM	56.30221845557088	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	TNKILC	41	56.30221845557088	0.11373873873873874	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	HAGH	patient	20	NA	median_patient_pseudobulk_CPM	55.320054938801064	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	TNKILC	20	55.320054938801064	0.18517857142857141	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	HDC	patient	22	NA	median_patient_pseudobulk_CPM	0.0	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	NO_POSITIVE_MEDIAN	NA	0.0	0.0	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	HDC	patient	11	NA	median_patient_pseudobulk_CPM	299.41843726607937	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Mast	11	299.41843726607937	0.3333333333333333	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	HDC	patient	8	NA	median_patient_pseudobulk_CPM	407.9171620133253	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Mast	8	407.9171620133253	0.603030303030303	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Lee2020_GSE132465	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	ICMT	patient	19	NA	median_patient_pseudobulk_CPM	36.788833283688184	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Lee2020_GSE132465	Lee2020_GSE132465	10x_3prime_v2	5	Stromal cells	19	36.788833283688184	0.2911392405063291	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	ICMT	patient	31	NA	median_patient_pseudobulk_CPM	39.76599342622495	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv2	7	Strom	31	39.76599342622495	0.225	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
COAD	Pelka2021_GSE178341	06_EXTERNAL	20260920T081200Z_cell_expression35_v2	COAD_cell_origin35_v2	descriptive_lineage_maximum	NA	NA	ICMT	patient	20	NA	median_patient_pseudobulk_CPM	49.13599744712225	NA	NA	NA	NA	NA	NA	DONE	Display of existing summary; no independent evidence; not cell-type specificity	Pelka2021_GSE178341	Pelka2021_GSE178341	SC3Pv3	7	Strom	20	49.13599744712225	0.4229138398914518	Descriptive maximum among sufficiently covered lineages; not specificity, significance, or function
