cancer	gene	pool_status	work_priority	priority_reason	functional_class	functional_class_code	study_record_count	unique_source_count	genetic_intervention_reported	linked_direct_metabolites	direct_relation_ids	n_direct_relations	mapping_status	original_best_metabolite	original_n	original_rho	original_q	same_relation_er_v3_n	same_relation_er_v3_rho	same_relation_er_v3_q	same_relation_er_v2_q	er_v3_display_best_relation	er_v3_display_best_q	patient_evidence_summary	functional_summary	models	interventions	metabolite_readout	counterevidence_and_limits	research_increment	next_minimal_action	review_depth	literature_search_status	fulltext_review_status	mediation_in_CAMP	depmap_status	depmap_score	depmap_n_models	common_essential_status	normal_tissue_safety	cptac_role	fuscc_status	study_ids	source_urls	original_statistics_source	robustness_source	direct_mapping_source	review_status	snapshot_commit
BRCA	CPT2	RETAINED	保留	放射耐药及营养应激背景遗传支持	有乳腺癌遗传干预报告	A	2	2	True	palmitoylcarnitine	KEGG:C02990|CPT2	1	复用原v1生化候选；未重新全面核验反应注释	palmitoylcarnitine	61.0	0.0765569225256221	0.7206992307692309	58.0	0.1557812842454022	0.49527439024390246	0.7512847826086956	KEGG:C02990|CPT2	0.49527439024390246	本轮ER关联未过0.05；不以此排除功能价值	S024（2019）：放射诱导ERK、侵袭性生长和放射耐受下降 | S026（2021）：降低HRD1敲低所致体内外生长增加；代谢补偿与CB839响应不同	S024：MCF7/C6、MDA-MB-231/C4放射耐药及衍生干细胞 | S026：MDA-MB-231等TNBC；谷氨酰胺缺乏/HRD1敲低背景	S024：CRISPR CPT1A/CPT2缺失；FAO抑制药物 | S026：抑制CPT2表达，结合HRD1扰动	S024：FAO检测 | S026：FAO与谷氨酰胺替代燃料	S024：放射应激/耐药模型，不是所有未治疗BRCA；药物部分不可单独归属 | S026：摘要中ubiquitinates and stabilizes措辞与降解叙述需全文核对，不复制为确定分子方向	放射耐药及营养应激背景遗传支持	保留HRD1/泛素化措辞疑点，核对蛋白稳定性和具体营养条件	摘要及图注	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S024; S026	"https://pubmed.ncbi.nlm.nih.gov/31803610/
https://pubmed.ncbi.nlm.nih.gov/33207079/"	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	CRAT	RETAINED	暂挂	现有主要是AR抑制后表达/FAO背景	功能线索待方法/模型核定	F	1	1	False	octanoylcarnitine (C8); butyrylcarnitine	KEGG:C02838|CRAT; KEGG:C02862|CRAT	2	复用原v1生化候选；未重新全面核验反应注释	butyrylcarnitine	61.0	0.2278159703860391	0.2100857142857142	61.0	0.22309521152567965	0.33799787234042555	0.3074711538461538	KEGG:C02862|CRAT	0.33799787234042555	本轮ER关联未过0.05；不以此排除功能价值	S029（2026）：CRAT表达在部分模型随AR抑制降低；T47D短时响应不同	S029：ESR1突变MCF7/T47D乳腺癌	S029：Enzalutamide/雄激素受体背景；CRAT直接扰动待核实	S029：短链酰基肉碱与OXPHOS背景	S029：AR药物不是CRAT专一功能实验；题录卷期2026/在线2025	现有主要是AR抑制后表达/FAO背景	先取得CRAT基因特异干预；不因Enzalutamide有效就记CRAT有效	原始研究可见结果片段	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S029	https://academic.oup.com/endo/article/167/1/bqaf168/8320418	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	CROT	RETAINED	暂挂	本轮没有可归属BRCA的特异功能出处	本轮未取得适用干预报告	J	0	0	False	octanoylcarnitine (C8)	KEGG:C02838|CROT	1	复用原v1生化候选；未重新全面核验反应注释	octanoylcarnitine (C8)	61.0	0.2098112144199038	0.2489863636363636	34.0	-0.21372842515391713	0.49527439024390246	0.4550611764705883	KEGG:C02838|CROT	0.49527439024390246	本轮ER关联未过0.05；不以此排除功能价值	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。				有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	本轮没有可归属BRCA的特异功能出处	保留肉碱关系，关注区室/底物与CRAT区别	BOUNDED_GENE_SEARCH_ONLY	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接			https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	CS	RETAINED	保留	MAEL背景恢复CS的救援支持，但非普适CS抑癌	有乳腺癌遗传干预报告	A	1	1	True	citrate	KEGG:C00158|CS	1	复用原v1生化候选；未重新全面核验反应注释	citrate	61.0	-0.188770161886938	0.318288	55.0	-0.08361252426147031	0.7394142857142856	0.3920957746478873	KEGG:C00158|CS	0.7394142857142856	本轮ER关联未过0.05；不以此排除功能价值	S027（2023）：CS和/或FH恢复可逆转MAEL促恶性行为；氧化磷酸化—糖酵解转换	S027：乳腺癌细胞；具体细胞系未从摘要核实	S027：CS/FH过表达救援MAEL作用；MAEL/溶酶体相关干预	S027：CS/FH蛋白降解和代谢通路	S027：救援背景不同于单基因普遍抑癌；不把CS活性观测当CS敲除	MAEL背景恢复CS的救援支持，但非普适CS抑癌	核查独立CS构建和代谢物读数，排除CS缩写噪声	原始研究摘要	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S027	https://pubmed.ncbi.nlm.nih.gov/36866961/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	CTNS	RETAINED	优先核查	MFSD12/溶酶体胱氨酸储存研究有价值，CTNS归因未完整	功能线索待方法/模型核定	F	1	1	False	cystine	KEGG:C00491|CTNS	1	复用原v1生化候选；未重新全面核验反应注释	cystine	61.0	0.0746892382641936	0.7333568181818183	56.0	0.06652089293135131	0.7747423357664234	0.905332075471698	KEGG:C00491|CTNS	0.7747423357664234	本轮ER关联未过0.05；不以此排除功能价值	S028（2023）：CTNS介导释放参与GSH维持；MFSD12突变抑制肿瘤	S028：乳腺癌氧化应激、化疗及溶酶体储存模型	S028：主要为MFSD12/mTORC1调节；CTNS直接肿瘤终点扰动待全文核实	S028：溶酶体cyst(e)ine储存/释放与GSH	S028：不能把MFSD12干预产生的肿瘤结果全部算CTNS抑制效果	MFSD12/溶酶体胱氨酸储存研究有价值，CTNS归因未完整	直接定位CTNS而不是MFSD12的扰动终点与GSH读数	原始研究摘要	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S028	https://pubmed.ncbi.nlm.nih.gov/37751742/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	DPYD	RETAINED	保留	5-FU药敏背景与代谢酶作用需分开	功能线索待方法/模型核定	F	1	1	False	uracil; 5,6-dihydrouracil	KEGG:C00106|DPYD; KEGG:C00429|DPYD	2	复用原v1生化候选；未重新全面核验反应注释	uracil	61.0	-0.2640401903754626	0.1611675	61.0	-0.29330648704235057	0.19665000000000002	0.1512692307692307	KEGG:C00106|DPYD	0.19665000000000002	本轮ER关联未过0.05；不以此排除功能价值	S030（2013）：53BP1影响5-FU敏感性；TS和DPYD为相关下游	S030：乳腺癌细胞及裸鼠异种移植	S030：53BP1增加/降低，5-FU处理	S030：未证明CAMP尿嘧啶关系介导	S030：主要干预是53BP1；不能全部归为DPYD特异扰动	5-FU药敏背景与代谢酶作用需分开	先查基因本体操作；不把53BP1下游改变当DPYD独立抗癌	原始研究摘要	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S030	https://pubmed.ncbi.nlm.nih.gov/24040364/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	DPYS	RETAINED	暂挂	未获得BRCA特异遗传扰动来源	本轮未取得适用干预报告	J	0	0	False	5,6-dihydrouracil	KEGG:C00429|DPYS	1	复用原v1生化候选；未重新全面核验反应注释	5,6-dihydrouracil	61.0	-0.278229770295936	0.1406	50.0	-0.17374783855063022	0.5021364705882353	0.2444294117647059	KEGG:C00429|DPYS	0.5021364705882353	本轮ER关联未过0.05；不以此排除功能价值	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。				有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	未获得BRCA特异遗传扰动来源	保留二氢尿嘧啶关系；药物代谢/毒性资料不能当肿瘤依赖	BOUNDED_GENE_SEARCH_ONLY	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接			https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	ETNK1	RETAINED	优先核查	2024摘要方向矛盾，2026CTX背景又提示ETNK1参与药效	有干预但情境/方向分歧	B	2	2	True	ethanolamine; phosphoethanolamine	KEGG:C00189|ETNK1; KEGG:C00346|ETNK1	2	复用原v1生化候选；未重新全面核验反应注释	ethanolamine	61.0	0.3842411422527763	0.0418	61.0	0.3853669504047172	0.053437500000000006	0.0534375	KEGG:C00189|ETNK1	0.053437500000000006	本轮ER关联未过0.05；不以此排除功能价值	S031（2024）：方法、结果和结论对干预方向有内部不一致 | S032（2026）：ETNK1降低逆转CTX对存活、铁死亡与自噬的作用，体内外均报告	S031：MDA-MB-231及移植瘤 | S032：MCF7、4T1细胞和MCF7裸鼠移植瘤	S031：miR抑制/模拟、OE-ETNK1；摘要又写ETNK1-knockdown | S032：CTX处理；ETNK1降低；自噬抑制	S031：未见乙醇胺/磷酸乙醇胺因果测量 | S032：Fe2+、MDA、GSH、ROS；不是乙醇胺反应测量	S031：需全文图和构建核查，不能给抑制/恢复方向 | S032：治疗条件下支持ETNK1参与；不是ETNK1抑制可普遍抗肿瘤。与2024研究作者单位相近，不计独立患者验证	2024摘要方向矛盾，2026CTX背景又提示ETNK1参与药效	逐图核定两文构建与处理；本轮暂不赋予普适抑制/激活方向	原始研究摘要	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	既有10基因对比有组织/plex混杂；不用于优先级加分	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S031; S032	"https://pubmed.ncbi.nlm.nih.gov/38694857/
https://pubmed.ncbi.nlm.nih.gov/42003071/"	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	ETNK2	RETAINED	暂挂	ETNK1的功能不能替代ETNK2	本轮未取得适用干预报告	J	0	0	False	ethanolamine; phosphoethanolamine	KEGG:C00189|ETNK2; KEGG:C00346|ETNK2	2	复用原v1生化候选；未重新全面核验反应注释	phosphoethanolamine	61.0	0.2153886832363828	0.2478184615384615	61.0	0.2624504139385992	0.25708965517241383	0.2259272727272727	KEGG:C00346|ETNK2	0.25708965517241383	本轮ER关联未过0.05；不以此排除功能价值	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。				有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	ETNK1的功能不能替代ETNK2	保留两条代谢关系，核查ETNK2特异乳腺癌研究	BOUNDED_GENE_SEARCH_ONLY	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接			https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	FDFT1	RETAINED	优先核查	乳腺癌敲低后促凋亡与促增殖/抑铁死亡结果冲突	有干预但情境/方向分歧	B	3	3	True	squalene	KEGG:C00751|FDFT1	1	复用原v1生化候选；未重新全面核验反应注释	squalene	61.0	-0.0629161388415127	0.7798821428571429	38.0	0.042440139929028765	0.8795677215189873	0.7685228571428572	KEGG:C00751|FDFT1	0.8795677215189873	本轮ER关联未过0.05；不以此排除功能价值	S033（2024）：敲低诱导凋亡；过表达部分救援ATT；NEDD4/TNFR1/NF-kB相关 | S034（2025）：图注明确FDFT1降低促进增殖并抑制铁死亡 | S035（2025）：FDFT1敲低逆转THEM6诱导的卡铂敏感性；铁死亡背景	S033：MCF7等乳腺癌细胞；多亚型患者来源类器官 | S034：MDA-MB-231；MCF7和MCF10A表达对照 | S035：TNBC细胞及移植瘤	S033：FDFT1敲低、过表达救援；ATT药物及SPR/CETSA | S034：FDFT1 siRNA、丙戊酸处理 | S035：THEM6增加；FDFT1敲低作为救援	S033：未从摘要核实角鲨烯定量或代谢救援 | S034：铁死亡读数；未确认CAMP角鲨烯介导 | S035：铁/MDA/ROS等	S033：类器官不是临床有效性；药物安全不能外推；其他TNBC研究出现相反背景 | S034：与2024敲低诱导凋亡结论存在模型/条件矛盾；不择优忽略 | S035：特定THEM6和卡铂背景；非普遍FDFT1单基因依赖	乳腺癌敲低后促凋亡与促增殖/抑铁死亡结果冲突	按细胞系、药物、救援和营养背景核对，不给统一抑制方向	原始研究摘要 | 原始研究摘要及图注	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S033; S034; S035	"https://pubmed.ncbi.nlm.nih.gov/39461203/
https://pmc.ncbi.nlm.nih.gov/articles/PMC12116638/
https://pubmed.ncbi.nlm.nih.gov/40619388/"	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	FH	RETAINED	优先核查	MAEL救援研究与2025 FH促癌研究方向不同	有干预但情境/方向分歧	B	2	2	True	malate	KEGG:C00149|FH	1	复用原v1生化候选；未重新全面核验反应注释	malate	61.0	0.304071919619249	0.1056535714285714	61.0	0.23125610471501387	0.33799787234042555	0.3074711538461538	KEGG:C00149|FH	0.33799787234042555	本轮ER关联未过0.05；不以此排除功能价值	S027（2023）：CS和/或FH恢复可逆转MAEL促恶性行为；氧化磷酸化—糖酵解转换 | S036（2025）：过表达增强增殖/迁移/侵袭，敲低降低；p21/MMP1及ROS联系	S027：乳腺癌细胞；具体细胞系未从摘要核实 | S036：MCF7、MDA-MB-231；体内模型	S027：CS/FH过表达救援MAEL作用；MAEL/溶酶体相关干预 | S036：FH过表达、两条shRNA	S027：CS/FH蛋白降解和代谢通路 | S036：TCA、ROS；作者区分催化与非催化作用	S027：救援背景不同于单基因普遍抑癌；不把CS活性观测当CS敲除 | S036：与MAEL研究中恢复FH逆转恶性行为的结果存在情境差异；不能只贴肿瘤抑制或促癌标签	MAEL救援研究与2025 FH促癌研究方向不同	比较独立构建、剂量、代谢区室及ROS背景，先解释冲突	原始研究摘要 | 摘要及全文结果段落	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S027; S036	"https://pubmed.ncbi.nlm.nih.gov/36866961/
https://link.springer.com/article/10.1186/s40170-025-00397-z"	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	FOLH1	RETAINED	保留	组织表达和潜在递送靶点不等于NAAG代谢依赖	观察性或非基因特异背景	G	1	1	False	glutamate; gamma-glutamylglutamate; N-acetyl-aspartyl-glutamate (NAAG)	KEGG:C00025|FOLH1; KEGG:C05282|FOLH1; KEGG:C12270|FOLH1	3	复用原v1生化候选；未重新全面核验反应注释	glutamate	61.0	0.2109994711792702	0.2592260869565218	61.0	0.12424510416334508	0.5986693069306931	0.5814	KEGG:C00025|FOLH1	0.5986693069306931	本轮ER关联未过0.05；不以此排除功能价值	S037（2024）：基底样高表达与结局相关，提出放射性药物靶向可能	S037：TCGA 998例亚型/拷贝数/转录及蛋白	S037：观察性分析，未进行FOLH1基因敲低	S037：没有NAAG/谷氨酸介导验证	S037：靶向递送抗原不等于代谢酶依赖；本次不计基因干预支持	组织表达和潜在递送靶点不等于NAAG代谢依赖	区别抗原递送、血管来源与细胞内代谢酶作用	原始研究摘要	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S037	https://pubmed.ncbi.nlm.nih.gov/38664014/	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	GAMT	RETAINED	暂挂	本轮没有取得BRCA基因特异干预	本轮未取得适用干预报告	J	0	0	False	creatine	KEGG:C00300|GAMT	1	复用原v1生化候选；未重新全面核验反应注释	creatine	61.0	0.1092014806980433	0.55632	61.0	0.1946903688680492	0.4116436363636364	0.37734	KEGG:C00300|GAMT	0.4116436363636364	本轮ER关联未过0.05；不以此排除功能价值	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。				有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	本轮没有取得BRCA基因特异干预	肌酸补充/转运研究不可直接算为GAMT功能	BOUNDED_GENE_SEARCH_ONLY	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接			https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	GCLC	RETAINED	保留	有NRF2/GSH通路线索，直接GCLC遗传支持尚待定位	功能线索待方法/模型核定	F	1	1	False	glutamate; cysteine	KEGG:C00025|GCLC; KEGG:C00097|GCLC	2	复用原v1生化候选；未重新全面核验反应注释	cysteine	61.0	0.1544685351665785	0.4405548387096774	60.0	0.147195258084722	0.5098909090909092	0.4601454545454546	KEGG:C00097|GCLC	0.5098909090909092	本轮ER关联未过0.05；不以此排除功能价值	S038（2011）：GCLC表达和GSH发生变化	S038：MCF7	S038：15d-PGJ2处理、Nrf2 siRNA	S038：GSH	S038：上游Nrf2/多靶药物，不等于已核实GCLC特异抗癌干预	有NRF2/GSH通路线索，直接GCLC遗传支持尚待定位	只补具体基因敲低/救援，别追加泛铁死亡关联图	原始研究摘要	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接	S038	https://pubs.acs.org/doi/10.1021/tx200090n	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	NEEDS_REVIEW	227245e3171ac3b8530835624711c1a0a69363cf
BRCA	GDA	RETAINED	暂挂	本轮未取得GDA特异BRCA干预	本轮未取得适用干预报告	J	0	0	False	guanine; xanthine	KEGG:C00242|GDA; KEGG:C00385|GDA	2	复用原v1生化候选；未重新全面核验反应注释	xanthine	61.0	0.2213643574828133	0.2478184615384615	61.0	0.22494046124448538	0.33799787234042555	0.3074711538461538	KEGG:C00385|GDA	0.33799787234042555	本轮ER关联未过0.05；不以此排除功能价值	已进行该基因定向检索；本轮未取得足以归属乳腺癌的基因特异功能来源。不是证明该基因无作用。				有限检索范围，未完成无限制系统综述；低命中可能受别名/缩写和索引覆盖影响。	本轮未取得GDA特异BRCA干预	与PNP/HPRT1区分；保留鸟嘌呤/黄嘌呤关系	BOUNDED_GENE_SEARCH_ONLY	DONE_BOUNDED_SEARCH	PARTIAL_NOT_ALL_FULLTEXT	NOT_ESTABLISHED	NOT_RUN; DEFERRED_BY_USER			NOT_ASSESSED	NOT_ASSESSED	本轮未新增或核验蛋白数据	本轮未取得318匹配明细，不将旧摘要当新增验证；待回接			https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/candidate_comparison_v1.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/results/BRCA/20260919_ER_availability_v3/er_availability_all_174.tsv	https://github.com/Asukasssss/-/blob/227245e3171ac3b8530835624711c1a0a69363cf/reference/brca/direct_edges_v1.tsv	PARTIAL	227245e3171ac3b8530835624711c1a0a69363cf
