kind	path_or_url	version	sha256	checksum_scope
literature_source	https://pubs.acs.org/doi/10.1021/tx200090n	2011; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/27356959/	2016; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/24764256/	2014; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/28950000/	2017; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/31541193/	2020; 原始研究摘要（2019在线）		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/31577957/	2019; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/27791265/	2017; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/37387422/	2023; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/33042622/	2020; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://link.springer.com/article/10.1186/s13058-024-01849-y	2024; 原始研究摘要及正文/结论片段		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pmc.ncbi.nlm.nih.gov/articles/PMC9161264/	2022; 原始研究摘要及正文片段		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/31277952/	2019; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://www.mdpi.com/2072-6694/12/6/1522	2020; 摘要及全文结果段落；GEO设计核查		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/35796646/	2023; 摘要及全文讨论片段（2022在线）		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/38048842/	2024; 原始研究摘要（2023在线）		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pmc.ncbi.nlm.nih.gov/articles/PMC5622605/	2017; 全文结果段落		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://www.nature.com/articles/s41467-020-19263-1	2020; 全文引言与机制结果概述		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/32268268/	2020; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/31332944/	2019; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://www.nature.com/articles/srep21735	2016; 全文结果片段		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/28314283/	2017; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://aacrjournals.org/cancerres/article/72/22/5812/576593/An-Integrated-Genomic-Screen-Identifies-LDHB-as-an	2012; 全文结果片段与摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://aacrjournals.org/cancerres/article/86/11/2703/785310/LDHB-Deficiency-in-Fibroblasts-Induces-Lactate	2026; 原始研究摘要及数据可用性段落		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/38525901/	2024; 原始研究摘要		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/41179294/	2025; PRIMARY_ABSTRACT_AND_FIGURE_CAPTIONS		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/39818404/	2025; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/26418898/	2015; PRIMARY_ABSTRACT_PARTIAL		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pmc.ncbi.nlm.nih.gov/articles/PMC6451114/	2019; PRIMARY_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/38126621/	2024; PRIMARY_ABSTRACT_AND_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/35988817/	2022; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/31101119/	2019; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/25263164/	2014; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/31141164/	2019; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://doi.org/10.1021/acs.jmedchem.6c00454	2026; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/33499132/	2021; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://doi.org/10.1002/advs.202404853	2024; PRIMARY_RESULTS_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/30759381/	2019; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/35896750/	2022; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://doi.org/10.1038/s41598-018-20215-5	2018; PRIMARY_ABSTRACT_AND_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/37230459/	2023; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/22339418/	2012; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://www.nature.com/articles/s41598-025-96405-9	2025; PRIMARY_RESULTS_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/38503142/	2024; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/42009845/	2026; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://doi.org/10.1021/acs.jmedchem.6c01360	2026; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/34751415/	2021; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://link.springer.com/article/10.1186/s43556-026-00454-z	2026; PRIMARY_RESULTS_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://www.mdpi.com/2079-7737/10/2/85	2021; PRIMARY_ABSTRACT_AND_METHODS_TEXT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/38266771/	2024; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/41502507/	2026; PRIMARY_ABSTRACT_AND_FIGURE_CAPTIONS		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/34595179/	2021; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/28492237/	2017; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/35163433/	2022; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/40749014/	2025; PRIMARY_RESULTS_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/35760868/	2022; PRIMARY_ABSTRACT_AND_RESULTS_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/37845207/	2023; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/38101533/	2024; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/38642827/	2024; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/41267037/	2025; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/35968337/	2022; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/42378651/	2026; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://www.mdpi.com/2073-4409/15/2/207	2026; PRIMARY_RESULTS_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://doi.org/10.1186/s13046-021-01933-7	2021; PRIMARY_RESULTS_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/35252218/	2022; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/39833180/	2025; PRIMARY_FIGURE_CAPTIONS_AND_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/30799686/	2019; PRIMARY_ABSTRACT_AND_FIGURE_CAPTIONS		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/40665359/	2025; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://doi.org/10.1002/VIW.20240083	2025; PRIMARY_RESULTS_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://aacrjournals.org/cancerres/article/79/16/4211/638205/Sphingosine-Kinase-1-Signaling-Promotes-Metastasis	2019; PRIMARY_RESULTS_TEXT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/32260399/	2020; PRIMARY_ABSTRACT_AND_FIGURE_CAPTIONS		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://aacrjournals.org/cancerres/article/83/4/553/716438/Sphingosine-Kinase-2-in-Stromal-Fibroblasts	2023; PRIMARY_ABSTRACT_AND_SUPPLEMENT_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/17974990/	2007; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/29765154/	2018; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://www.nature.com/articles/srep19435	2016; LEGACY_CURATED_PRIMARY_NOT_FULLY_REREAD_THIS_PASS		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://www.mdpi.com/2218-273X/14/9/1088	2024; PRIMARY_ABSTRACT_AND_CONCLUSION_EXCERPT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/40702342/	2025; PRIMARY_ABSTRACT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pmc.ncbi.nlm.nih.gov/articles/PMC4696069/	2015; PRIMARY_RESULTS_TEXT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://link.springer.com/article/10.1186/s13046-022-02578-w	2023; PRIMARY_METHODS_RESULTS_TEXT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/29515119/	2018; PRIMARY_ABSTRACT_AND_FIGURE_LEGENDS		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pubmed.ncbi.nlm.nih.gov/29515119/	2018; PRIMARY_FIGURE_LEGENDS		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pmc.ncbi.nlm.nih.gov/articles/PMC12934312/	2026; PRIMARY_RESULTS_TEXT		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://advanced.onlinelibrary.wiley.com/doi/10.1002/advs.202500722	2025; PRIMARY_RESULTS_SECTION_2_12		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pmc.ncbi.nlm.nih.gov/articles/PMC8275107/	2021; PRIMARY_SEARCH_RESULT_SCOPE_CHECK		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://pmc.ncbi.nlm.nih.gov/articles/PMC12552132/	2025; LEGACY_SOURCE_SCOPE_RETAINED_NOT_REREAD		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
literature_source	https://www.researchsquare.com/article/rs-7709970/v1	2025; PRIMARY_ACCESS_BLOCKED_PREPRINT_LEAD_ONLY		未存全文；策展记录JSON另作SHA256，不冒充网页完整内容哈希
local_review_snapshot	curation_records.json	20260919T120437Z_functional_review_v4	1ab3400dadec9b40218f61531037ccdf4bd0ccd298ac55795c24d0a2b208255e	本地交付文件
local_review_snapshot	gene_decisions.json	20260919T120437Z_functional_review_v4	12d67a1c2d0df9063f61da75a6f21c8a3a9c055f96f4ce1628c189cc4ea41122	本地交付文件
local_review_snapshot	search_log_v4.tsv	20260919T120437Z_functional_review_v4	35154d01caf554298fd57e7b88fd6ef008035d9224f6e9f9c2311f10997387d8	本地交付文件
local_review_snapshot	er_v3_statistics_excerpt.txt	20260919T120437Z_functional_review_v4	2ba78a006977b7ff179c94f1fdc61d539eb6beb4d6bfcc7f0b26744238b64fe2	本地交付文件
local_delivery	README_CN.md	20260919T120437Z_functional_review_v4	2b153f0a16ea53973e2c55e2c5a649d5408a732876dd91e8a1f28703ef12dda5	本地交付文件字节
local_delivery	stage_index_append.tsv	20260919T120437Z_functional_review_v4	e449987b50cb8b3b1ad3a1e976cfc5c41052fd1b92c3d163f8440d4aa32afa34	本地交付文件字节
local_delivery	candidate_comparison_117_functional_v4.tsv	20260919T120437Z_functional_review_v4	c8622d2db3133d29504a2323a06e7ccc5c81987d2b2802cdf8faaa9f79f0e9b8	本地交付文件字节
local_delivery	functional_studies_v4.tsv	20260919T120437Z_functional_review_v4	41fba2e20a746b1dbc5e1101f3f89e2053d38b3c1dc1a10a6f421cd5d337c1c8	本地交付文件字节
local_delivery	relations_174_annotated_v4.tsv	20260919T120437Z_functional_review_v4	01fa5295c948bbeae858f562019e291229ab210844c0cb0d702dbddec1a27f5b	本地交付文件字节
local_delivery	priority_work_queue_v4.tsv	20260919T120437Z_functional_review_v4	f81bc7936319d81c17d9599a5df3b7eb24166dd484a3860164a8e65bfdf808d7	本地交付文件字节
code	code/brca_functional_review_v4.py	functional_v4	6b97fc37075eb056bfdb44da316e3dbc70b46c17c010d9bb1a93f362c6a774bc	本轮回接脚本；未在完整原表环境运行
