feature_id	metabolite_name	metabolite_key	gene	uniprot_accession	source_urls	relationship_type	reaction	role	evidence_origin	source_commit	identity_note	source_row_id	stable_gene_id	cancer	mapping_version
GBM_FEATURE:3373c499464b3190	citrate	KEGG:C00158	ANKH	Q9HCJ1	"[""https://www.uniprot.org/uniprotkb/Q9HCJ1/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:56172	GBM	gbm_mapping_v1
GBM_FEATURE:3373c499464b3190	citrate	KEGG:C00158	RIMKLB	Q9ULI2	"[""https://www.kegg.jp/entry/R10677"", ""https://www.uniprot.org/uniprotkb/Q9ULI2/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:57494	GBM	gbm_mapping_v1
GBM_FEATURE:3373c499464b3190	citrate	KEGG:C00158	SLC25A1	P53007	"[""https://www.uniprot.org/uniprotkb/P53007/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6576	GBM	gbm_mapping_v1
GBM_FEATURE:3373c499464b3190	citrate	KEGG:C00158	SLC25A21	Q9BQT8	"[""https://www.uniprot.org/uniprotkb/Q9BQT8/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:89874	GBM	gbm_mapping_v1
GBM_FEATURE:3373c499464b3190	citrate	KEGG:C00158	SLC25A14	O95258	"[""https://www.uniprot.org/uniprotkb/O95258/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:9016	GBM	gbm_mapping_v1
GBM_FEATURE:3373c499464b3190	citrate	KEGG:C00158	SLC13A2	Q13183	"[""https://www.uniprot.org/uniprotkb/Q13183/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:9058	GBM	gbm_mapping_v1
GBM_FEATURE:3373c499464b3190	citrate	KEGG:C00158	SFXN5	Q8TD22	"[""https://www.uniprot.org/uniprotkb/Q8TD22/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:94097	GBM	gbm_mapping_v1
GBM_FEATURE:d11a2e5ffb2b2041	creatinine	KEGG:C00791	SLC22A2	O15244	https://www.uniprot.org/uniprotkb/O15244/entry	transporter	creatinine(in) = creatinine(out)	transport	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	M190E0190	hsa:6582	GBM	gbm_mapping_v1
GBM_FEATURE:d11a2e5ffb2b2041	creatinine	KEGG:C00791	SLC47A1	Q96FL8	https://www.uniprot.org/uniprotkb/Q96FL8/entry	transporter	creatinine(in) + H(+)(out) = creatinine(out) + H(+)(in)	transport	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	M190E0191	hsa:55244	GBM	gbm_mapping_v1
GBM_FEATURE:d11a2e5ffb2b2041	creatinine	KEGG:C00791	SLC47A2	Q86VL8	https://www.uniprot.org/uniprotkb/Q86VL8/entry	transporter	creatinine(in) + H(+)(out) = creatinine(out) + H(+)(in)	transport	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	M190E0192	hsa:146802	GBM	gbm_mapping_v1
GBM_FEATURE:d11a2e5ffb2b2041	creatinine	KEGG:C00791	SLC22A2	O15244	https://www.uniprot.org/uniprotkb/O15244/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:d11a2e5ffb2b2041|SLC22A2	hsa:6582	GBM	gbm_mapping_v1
GBM_FEATURE:d11a2e5ffb2b2041	creatinine	KEGG:C00791	SLC47A1	Q96FL8	https://www.uniprot.org/uniprotkb/Q96FL8/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:d11a2e5ffb2b2041|SLC47A1	hsa:55244	GBM	gbm_mapping_v1
GBM_FEATURE:d11a2e5ffb2b2041	creatinine	KEGG:C00791	SLC47A2	Q86VL8	https://www.uniprot.org/uniprotkb/Q86VL8/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:d11a2e5ffb2b2041|SLC47A2	hsa:146802	GBM	gbm_mapping_v1
GBM_FEATURE:d11a2e5ffb2b2041	creatinine	KEGG:C00791	SLC22A7	Q9Y694	"[""https://www.uniprot.org/uniprotkb/Q9Y694/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:10864	GBM	gbm_mapping_v1
GBM_FEATURE:d11a2e5ffb2b2041	creatinine	KEGG:C00791	SLC47A2	Q86VL8	"[""https://www.uniprot.org/uniprotkb/Q86VL8/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:146802	GBM	gbm_mapping_v1
GBM_FEATURE:d11a2e5ffb2b2041	creatinine	KEGG:C00791	SLC47A1	Q96FL8	"[""https://www.uniprot.org/uniprotkb/Q96FL8/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:55244	GBM	gbm_mapping_v1
GBM_FEATURE:d11a2e5ffb2b2041	creatinine	KEGG:C00791	SLC22A2	O15244	"[""https://www.uniprot.org/uniprotkb/O15244/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6582	GBM	gbm_mapping_v1
GBM_FEATURE:0e666297b1d455c9	fructose-6-phosphate	KEGG:C05345	GPI	P06744	https://enzyme.expasy.org/EC/5.3.1.9 ; https://www.uniprot.org/uniprotkb/P06744/entry	酶	葡萄糖6-磷酸与果糖6-磷酸异构。	可逆反应参与物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0157	UniProt:P06744	GBM	gbm_mapping_v1
GBM_FEATURE:0e666297b1d455c9	fructose-6-phosphate	KEGG:C05345	MPI	P34949	https://enzyme.expasy.org/EC/5.3.1.8 ; https://www.uniprot.org/uniprotkb/P34949/entry	酶	甘露糖6-磷酸与果糖6-磷酸异构。	可逆反应参与物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0158	UniProt:P34949	GBM	gbm_mapping_v1
GBM_FEATURE:0e666297b1d455c9	fructose-6-phosphate	KEGG:C05345	PFKL	P17858	https://enzyme.expasy.org/EC/2.7.1.11 ; https://www.uniprot.org/uniprotkb/P17858/entry	酶	果糖6-磷酸磷酸化生成果糖1,6-二磷酸。	转化底物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0159	UniProt:P17858	GBM	gbm_mapping_v1
GBM_FEATURE:0e666297b1d455c9	fructose-6-phosphate	KEGG:C05345	PFKM	P08237	https://enzyme.expasy.org/EC/2.7.1.11 ; https://www.uniprot.org/uniprotkb/P08237/entry	酶	果糖6-磷酸磷酸化生成果糖1,6-二磷酸。	转化底物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0160	UniProt:P08237	GBM	gbm_mapping_v1
GBM_FEATURE:0e666297b1d455c9	fructose-6-phosphate	KEGG:C05345	PFKP	Q01813	https://enzyme.expasy.org/EC/2.7.1.11 ; https://www.uniprot.org/uniprotkb/Q01813/entry	酶	果糖6-磷酸磷酸化生成果糖1,6-二磷酸。	转化底物	BRCA	f18a215dc8a269e4f16c55011633d557f069f631	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	M190E0161	UniProt:Q01813	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	GCK	P35557	https://www.uniprot.org/uniprotkb/P35557/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:88a2f109b13da155|GCK	hsa:2645	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	HK1	P19367	https://www.uniprot.org/uniprotkb/P19367/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:88a2f109b13da155|HK1	hsa:3098	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	HK2	P52789	https://www.uniprot.org/uniprotkb/P52789/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:88a2f109b13da155|HK2	hsa:3099	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	HK3	P52790	https://www.uniprot.org/uniprotkb/P52790/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:88a2f109b13da155|HK3	hsa:3101	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	IMPA1	P29218	https://www.uniprot.org/uniprotkb/P29218/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:88a2f109b13da155|IMPA1	UniProt:P29218	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	IMPA2	O14732	https://www.uniprot.org/uniprotkb/O14732/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:88a2f109b13da155|IMPA2	UniProt:O14732	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	MGAM	O43451	https://www.uniprot.org/uniprotkb/O43451/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:88a2f109b13da155|MGAM	hsa:8972	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A1	P11166	https://www.uniprot.org/uniprotkb/P11166/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:88a2f109b13da155|SLC2A1	hsa:6513	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A3	P11169	https://www.uniprot.org/uniprotkb/P11169/entry				PRAD	37a0d018a2188e373660a1161a6c8c72fc872c7c	Reviewed exact-name and chemical-key human biochemical mapping; not exhaustive	PRAD_FEATURE:88a2f109b13da155|SLC2A3	hsa:6515	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC5A11	Q8WWX8	"[""https://www.uniprot.org/uniprotkb/Q8WWX8/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:115584	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A14	Q8TDB8	"[""https://www.uniprot.org/uniprotkb/Q8TDB8/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:144195	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A12	Q8TD20	"[""https://www.uniprot.org/uniprotkb/Q8TD20/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:154091	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A7	Q6PXP3	"[""https://www.uniprot.org/uniprotkb/Q6PXP3/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:155184	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	G6PC1	P35575	"[""https://www.kegg.jp/entry/R00303"", ""https://www.uniprot.org/uniprotkb/P35575/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:2538	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	GBA1	P04062	"[""https://www.kegg.jp/entry/R01498"", ""https://www.kegg.jp/entry/R13178"", ""https://www.uniprot.org/uniprotkb/P04062/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:2629	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	GCK	P35557	"[""https://www.kegg.jp/entry/R00299"", ""https://www.uniprot.org/uniprotkb/P35557/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:2645	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	B4GALT1	P15291	"[""https://www.kegg.jp/entry/R00503"", ""https://www.kegg.jp/entry/R06067"", ""https://www.uniprot.org/uniprotkb/P15291/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:2683	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A8	Q9NY64	"[""https://www.uniprot.org/uniprotkb/Q9NY64/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:29988	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	HK1	P19367	"[""https://www.kegg.jp/entry/R00299"", ""https://www.uniprot.org/uniprotkb/P19367/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:3098	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	HK2	P52789	"[""https://www.kegg.jp/entry/R00299"", ""https://www.uniprot.org/uniprotkb/P52789/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:3099	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	HK3	P52790	"[""https://www.kegg.jp/entry/R00299"", ""https://www.uniprot.org/uniprotkb/P52790/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:3101	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	LCT	P09848	"[""https://www.kegg.jp/entry/R06114"", ""https://www.uniprot.org/uniprotkb/P09848/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:3938	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC45A1	Q9Y2W3	"[""https://www.uniprot.org/uniprotkb/Q9Y2W3/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:50651	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC45A2	Q9UMX9	"[""https://www.uniprot.org/uniprotkb/Q9UMX9/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:51151	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	GBA2	Q9HCG7	"[""https://www.kegg.jp/entry/R01498"", ""https://www.kegg.jp/entry/R13178"", ""https://www.uniprot.org/uniprotkb/Q9HCG7/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:57704	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	GBA3	Q9H227	"[""https://www.kegg.jp/entry/R00306"", ""https://www.kegg.jp/entry/R02558"", ""https://www.kegg.jp/entry/R02887"", ""https://www.kegg.jp/entry/R02985"", ""https://www.kegg.jp/entry/R03527"", ""https://www.kegg.jp/entry/R04949"", ""https://www.kegg.jp/entry/R04998"", ""https://www.uniprot.org/uniprotkb/Q9H227/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:57733	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	G6PC2	Q9NQR9	"[""https://www.kegg.jp/entry/R00303"", ""https://www.uniprot.org/uniprotkb/Q9NQR9/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:57818	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SI	P14410	"[""https://www.kegg.jp/entry/R00801"", ""https://www.kegg.jp/entry/R01718"", ""https://www.kegg.jp/entry/R01791"", ""https://www.kegg.jp/entry/R06087"", ""https://www.uniprot.org/uniprotkb/P14410/entry""]"	DIRECT_SUBSTRATE_OR_PRODUCT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6476	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A1	P11166	"[""https://www.uniprot.org/uniprotkb/P11166/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6513	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A2	P11168	"[""https://www.uniprot.org/uniprotkb/P11168/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6514	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A3	P11169	"[""https://www.uniprot.org/uniprotkb/P11169/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6515	GBM	gbm_mapping_v1
GBM_FEATURE:88a2f109b13da155	glucose	KEGG:C00031	SLC2A4	P14672	"[""https://www.uniprot.org/uniprotkb/P14672/entry""]"	DIRECT_TRANSPORT			COAD	0720928cafcbdcd864d606eecf873923e25424f9	已对照本次 KEGG 名称/同义名；只支持注释相容，不是重新鉴定。原 HMDB 未完成全面交叉核验。		hsa:6517	GBM	gbm_mapping_v1
