feature_id	metabolite_key	metabolite_name	p_value	q_value	n_direct_relations	status	reason
ccRCC4_FEATURE:157cfa0e099f021a	HMDB:HMDB61677	adipoylcarnitine (C6-DC)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:1c829614fa6a7195	HMDB:HMDB04949	N-palmitoyl-D-erythro-sphingosine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:1eff6e271ee2dfb3	KEGG:C02918	1-methylnicotinamide	0.00048828125	0.0044586489898989	3	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:220f6ebefe10c348	HMDB:HMDB0000497	5,6-dihydrouridine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:29d789e07eb7a710	KEGG:C00127	glutathione, oxidized (GSSG)	0.00048828125	0.0044586489898989	3	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:2af0b86e787a6b59	KEGG:C00439	formiminoglutamate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:2b3e304aff9c282a	KEGG:C01251	2-methylcitrate/homocitrate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:2bd50dcda31f9a6e	HMDB:HMDB05323	1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:30b4720db1456673	HMDB:HMDB00622	ethylmalonate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:33323b13d889c05e	HMDB:HMDB13678	4-hydroxyhippurate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:3591d276cd811985	NAME:hexanoylglutamine	hexanoylglutamine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:367c5f8ea3de3537	NAME:1-palmitoyl-GPG (16:0)	1-palmitoyl-GPG (16:0)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:3cd1e4e36502dee2	NAME:(3'-5')-cytidylyluridine	(3'-5')-cytidylyluridine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:3d4481797e44e4ee	HMDB:HMDB06116	3-hydroxyhippurate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:3d91c95bd14151be	HMDB:HMDB05324	1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:3efe9c6649e492b6	NAME:N-nervonoyl-sphingadiene (d18:2/24:1)	N-nervonoyl-sphingadiene (d18:2/24:1)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:41912493dc2c3f53	KEGG:C16526	eicosenoate (20:1)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:42ca29be4967eee3	NAME:3-(N-acetyl-L-cystein-S-yl) acetaminophen	3-(N-acetyl-L-cystein-S-yl) acetaminophen	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:477daacf5c83ff24	KEGG:C00473	retinol (Vitamin A)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:47b10f721f5b2249	HMDB:HMDB0000350	3-hydroxysebacate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:48330d07805286af	NAME:N-palmitoyl-heptadecasphingosine (d17:1/16:0)	N-palmitoyl-heptadecasphingosine (d17:1/16:0)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:4848e85508f8df10	KEGG:C05597	phenylacetylglutamine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:48f69c23abe36e88	HMDB:HMDB00498	2R,3R-dihydroxybutyrate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:4ed3138ff7bf2546	KEGG:C01152	1-methylhistidine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:5289fb376f23f176	HMDB:HMDB61695	1-palmitoyl-GPI (16:0)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:534f643b623d8555	HMDB:HMDB11686	p-cresol glucuronide	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:5696b39c04e57186	HMDB:HMDB41623	N6-carbamoylthreonyladenosine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:57ff2f0dd49e2ec5	KEGG:C00086	urea	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:588f005e69896a9e	HMDB:HMDB11129	2-stearoyl-GPE (18:0)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:59aa957770279f69	HMDB:HMDB0000337	3,4-dihydroxybutyrate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	0.00048828125	0.0044586489898989	13	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:5f435300ab9248a6	KEGG:C01762	xanthosine	0.00048828125	0.0044586489898989	1	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:61ff5cf0785a06d9	HMDB:HMDB0240347	N6-carboxymethyllysine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:62589a6192bccc01	HMDB:HMDB01844	methylsuccinate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:62cda99f1bb07f27	KEGG:C02946	4-acetamidobutanoate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:63441c44fce1197c	NAME:(3'-5')-adenylyluridine	(3'-5')-adenylyluridine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:64abefa28166e4ed	KEGG:C00794	mannitol/sorbitol	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:6869b00e97f77438	HMDB:HMDB00522	3-methylglutaconate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	0.00048828125	0.0044586489898989	2	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:6d61a9dd1de5e854	KEGG:C02700	N-formylkynurenine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:6fda2c32b22095a3	NAME:ximenoylcarnitine (C26:1)	ximenoylcarnitine (C26:1)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:724e70fe9d0d4961	KEGG:C01104	trimethylamine N-oxide	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:72bed3eaf36a9211	HMDB:HMDB0240217	3-(cystein-S-yl)acetaminophen	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:782003042c26379c	NAME:hexadecasphingosine (d16:1)	hexadecasphingosine (d16:1)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:7afef999dd645b13	NAME:1-palmitoyl-GPS (16:0)	1-palmitoyl-GPS (16:0)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:7c956a38af32f9b9	KEGG:C02242	7-methylguanine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:82014d6fcb6d8abd	HMDB:HMDB0062550	2-methoxyacetaminophen sulfate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	0.00048828125	0.0044586489898989	4	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:86b0c442b0150027	HMDB:HMDB0037397	(16 or 17)-methylstearate (a19:0 or i19:0)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:899842357a14d040	KEGG:C01118	N-acetylthreonine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:8a93f353e4c326a0	KEGG:C00257	gluconate	0.00048828125	0.0044586489898989	1	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:8caa807ce262fb1e	KEGG:C16355	7-methylurate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:8da4b8afc58751a5	KEGG:C16359	1-methylurate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:8e16ffa770cf2be2	HMDB:HMDB00594	gamma-glutamylphenylalanine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:8e868455ed37578d	NAME:ceramide (d18:1/17:0, d17:1/18:0)	ceramide (d18:1/17:0, d17:1/18:0)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:97b9488904dd4c74	NAME:(3'-5')-adenylyladenosine	(3'-5')-adenylyladenosine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:993cef8f173560af	NAME:methyl palmitate (15 or 2)	methyl palmitate (15 or 2)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:9ffc9cd9d2418717	HMDB:HMDB10316	4-acetamidophenylglucuronide	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:a2fca213ac5dac0c	KEGG:C05584	vanillylmandelate (VMA)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:a47ba8bdff9ce01e	NAME:succinylglutamine	succinylglutamine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:a4d3a53ff61b236b	KEGG:C02067	pseudouridine	0.00048828125	0.0044586489898989	1	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:a9ae0c71283c89cd	HMDB:HMDB0240388	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:b22e89b802f77293	NAME:glycosyl ceramide (d18:2/24:1, d18:1/24:2)	glycosyl ceramide (d18:2/24:1, d18:1/24:2)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:b2d154a2261a6310	KEGG:C01586	hippurate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:b70a4a323127d044	HMDB:HMDB0007170	stearoyl-arachidonoyl-glycerol (18:0/20:4) [2]	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:bd353c30a3574580	NAME:N,N,N-trimethyl-alanylproline betaine (TMAP)	N,N,N-trimethyl-alanylproline betaine (TMAP)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:be4024f63ac5b05f	HMDB:HMDB13622	10-nonadecenoate (19:1n9)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:beec1028759934c7	NAME:4-aminophenol sulfate (2)	4-aminophenol sulfate (2)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:c2e256e2a8e1072f	HMDB:HMDB06695	pro-hydroxy-pro	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:c457e4c81c1e41f5	NAME:N2-acetyl,N6,N6-dimethyllysine	N2-acetyl,N6,N6-dimethyllysine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:c5a8f3e6285a1d59	KEGG:C13690	dopamine 3-O-sulfate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:c7518406bf4df6b0	NAME:glutamine conjugate of C6H10O2 (1)	glutamine conjugate of C6H10O2 (1)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:c7bb75755ceccb3a	KEGG:C00847	pyridoxate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:c9580c2408028ab6	HMDB:HMDB0011635	o-cresol sulfate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:c969fce358a7ad3a	HMDB:HMDB00345	3-hydroxyadipate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:ca7818643d45b28b	NAME:beta-hydroxyisovaleroylcarnitine	beta-hydroxyisovaleroylcarnitine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:cd0db0762aefebab	KEGG:C00319	sphingosine	0.00048828125	0.0044586489898989	2	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:d876b6f2ced06e02	KEGG:C00836	sphinganine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:d9e685236bbacb74	KEGG:C05565	hydantoin-5-propionate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:e359f72b8aa269a2	HMDB:HMDB11170	gamma-glutamylisoleucine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:eadb8b73f704fc32	NAME:suberoylcarnitine (C8-DC)	suberoylcarnitine (C8-DC)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:ecb350dc55cc109c	NAME:O-sulfo-L-tyrosine	O-sulfo-L-tyrosine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:ed418cabdc23ceca	HMDB:HMDB00552	3-methylglutarylcarnitine (2)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:efd2b49b4e8af7a5	HMDB:HMDB02453	2S,3R-dihydroxybutyrate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:effe2a503fe7a541	HMDB:HMDB0059772	phenylacetylglutamate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:f43c46d583ff558e	KEGG:C01004	trigonelline (N'-methylnicotinate)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:f6d0122dc9518237	HMDB:HMDB04824	N2,N2-dimethylguanosine	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:f8012d6df3db8220	KEGG:C08316	erucate (22:1n9)	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:fa124277c73e683d	HMDB:HMDB0000913	vanillactate	0.00048828125	0.0044586489898989	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:018036c623a9c65d	KEGG:C00864	pantothenate	0.0009765625	0.0057700163398692	3	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:05ee4f1af7ab4b36	KEGG:C02170	methylmalonate (MMA)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:068b02a1d3375ba5	KEGG:C02630	2-hydroxyglutarate	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:10511d2fb2642333	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	0.0009765625	0.0057700163398692	4	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:143bebd9d615b615	NAME:1-palmitoyl-2-arachidonoyl-GPS (16:0/20:4)	1-palmitoyl-2-arachidonoyl-GPS (16:0/20:4)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:147f52cb42a88b09	NAME:4-hydroxyphenylacetylglutamine	4-hydroxyphenylacetylglutamine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:19cf2703280cef21	HMDB:HMDB11130	1-stearoyl-GPE (18:0)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:1b70dab8cd347d71	KEGG:C00576	betaine aldehyde	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:21705b2bca753164	KEGG:C12270	N-acetyl-aspartyl-glutamate (NAAG)	0.0009765625	0.0057700163398692	1	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:232706be0f10b628	KEGG:C06104	adipate	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:282fe35deb80077f	KEGG:C15643	dexamethasone	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:28829915e45cc6e8	KEGG:C02494	1-methyladenosine	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:28abea80297d6133	HMDB:HMDB05320	1-palmitoyl-2-oleoyl-GPE (16:0/18:1)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:2a1bfebd93a4acf5	NAME:glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:2e2ebfcc4612184d	KEGG:C02305	creatine phosphate	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:37b79babe40ab950	KEGG:C01835	maltotriose	0.0009765625	0.0057700163398692	1	DONE	DIRECT_MAPPED
ccRCC4_FEATURE:38d1ee98f87559ff	KEGG:C00647	pyridoxamine phosphate	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:395df633ed91c0e5	KEGG:C18044	pregnenolone sulfate	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:3b93f76af17fe5da	KEGG:C03626	dimethylarginine (SDMA + ADMA)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
ccRCC4_FEATURE:402e0acc5ae50d48	NAME:pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	0.0009765625	0.0057700163398692	0	NEEDS_REVIEW	NO_EXACT_REVIEWED_RELATION_IN_BOUNDED_LIBRARY
