cancer	gene	analysis_version	interpretation	Wu2021_n_evaluable_lineages	Wu2021_top_lineage	Wu2021_top_mean_log1p10k	Wu2021_top_detection_fraction	Wu2021_top_n_source_donor_labels	Wu2021_top3_lineages	Wu2021_max_detection_fraction	Wu2021_source_interpretable	Pal2021_reprocessed_n_evaluable_lineages	Pal2021_reprocessed_top_lineage	Pal2021_reprocessed_top_mean_log1p10k	Pal2021_reprocessed_top_detection_fraction	Pal2021_reprocessed_top_n_source_donor_labels	Pal2021_reprocessed_top3_lineages	Pal2021_reprocessed_max_detection_fraction	Pal2021_reprocessed_source_interpretable	Reed2024_n_evaluable_lineages	Reed2024_top_lineage	Reed2024_top_mean_log1p10k	Reed2024_top_detection_fraction	Reed2024_top_n_source_donor_labels	Reed2024_top3_lineages	Reed2024_max_detection_fraction	Reed2024_source_interpretable	wu_pal_shared_lineages	wu_pal_lineage_rank_rho	wu_pal_top_shared_lineage_Wu	wu_pal_top_shared_lineage_Pal	wu_pal_top_lineage_agreement	wu_pal_top3_overlap	status	reason	一句话解读
BRCA	ASNS	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.10061829475077	0.1508810884292284	20	Malignant_epithelial;Plasma_cells;Nonmalignant_epithelial	0.1508810884292284	True	9	Malignant_epithelial	0.0766779647151648	0.0901824885835721	33	Malignant_epithelial;Perivascular;Plasma_cells	0.0901824885835721	True	8	Plasma_cells	0.1775049103963064	0.194454386115817	7	Plasma_cells;Nonmalignant_epithelial;B_cells	0.194454386115817	True	8	0.9523809523809524	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	ASS1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Endothelial	0.3899780212045375	0.2737652958800898	24	Endothelial;Malignant_epithelial;Nonmalignant_epithelial	0.3593665488688488	True	9	Malignant_epithelial	0.1548792118468369	0.1573033283696286	33	Malignant_epithelial;Endothelial;Fibroblasts	0.1573033283696286	True	8	Nonmalignant_epithelial	0.2530263434895363	0.2806554264669018	55	Nonmalignant_epithelial;Endothelial;Plasma_cells	0.2806554264669018	True	8	0.9523809523809524	Endothelial	Malignant_epithelial	False	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源的最高表达类别不一致，保留背景差异
BRCA	BBOX1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Nonmalignant_epithelial	0.2144212397704138	0.2254178852157325	10	Nonmalignant_epithelial;Malignant_epithelial;Plasma_cells	0.2254178852157325	True	9	Malignant_epithelial	0.0381756206334794	0.037965727461085	33	Malignant_epithelial;Plasma_cells;Mast_cells	0.037965727461085	True	8	Nonmalignant_epithelial	0.1005340889701904	0.1225104143377675	55	Nonmalignant_epithelial;Myeloid;Plasma_cells	0.1225104143377675	True	8	0.5476190476190477	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	BCAT1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.216458207997069	0.2123858184415974	26	Myeloid;Fibroblasts;Endothelial	0.2123858184415974	True	9	Myeloid	0.2434039949302324	0.1681124769893343	30	Myeloid;Fibroblasts;Endothelial	0.1681124769893343	True	8	Myeloid	0.4236866135129696	0.3281249622738784	40	Myeloid;B_cells;Plasma_cells	0.3281249622738784	True	8	0.9285714285714288	Myeloid	Myeloid	True	3	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	BCAT2	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.1949882606520123	0.2772445937009146	20	Malignant_epithelial;Nonmalignant_epithelial;Endothelial	0.2772445937009146	True	9	Malignant_epithelial	0.1070227718172049	0.1194013474730817	33	Malignant_epithelial;Perivascular;B_cells	0.1194013474730817	True	8	Nonmalignant_epithelial	0.0563908323996847	0.0895463176419448	55	Nonmalignant_epithelial;Perivascular;Fibroblasts	0.0895463176419448	True	8	0.5952380952380953	Malignant_epithelial	Malignant_epithelial	True	1	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	CDO1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Fibroblasts	0.1228601369109452	0.1230266340995476	23	Fibroblasts;Nonmalignant_epithelial;Perivascular	0.1230266340995476	True	9	Fibroblasts	0.0507561760943627	0.0427173044833871	30	Fibroblasts;Perivascular;Endothelial	0.0427173044833871	True	8	Fibroblasts	0.0563956985497002	0.0516121518753468	54	Fibroblasts;Perivascular;Endothelial	0.0516121518753468	True	8	0.9523809523809524	Fibroblasts	Fibroblasts	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：成纤维细胞
BRCA	CEPT1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	B_cells	0.12867068466404	0.0812093498443063	20	B_cells;Myeloid;Nonmalignant_epithelial	0.1638574673997475	True	9	Myeloid	0.1082442093238382	0.0795341410327637	30	Myeloid;B_cells;Endothelial	0.0939841253291214	True	8	Nonmalignant_epithelial	0.174587256070743	0.2382841041707602	55	Nonmalignant_epithelial;B_cells;Fibroblasts	0.2382841041707602	True	8	0.9285714285714288	B_cells	Myeloid	False	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源的最高表达类别不一致，保留背景差异
BRCA	CHKA	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Nonmalignant_epithelial	0.1447596380816311	0.2091504589289961	10	Nonmalignant_epithelial;Malignant_epithelial;Myeloid	0.2091504589289961	True	9	Mast_cells	0.0872651759180315	0.0398143909170288	12	Mast_cells;Malignant_epithelial;Myeloid	0.1037700581528043	True	8	Endothelial	0.1595568440811894	0.1379853119177924	54	Endothelial;Myeloid;Nonmalignant_epithelial	0.1585832345216396	True	8	0.8095238095238096	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	CHKB	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Fibroblasts	0.0704350375656	0.0830120666502571	23	Fibroblasts;T_NK_cells;Myeloid	0.0864544497255942	True	9	Fibroblasts	0.0352032577499938	0.0285568906702593	30	Fibroblasts;Endothelial;Myeloid	0.0301785492974834	True	8	Myeloid	0.2253377881638005	0.2158376929409717	40	Myeloid;B_cells;Nonmalignant_epithelial	0.2508578865093511	True	8	0.7857142857142858	Fibroblasts	Fibroblasts	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：成纤维细胞
BRCA	CHPT1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Nonmalignant_epithelial	0.5113294715201435	0.4504425936181486	10	Nonmalignant_epithelial;Malignant_epithelial;B_cells	0.4504425936181486	True	9	Malignant_epithelial	0.3704033774951554	0.3037204388322538	33	Malignant_epithelial;Mast_cells;B_cells	0.3037204388322538	True	8	B_cells	1.299989623729192	0.6566792962782931	24	B_cells;Nonmalignant_epithelial;T_NK_cells	0.6566792962782931	True	8	0.8333333333333335	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	CKB	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.2843810107871626	0.2439676626229633	20	Malignant_epithelial;Perivascular;Fibroblasts	0.2439676626229633	True	9	Malignant_epithelial	0.2604321427672237	0.2183288345808745	33	Malignant_epithelial;Perivascular;Myeloid	0.2183288345808745	True	8	Myeloid	0.8678126627382033	0.4087409491232659	40	Myeloid;Perivascular;Fibroblasts	0.4087409491232659	True	8	0.880952380952381	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	CKM	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.0087580184161839	0.0150989875039186	26	Myeloid;Malignant_epithelial;Perivascular	0.0150989875039186	True	9	Myeloid	0.0089175334505248	0.0077596274786319	30	Myeloid;Malignant_epithelial;Fibroblasts	0.0077596274786319	False	8	Endothelial	0.0024274302325185	0.0019280501044975	54	Endothelial;Myeloid;Nonmalignant_epithelial	0.0022247275122769	False	8		Myeloid	Myeloid		2	NOT_EVALUABLE	fewer_than_5_shared_lineages_or_max_donor_mean_detection_below_1percent; raw summaries retained	检出过少或覆盖不足，暂不能判断细胞来源；不是没有作用
BRCA	CMAS	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.3531464270662268	0.4008860714992629	20	Malignant_epithelial;Nonmalignant_epithelial;Endothelial	0.4008860714992629	True	9	Malignant_epithelial	0.1776269055387067	0.2047426331140698	33	Malignant_epithelial;Perivascular;Endothelial	0.2047426331140698	True	8	Nonmalignant_epithelial	0.1867300715633946	0.2625675815809534	55	Nonmalignant_epithelial;Endothelial;Fibroblasts	0.2625675815809534	True	8	0.8095238095238096	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	CMPK1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.4855351906863093	0.5109763983812803	20	Malignant_epithelial;Nonmalignant_epithelial;Fibroblasts	0.5109763983812803	True	9	Malignant_epithelial	0.3714901780452013	0.3444345030048877	33	Malignant_epithelial;Mast_cells;Perivascular	0.3444345030048877	True	8	Nonmalignant_epithelial	0.9577389604089444	0.6756098246744479	55	Nonmalignant_epithelial;T_NK_cells;B_cells	0.6756098246744479	True	8	0.880952380952381	Malignant_epithelial	Malignant_epithelial	True	1	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	CMPK2	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.1117946473639822	0.1096112968038446	26	Myeloid;Endothelial;Fibroblasts	0.1096112968038446	True	9	Myeloid	0.095059817483123	0.0676230437996164	30	Myeloid;Mast_cells;Endothelial	0.0676230437996164	True	8	Endothelial	0.0269665536742876	0.0224240530372806	54	Endothelial;Myeloid;Fibroblasts	0.0224240530372806	True	8	0.9285714285714288	Myeloid	Myeloid	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	CPT1A	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Endothelial	0.1394198599024252	0.1442954122476831	24	Endothelial;Perivascular;Malignant_epithelial	0.1442954122476831	True	9	Endothelial	0.1744153494917203	0.1091623955556567	23	Endothelial;Perivascular;Fibroblasts	0.1091623955556567	True	8	Endothelial	0.1553419347680919	0.1323857944674506	54	Endothelial;Myeloid;B_cells	0.1323857944674506	True	8	0.880952380952381	Endothelial	Endothelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：内皮细胞（构成血管内壁等）
BRCA	CPT1B	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.0077230733261863	0.0136022556242839	20	Malignant_epithelial;Nonmalignant_epithelial;Endothelial	0.0136022556242839	True	9	Endothelial	0.0086380529218661	0.0061276703649848	23	Endothelial;Malignant_epithelial;Myeloid	0.0094367094843535	False	8	Nonmalignant_epithelial	0.0549932376794315	0.0752391428247708	55	Nonmalignant_epithelial;B_cells;Myeloid	0.0752391428247708	True	8		Malignant_epithelial	Endothelial		2	NOT_EVALUABLE	fewer_than_5_shared_lineages_or_max_donor_mean_detection_below_1percent; raw summaries retained	检出过少或覆盖不足，暂不能判断细胞来源；不是没有作用
BRCA	CPT2	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.0603393538606609	0.1176356065444726	20	Malignant_epithelial;Myeloid;Nonmalignant_epithelial	0.1176356065444726	True	9	Malignant_epithelial	0.0530279225038684	0.0712175226560286	33	Malignant_epithelial;Myeloid;Perivascular	0.0712175226560286	True	8	Plasma_cells	0.0271748838469209	0.0322293922761212	7	Plasma_cells;Nonmalignant_epithelial;Fibroblasts	0.0349934458905981	True	8	0.9047619047619048	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	CRAT	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.160057097982077	0.2123796671472622	20	Malignant_epithelial;Fibroblasts;Endothelial	0.2123796671472622	True	9	Malignant_epithelial	0.0917522548349974	0.101100119884364	33	Malignant_epithelial;Perivascular;Fibroblasts	0.101100119884364	True	8	Fibroblasts	0.0543877489282074	0.0586728439195583	54	Fibroblasts;Nonmalignant_epithelial;Perivascular	0.0820631006313664	True	8	0.9047619047619048	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	CROT	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.1157990846520035	0.1589284048197365	20	Malignant_epithelial;Nonmalignant_epithelial;Fibroblasts	0.1589284048197365	True	9	Malignant_epithelial	0.0784864024722899	0.0899509577371661	33	Malignant_epithelial;Fibroblasts;Mast_cells	0.0899509577371661	True	8	Nonmalignant_epithelial	0.0796844956961367	0.0937332308637201	55	Nonmalignant_epithelial;Fibroblasts;Endothelial	0.0937332308637201	True	8	0.9047619047619048	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	CS	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.188681329767865	0.2882833082577254	20	Malignant_epithelial;Nonmalignant_epithelial;Myeloid	0.2882833082577254	True	9	Malignant_epithelial	0.1431971539781676	0.1707573557833453	33	Malignant_epithelial;Perivascular;Myeloid	0.1707573557833453	True	8	Nonmalignant_epithelial	0.1395829783740131	0.1920877830420834	55	Nonmalignant_epithelial;B_cells;Endothelial	0.1920877830420834	True	8	0.9047619047619048	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	CTNS	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.0629450625189535	0.081783997924348	26	Myeloid;Nonmalignant_epithelial;Fibroblasts	0.081783997924348	True	9	Myeloid	0.0408242570625835	0.033975843312819	30	Myeloid;Endothelial;Perivascular	0.033975843312819	True	8	Plasma_cells	0.0554318095565164	0.0701802631748441	7	Plasma_cells;Myeloid;B_cells	0.0701802631748441	True	8	0.7619047619047621	Myeloid	Myeloid	True	1	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	DPYD	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Myeloid	0.244357676863419	0.2487504254957347	26	Myeloid;Fibroblasts;Perivascular	0.2487504254957347	True	9	Myeloid	0.1759843035785481	0.1293650918313014	30	Myeloid;Fibroblasts;Perivascular	0.1293650918313014	True	8	Fibroblasts	0.1157959447167225	0.104624618086462	54	Fibroblasts;Nonmalignant_epithelial;Myeloid	0.1352072542182443	True	8	0.9523809523809524	Myeloid	Myeloid	True	3	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：髓系免疫细胞（巨噬等，不等同中性粒细胞）
BRCA	DPYS	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Fibroblasts	0.0127099824388666	0.0124136757765825	23	Fibroblasts;Myeloid;Perivascular	0.0124136757765825	True	9	Fibroblasts	0.0060995661794731	0.0044137637669488	30	Fibroblasts;Myeloid;Malignant_epithelial	0.0044137637669488	False	8	Fibroblasts	0.0094280136667998	0.0078780331886464	54	Fibroblasts;Plasma_cells;Myeloid	0.0078780331886464	False	8		Fibroblasts	Fibroblasts		2	NOT_EVALUABLE	fewer_than_5_shared_lineages_or_max_donor_mean_detection_below_1percent; raw summaries retained	检出过少或覆盖不足，暂不能判断细胞来源；不是没有作用
BRCA	ETNK1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Nonmalignant_epithelial	0.2849690401305713	0.3576991814771576	10	Nonmalignant_epithelial;Malignant_epithelial;B_cells	0.3576991814771576	True	9	Endothelial	0.1871278635595122	0.1220671235418073	23	Endothelial;Malignant_epithelial;Myeloid	0.1919065759579297	True	8	Fibroblasts	0.5441090418956289	0.4170828419265483	54	Fibroblasts;Nonmalignant_epithelial;Perivascular	0.4553842671914738	True	8	0.7142857142857144	Malignant_epithelial	Endothelial	False	1	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源的最高表达类别不一致，保留背景差异
BRCA	ETNK2	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Malignant_epithelial	0.0829420054750014	0.1191817211264808	20	Malignant_epithelial;Nonmalignant_epithelial;Fibroblasts	0.1191817211264808	True	9	Malignant_epithelial	0.0778557991399483	0.0893475228680765	33	Malignant_epithelial;Fibroblasts;Perivascular	0.0893475228680765	True	8	Nonmalignant_epithelial	0.0561522980224808	0.0789483796870268	55	Nonmalignant_epithelial;Fibroblasts;Perivascular	0.0789483796870268	True	8	0.7619047619047621	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
BRCA	FDFT1	sc117_v1	descriptive cell source only; RNA is not enzyme activity or metabolite flux	9	Nonmalignant_epithelial	0.5582197097543228	0.538855924642493	10	Nonmalignant_epithelial;Malignant_epithelial;Perivascular	0.538855924642493	True	9	Malignant_epithelial	0.3183586099257278	0.2950281221558215	33	Malignant_epithelial;Perivascular;B_cells	0.2950281221558215	True	8	Nonmalignant_epithelial	0.5246916797143055	0.5156060125175272	55	Nonmalignant_epithelial;B_cells;Endothelial	0.5156060125175272	True	8	0.9523809523809524	Malignant_epithelial	Malignant_epithelial	True	2	DONE	Pal independent biological source; later atlas reprocessing; annotations not original Pal objects	两套肿瘤来源中共有类别的最高表达类别一致：癌性上皮细胞（依作者注释）
