mode	group	bin_id	mean_log2_ratio	n_donors
primary	Epithelial_control	chr15:2	0.017389890698720906	4
primary	Epithelial_control	chr15:3	0.04565852583309199	18
primary	Epithelial_control	chr15:4	0.05961479652933332	22
primary	Epithelial_control	chr15:5	0.024727145843399634	22
primary	Epithelial_control	chr15:6	0.01635116091135082	22
primary	Epithelial_control	chr15:7	0.021453294259799967	22
primary	Epithelial_control	chr15:8	0.03181252710301135	22
primary	Epithelial_control	chr15:9	0.05360097081039307	14
primary	Epithelial_control	chr16:0	0.052193523048941516	22
primary	Epithelial_control	chr16:1	0.002166848995589484	22
primary	Epithelial_control	chr16:2	0.004208369969621425	22
primary	Epithelial_control	chr16:3	0.008212294640844655	22
primary	Epithelial_control	chr16:4	0.00959504337355044	7
primary	Epithelial_control	chr16:5	0.031468915714489405	22
primary	Epithelial_control	chr16:6	0.01830615563228181	21
primary	Epithelial_control	chr16:7	0.0066411846718527874	21
primary	Epithelial_control	chr16:8	-0.022055367205506767	22
primary	Epithelial_control	chr17:0	0.0024293762781791577	22
primary	Epithelial_control	chr17:1	-0.007277150344163065	21
primary	Epithelial_control	chr17:2	-0.03879755317935846	21
primary	Epithelial_control	chr17:3	-0.08840329986422726	22
primary	Epithelial_control	chr17:4	-0.0057018704169920255	22
primary	Epithelial_control	chr17:5	0.004130028357595668	22
primary	Epithelial_control	chr17:6	-0.02168848154586459	22
primary	Epithelial_control	chr17:7	-0.033437496389272375	22
primary	Epithelial_control	chr17:8	0.05192077807269068	22
primary	Epithelial_control	chr18:0	-0.0211598339295108	22
primary	Epithelial_control	chr18:1	-0.012699666908774691	11
primary	Epithelial_control	chr18:2	0.0037838086844536817	15
primary	Epithelial_control	chr18:3	0.013824481538860638	16
primary	Epithelial_control	chr18:4	0.034410032552337974	16
primary	Epithelial_control	chr18:5	0.07138328836944396	21
primary	Epithelial_control	chr18:6	0.09640037085189562	8
primary	Epithelial_control	chr18:7	0.08650379827763557	11
primary	Epithelial_control	chr18:8	NA	0
primary	Epithelial_control	chr19:0	0.03385828318150533	22
primary	Epithelial_control	chr19:1	-0.023780838069312093	22
primary	Epithelial_control	chr19:2	0.013610521983676413	10
primary	Epithelial_control	chr19:3	-0.005530842389222351	22
primary	Epithelial_control	chr19:4	0.030289233113474402	22
primary	Epithelial_control	chr19:5	0.07770094737169506	22
primary	Epithelial_control	chr1:0	0.026396442069475137	22
primary	Epithelial_control	chr1:1	0.009043408190838608	22
primary	Epithelial_control	chr1:10	-0.0395966647688359	22
primary	Epithelial_control	chr1:11	-0.12267868256348287	22
primary	Epithelial_control	chr1:12	NA	0
primary	Epithelial_control	chr1:14	-0.174084162697872	18
primary	Epithelial_control	chr1:15	-0.060231894269212057	22
primary	Epithelial_control	chr1:16	-0.018439676355352232	22
primary	Epithelial_control	chr1:17	-0.06092987128373977	22
primary	Epithelial_control	chr1:18	-0.09784070879587223	22
primary	Epithelial_control	chr1:19	-0.09938606366187207	20
primary	Epithelial_control	chr1:2	-0.01569777171982438	22
primary	Epithelial_control	chr1:20	-0.018964778951278308	22
primary	Epithelial_control	chr1:21	0.01407053193502783	18
primary	Epithelial_control	chr1:22	0.018280538940235156	22
primary	Epithelial_control	chr1:23	0.007376007917362033	19
primary	Epithelial_control	chr1:24	0.0005447841207274883	17
primary	Epithelial_control	chr1:3	0.002982739465356649	22
primary	Epithelial_control	chr1:4	0.07652074137200275	22
primary	Epithelial_control	chr1:5	0.09358328536955023	22
primary	Epithelial_control	chr1:6	0.02770895400513715	20
primary	Epithelial_control	chr1:7	0.004502956851921842	20
primary	Epithelial_control	chr1:8	-0.011274795840884621	22
primary	Epithelial_control	chr1:9	-0.015911200801901223	20
primary	Epithelial_control	chr20:0	0.03556706894058724	22
primary	Epithelial_control	chr20:1	0.05803732096304056	9
primary	Epithelial_control	chr20:2	0.05626571001369822	19
primary	Epithelial_control	chr20:3	0.01990460498473261	22
primary	Epithelial_control	chr20:4	-0.003922179451656573	22
primary	Epithelial_control	chr20:5	0.0003309648839395056	22
primary	Epithelial_control	chr20:6	0.01133862885765142	20
primary	Epithelial_control	chr21:0	NA	0
primary	Epithelial_control	chr21:1	NA	0
primary	Epithelial_control	chr21:2	0.004351056320490835	4
primary	Epithelial_control	chr21:3	0.06040036555435319	22
primary	Epithelial_control	chr21:4	0.0951127480328521	22
primary	Epithelial_control	chr22:1	0.07990944387454221	13
primary	Epithelial_control	chr22:2	0.0644513555073088	22
primary	Epithelial_control	chr22:3	0.012146781173253391	22
primary	Epithelial_control	chr22:4	0.011641308594344117	22
primary	Epithelial_control	chr22:5	0.002751318656258464	7
primary	Epithelial_control	chr2:0	0.029422847275630992	20
primary	Epithelial_control	chr2:1	0.025303021390938273	14
primary	Epithelial_control	chr2:10	-0.011138037538244515	22
primary	Epithelial_control	chr2:11	-0.008946302680844693	22
primary	Epithelial_control	chr2:12	-0.022230868027586562	12
primary	Epithelial_control	chr2:13	-0.03277252355881592	21
primary	Epithelial_control	chr2:14	-0.016408695342064353	1
primary	Epithelial_control	chr2:15	-0.041030586743768555	18
primary	Epithelial_control	chr2:16	-0.0183807388735809	20
primary	Epithelial_control	chr2:17	-0.02646748115582117	22
primary	Epithelial_control	chr2:18	-0.05723357068107932	18
primary	Epithelial_control	chr2:19	-0.09814457393025489	22
primary	Epithelial_control	chr2:2	-0.0006808936915626756	22
primary	Epithelial_control	chr2:20	-0.05412188933081457	22
primary	Epithelial_control	chr2:21	-0.00738828853008444	20
primary	Epithelial_control	chr2:22	0.001030802502444212	8
primary	Epithelial_control	chr2:23	0.00010123503340344436	22
primary	Epithelial_control	chr2:24	0.028108132742354946	17
primary	Epithelial_control	chr2:3	-0.03543544578978419	22
primary	Epithelial_control	chr2:4	-0.03961155516923914	21
primary	Epithelial_control	chr2:5	-0.020801017160853533	15
primary	Epithelial_control	chr2:6	-0.013416507231863146	22
primary	Epithelial_control	chr2:7	-0.02381808266661246	22
primary	Epithelial_control	chr2:8	-0.06371780374779502	22
primary	Epithelial_control	chr2:9	-0.04940152963737484	20
primary	Epithelial_control	chr3:0	-0.006113937640972746	20
primary	Epithelial_control	chr3:1	-0.011486396224179886	22
primary	Epithelial_control	chr3:10	0.007169149842472783	22
primary	Epithelial_control	chr3:11	0.008289523619268192	18
primary	Epithelial_control	chr3:12	0.05033397841745928	22
primary	Epithelial_control	chr3:13	0.026926963214390864	20
primary	Epithelial_control	chr3:14	0.013347160349956396	22
primary	Epithelial_control	chr3:15	0.004791210581668033	22
primary	Epithelial_control	chr3:16	NA	0
primary	Epithelial_control	chr3:17	0.006949309527757947	19
primary	Epithelial_control	chr3:18	0.013508285495132779	22
primary	Epithelial_control	chr3:19	0.00865965421764729	22
primary	Epithelial_control	chr3:2	-0.013271943735399618	15
primary	Epithelial_control	chr3:3	-0.007077970232814628	22
primary	Epithelial_control	chr3:4	0.0007219373530131869	22
primary	Epithelial_control	chr3:5	0.006084939223738803	22
primary	Epithelial_control	chr3:6	0.00727780651658909	13
primary	Epithelial_control	chr3:7	NA	0
primary	Epithelial_control	chr3:8	NA	0
primary	Epithelial_control	chr3:9	0.0007164921175377994	2
primary	Epithelial_control	chr4:0	0.012846964110877436	22
primary	Epithelial_control	chr4:1	0.003172213306759349	13
primary	Epithelial_control	chr4:10	0.02156199337573937	22
primary	Epithelial_control	chr4:11	0.014701849783855884	14
primary	Epithelial_control	chr4:12	0.00948371405335427	14
primary	Epithelial_control	chr4:13	NA	0
primary	Epithelial_control	chr4:14	0.012012934638107662	15
primary	Epithelial_control	chr4:15	0.013469714295616837	17
primary	Epithelial_control	chr4:16	0.024818876986765066	14
primary	Epithelial_control	chr4:17	0.040132246273364786	1
primary	Epithelial_control	chr4:18	0.029886819745621344	18
primary	Epithelial_control	chr4:2	-0.0012865461017103827	1
primary	Epithelial_control	chr4:3	0.005230393464444141	16
primary	Epithelial_control	chr4:4	0.0064759671729386166	19
primary	Epithelial_control	chr4:5	0.005864187218096566	18
primary	Epithelial_control	chr4:6	NA	0
primary	Epithelial_control	chr4:7	0.009028549525982475	22
primary	Epithelial_control	chr4:8	0.01679591168315044	22
primary	Epithelial_control	chr4:9	0.0320467003085948	14
primary	Epithelial_control	chr5:0	0.002707077457584394	17
primary	Epithelial_control	chr5:1	-0.003594225239987775	10
primary	Epithelial_control	chr5:10	0.00032651645840697867	1
primary	Epithelial_control	chr5:11	0.010372496506485064	22
primary	Epithelial_control	chr5:12	0.018035230971990203	11
primary	Epithelial_control	chr5:13	0.011920557045580786	22
primary	Epithelial_control	chr5:14	-0.002702542114517385	22
primary	Epithelial_control	chr5:15	-0.009730358967110291	22
primary	Epithelial_control	chr5:16	-0.011725574111144903	14
primary	Epithelial_control	chr5:17	0.008615714455000829	22
primary	Epithelial_control	chr5:18	NA	0
primary	Epithelial_control	chr5:2	NA	0
primary	Epithelial_control	chr5:3	-0.03494205406411327	21
primary	Epithelial_control	chr5:4	-0.04668109473041355	16
primary	Epithelial_control	chr5:5	-0.023327542591116128	21
primary	Epithelial_control	chr5:6	-0.0017745108817891022	20
primary	Epithelial_control	chr5:7	0.009166520220320615	22
primary	Epithelial_control	chr5:8	0.0036245128063487784	20
primary	Epithelial_control	chr5:9	-0.0005664132030938418	21
primary	Epithelial_control	chr6:0	0.008414651554600514	21
primary	Epithelial_control	chr6:1	-0.013395966377251265	22
primary	Epithelial_control	chr6:10	-0.001503248615478943	21
primary	Epithelial_control	chr6:11	-0.007326753169662753	22
primary	Epithelial_control	chr6:12	-0.012694866314953873	12
primary	Epithelial_control	chr6:13	-0.02401918896815736	22
primary	Epithelial_control	chr6:14	-0.03814334194439914	21
primary	Epithelial_control	chr6:15	-0.0444258593252879	22
primary	Epithelial_control	chr6:16	-0.04552767799801152	9
primary	Epithelial_control	chr6:17	NA	0
primary	Epithelial_control	chr6:2	-0.09794803016446474	21
primary	Epithelial_control	chr6:3	-0.09746948956986336	22
primary	Epithelial_control	chr6:4	0.012179230079706949	21
primary	Epithelial_control	chr6:5	0.036937294326515026	10
primary	Epithelial_control	chr6:6	NA	0
primary	Epithelial_control	chr6:7	0.034534797950021984	19
primary	Epithelial_control	chr6:8	0.01991416007542023	20
primary	Epithelial_control	chr6:9	NA	0
primary	Epithelial_control	chr7:0	0.012337517918961866	21
primary	Epithelial_control	chr7:1	0.019959611142754838	19
primary	Epithelial_control	chr7:10	0.06214911261344248	22
primary	Epithelial_control	chr7:11	0.008705596739208819	13
